TIME_PERIOD,TIME_IDENTIFIER,TRUST_GROUP_TYPE,TRUST_NAME,TRUST_UID,TRUST_ID,TRUST_COMPANIES_HOUSE_NUMBER,TRUST_UKPRN,TRUST_LEADREGION,INSTITUTIONS_MATPTINC,NUMINST_MATPTINC,NUMINST_FSM6CLA1A_MATPTINC,NUMINST_CONVERTER_MATPTINC,NUMINST_SPONSOR_MATPTINC,NUMINST_FREE_MATPTINC,NUMINST_3_MATPTINC,NUMINST_4PLUS_MATPTINC,TELIG_MATPTINC,KS1APS_MATPTINC,PFSM6CLA1A_MATPTINC,PNOTFSM6CLA1A_MATPTINC,PEALGRP2_MATPTINC,PSEN_MATPTINC,READ_PROGSCORE_EM_ADJ_WGTAVG,READ_PROGSCORE_ADJ_UPPER,READ_PROGSCORE_ADJ_LOWER,WRIT_PROGSCORE_EM_ADJ_WGTAVG,WRIT_PROGSCORE_ADJ_UPPER,WRIT_PROGSCORE_ADJ_LOWER,MAT_PROGSCORE_EM_ADJ_WGTAVG,MAT_PROGSCORE_ADJ_UPPER,MAT_PROGSCORE_ADJ_LOWER,READ_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,READ_PROGSCORE_ADJ_UPPER_FSM6CLA1A,READ_PROGSCORE_ADJ_LOWER_FSM6CLA1A,WRIT_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,WRIT_PROGSCORE_ADJ_UPPER_FSM6CLA1A,WRIT_PROGSCORE_ADJ_LOWER_FSM6CLA1A,MAT_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,MAT_PROGSCORE_ADJ_UPPER_FSM6CLA1A,MAT_PROGSCORE_ADJ_LOWER_FSM6CLA1A,READ_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,READ_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,READ_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,WRIT_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,WRIT_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,WRIT_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,MAT_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,MAT_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,MAT_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,PRWM_EXP_WGTAVG,PRWM_EXP_WGTAVG_FSM6CLA1A,PRWM_EXP_WGTAVG_NOTFSM6CLA1A,READ_PROGSCORE_BANDING,WRIT_PROGSCORE_BANDING,MAT_PROGSCORE_BANDING,INSTITUTIONS_INMAT,NUMINST_INMAT,NUMINST_CONVERTER_INMAT,NUMINST_SPONSOR_INMAT,NUMINST_FREE_INMAT,TELIG_INMAT,PFSM6CLA1A_INMAT,PNOTFSM6CLA1A_INMAT
202223,AcademicYear,Multi-academy trust,THE LEARNING PARTNERSHIP TRUST,5490,TR03048,9380027,10060926,East of England,141681;141714;142049,3,3,1,2,0,0,3,117,8,17%,83%,4%,18%,-0.2,1,-1.4,-0.3,0.9,-1.4,-0.2,0.9,-1.3,-2.2,1,-5.4,-4,-1,-7.1,-2.3,0.7,-5.3,0.1,1.4,-1.2,0.3,1.6,-0.9,0.1,1.3,-1.1,62%,40%,67%,Average,Average,Average,141681;141714;142049,3,1,2,0,117,17%,83%
202223,AcademicYear,Multi-academy trust,OUR LADY IMMACULATE CATHOLIC ACADEMIES TRUST LTD,5521,TR03117,9436283,10060944,East Midlands,139515;139547;141633;141634;141635;142064;142733;142738;142742,9,9,8,1,0,5,4,352,7.7,24%,76%,43%,11%,-1.1,-0.4,-1.7,-0.1,0.6,-0.7,-1.6,-1,-2.2,-1.9,-0.5,-3.3,-1.1,0.3,-2.4,-3.2,-1.9,-4.5,-0.8,0,-1.6,0.2,1,-0.5,-1.1,-0.4,-1.8,48%,28%,53%,Below average,Average,Below average,139515;139547;141633;141634;141635;142064;142733;142738;142742;148339,10,8,2,0,408,23%,77%
202223,AcademicYear,Multi-academy trust,THE HOLY SPIRIT CATHOLIC MULTI ACADEMY COMPANY,5524,TR03047,9432692,10060938,West Midlands,141747;141812;141817;141823,4,4,3,1,0,0,4,156,7.8,25%,75%,25%,15%,2.1,3.1,1.1,1,1.9,0,2.2,3.1,1.2,3.2,5.2,1.1,0.1,2,-1.8,2.2,4.1,0.3,1.7,2.9,0.6,1.3,2.4,0.2,2.2,3.3,1.1,74%,54%,80%,Above average,Average,Above average,141747;141812;141817;141823,4,3,1,0,156,25%,75%
202223,AcademicYear,Multi-academy trust,WIMBORNE ACADEMY TRUST,5526,TR02856,9362004,10060921,South West,141757;141829;145405;145811,4,4,3,1,0,0,4,554,8.1,16%,84%,2%,14%,0,0.5,-0.5,-1.7,-1.2,-2.2,-0.1,0.4,-0.6,-2.4,-1.1,-3.7,-3.9,-2.6,-5.2,-2.1,-0.8,-3.3,0.5,1,-0.1,-1.2,-0.7,-1.8,0.3,0.8,-0.3,57%,34%,62%,Average,Below average,Average,141757;141829;145405;145811,4,3,1,0,554,16%,84%
202223,AcademicYear,Multi-academy trust,VIKING ACADEMY TRUST,5531,TR03110,9449979,10060953,South East,141766;142117;143220,3,3,2,0,1,0,3,216,8.1,25%,75%,6%,13%,-0.8,0.1,-1.6,1.3,2.2,0.5,-0.2,0.6,-1,-2.4,-0.8,-4.1,1.1,2.7,-0.5,-1.8,-0.2,-3.4,-0.2,0.8,-1.2,1.4,2.4,0.5,0.4,1.3,-0.6,70%,55%,76%,Average,Above average,Average,141766;142117;143220,3,2,0,1,216,25%,75%
202223,AcademicYear,Multi-academy trust,ST MARTIN'S MULTI ACADEMY TRUST,5533,TR03138,9443906,10060952,West Midlands,141775;141825;142680,3,3,2,1,0,0,3,179,8,59%,41%,38%,16%,-2.5,-1.6,-3.5,-1.3,-0.4,-2.2,-2.8,-1.9,-3.7,-2.9,-1.7,-4.1,-2,-0.8,-3.2,-4,-2.9,-5.2,-2,-0.5,-3.5,-0.3,1.2,-1.7,-1.1,0.3,-2.5,52%,44%,63%,Below average,Below average,Below average,141775;141825;142680,3,2,1,0,179,59%,41%
202223,AcademicYear,Multi-academy trust,ASSET EDUCATION,5540,TR03106,9434926,10060941,East of England,141373;141591;141819;141842;141849;144442;144443;144444;144445;144446;145979;146271;147509,13,13,10,3,0,1,12,496,7.6,30%,70%,16%,22%,0.1,0.7,-0.4,0.6,1.1,0,0,0.5,-0.6,-0.4,0.6,-1.5,-0.1,0.9,-1.2,-1,0,-2,0.4,1,-0.3,0.8,1.5,0.2,0.4,1,-0.3,55%,46%,59%,Average,Average,Average,141373;141591;141819;141842;141849;144442;144443;144444;144445;144446;145979;146271;147509,13,10,3,0,496,30%,70%
202223,AcademicYear,Multi-academy trust,FUTURE GENERATION TRUST,5541,TR03108,9440033,10060948,West Midlands,141822;144604;145683;147424,4,4,3,1,0,1,3,205,8,20%,80%,1%,20%,0.5,1.4,-0.4,0.1,0.9,-0.7,1.5,2.4,0.7,-0.5,1.4,-2.4,-1.4,0.4,-3.2,0.3,2.1,-1.5,0.8,1.7,-0.2,0.5,1.4,-0.4,1.9,2.8,1,70%,49%,76%,Average,Average,Above average,141822;144604;145683;147424,4,3,1,0,205,20%,80%
202223,AcademicYear,Multi-academy trust,DERBY DIOCESAN ACADEMY TRUST 2,5593,TR03071,9442311,10060950,East Midlands,141674;141824;141846;141850;143450;144067;144467;145233;146502;146579;146715;147490,12,12,9,3,0,1,11,511,8,24%,76%,19%,19%,-0.3,0.3,-0.9,-0.3,0.2,-0.9,-0.1,0.4,-0.6,-2.5,-1.3,-3.6,-2.3,-1.2,-3.4,-1.6,-0.6,-2.7,0.4,1,-0.3,0.3,0.9,-0.3,0.4,1,-0.2,61%,38%,68%,Average,Average,Average,141674;141824;141846;141850;143450;144067;144467;145233;146502;146579;146715;147490,12,9,3,0,511,24%,76%
202223,AcademicYear,Multi-academy trust,THE ASPIRE EDUCATIONAL TRUST,5594,TR00094,8689696,10060601,North West,140083;140438;140444;141653;141809;143153;143156;143164;145248;145439;146430,11,11,10,1,0,0,11,506,7.8,SUPPMAT,SUPPMAT,20%,22%,-1.3,-0.7,-1.9,-1.3,-0.7,-1.8,-1.7,-1.2,-2.2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,51%,SUPPMAT,SUPPMAT,Below average,Below average,Below average,140083;140438;140444;141653;141792;141809;143153;143156;143164;145248;145439;146430,12,11,1,0,562,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,THE REDSTART LEARNING PARTNERSHIP,5598,TR01773,7649832,10058789,South West,136926;141695;141740;143143;144985;145199;145842;146747;147024,9,8,2,7,0,0,9,218,7.5,30%,70%,15%,17%,-0.5,0.4,-1.3,-0.6,0.3,-1.4,-2,-1.2,-2.9,-1,0.6,-2.5,-1.7,-0.2,-3.2,-3.5,-2,-4.9,-0.2,0.8,-1.3,0,1,-1,-1.3,-0.3,-2.3,46%,24%,55%,Average,Average,Below average,136926;137454;141695;141740;143143;144985;145199;145842;146747;147024,10,3,7,0,230,29%,71%
202223,AcademicYear,Multi-academy trust,YORKSHIRE CAUSEWAY SCHOOLS TRUST,5599,TR02161,7663935,10055082,Yorkshire and the Humber,141722;142138;142148;142593;142851;143466,6,5,6,0,0,0,6,199,8,10%,90%,7%,19%,0.2,1.1,-0.7,0.2,1.1,-0.7,0.2,1,-0.7,3.1,5.9,0.3,0.9,3.6,-1.9,1.3,3.9,-1.4,-0.1,0.8,-1.1,0.1,1,-0.8,0,0.9,-0.8,60%,42%,62%,Average,Average,Average,141722;142138;142148;142593;142851;143466;147764,7,6,1,0,241,12%,88%
202223,AcademicYear,Multi-academy trust,WAYCROFT MULTI ACADEMY TRUST,5600,TR02405,7683980,10058943,South West,137212;141351;142032,3,3,1,2,0,0,3,142,7.9,26%,74%,14%,18%,-0.9,0.2,-1.9,-1,0,-2,-1,-0.1,-2,-1.5,0.6,-3.5,-1.6,0.4,-3.5,-2.1,-0.2,-4,-0.7,0.5,-1.9,-0.8,0.3,-2,-0.7,0.5,-1.8,57%,32%,66%,Average,Average,Below average,137212;141351;142032,3,1,2,0,142,26%,74%
202223,AcademicYear,Multi-academy trust,RICHARD HUISH TRUST,5604,TR03160,9320523,10060902,South West,137126;145674;145675,3,1,3,0,0,0,3,90,7.8,NELIG,86%,11%,18%,0.8,2.1,-0.5,0.4,1.7,-0.8,-1,0.2,-2.3,NELIG,NELIG,NELIG,NELIG,NELIG,NELIG,NELIG,NELIG,NELIG,0.8,2.2,-0.6,0.3,1.7,-1,-0.9,0.4,-2.3,62%,54%,64%,Average,Average,Average,137126;145674;145675;148001,4,4,0,0,132,23%,77%
202223,AcademicYear,Multi-academy trust,LUMEN CHRISTI CATHOLIC MULTI ACADEMY COMPANY,5609,TR03020,9471525,10060961,West Midlands,141669;141670;141815;141820;141830;147017,6,6,3,3,0,0,6,226,7.9,35%,65%,18%,16%,0.5,1.4,-0.3,0.6,1.4,-0.2,1.4,2.2,0.6,0.8,2.2,-0.6,0.4,1.7,-1,0.9,2.2,-0.4,0.4,1.5,-0.6,0.8,1.8,-0.2,1.6,2.6,0.7,69%,63%,73%,Average,Average,Above average,141669;141670;141815;141820;141830;147017;148266,7,4,3,0,256,35%,65%
202223,AcademicYear,Multi-academy trust,WILLOW TREE ACADEMY,5613,TR03144,9440025,10060947,Yorkshire and the Humber,141788;141901;144195;145740,4,4,3,1,0,0,4,201,7.6,40%,60%,13%,27%,1.2,2.1,0.3,2.5,3.3,1.6,1.2,2.1,0.4,1.3,2.6,-0.1,2,3.3,0.6,0.8,2.1,-0.5,1.2,2.4,0,2.8,3.9,1.7,1.5,2.6,0.5,74%,68%,78%,Above average,Above average,Above average,141788;141901;144195;145740,4,3,1,0,201,40%,60%
202223,AcademicYear,Multi-academy trust,PRESTOLEE MULTI ACADEMY TRUST,5618,TR03097,9481323,10055218,North West,141915;142030;144459;144698;147551,5,5,4,1,0,1,4,184,7.5,38%,63%,13%,27%,-1.3,-0.4,-2.2,-0.5,0.4,-1.4,0.2,1.1,-0.7,-0.1,1.4,-1.7,0.6,2.1,-0.9,0.4,1.9,-1,-2.1,-0.9,-3.2,-1.2,0,-2.3,0.1,1.2,-1,58%,52%,61%,Below average,Average,Average,141915;142030;144459;144698;147551;149050,6,5,1,0,218,37%,63%
202223,AcademicYear,Multi-academy trust,OUR LADY OF GRACE CATHOLIC ACADEMY TRUST,5621,TR03090,9435396,10060943,London,141925;141927;147335;147336;148025,5,5,5,0,0,1,4,250,8.1,36%,64%,51%,17%,2.2,3,1.4,2.4,3.1,1.6,2.2,2.9,1.4,2.8,4.2,1.5,2.3,3.6,1.1,1.7,2.9,0.4,1.8,2.8,0.8,2.4,3.3,1.4,2.5,3.4,1.5,74%,64%,80%,Above average,Above average,Above average,141925;141927;147335;147336;148025;148972,6,6,0,0,292,37%,63%
202223,AcademicYear,Multi-academy trust,THE CONSTELLATION TRUST,5630,TR01939,6545396,10058237,Yorkshire and the Humber,140229;140235;141078;144305;145611;145612,6,6,6,0,0,0,6,305,7.8,37%,63%,10%,20%,-0.6,0.2,-1.3,0.8,1.5,0.1,-0.4,0.3,-1.1,-1.1,0,-2.3,-0.3,0.8,-1.5,-2.1,-1,-3.2,-0.2,0.7,-1.1,1.4,2.3,0.5,0.6,1.5,-0.2,60%,39%,73%,Average,Above average,Average,140229;140235;141078;144305;144673;145611;145612,7,7,0,0,344,35%,65%
202223,AcademicYear,Multi-academy trust,HOPE SENTAMU LEARNING TRUST,5632,TR01418,7559537,10058624,Yorkshire and the Humber,141914;143289;143398;146997,4,4,4,0,0,0,4,115,7.8,14%,86%,7%,18%,0.5,1.6,-0.7,-0.9,0.3,-2,0.6,1.7,-0.5,-1.5,1.7,-4.7,-1.8,1.2,-4.9,-1.1,1.9,-4.1,0.8,2,-0.5,-0.7,0.5,-1.9,0.8,2,-0.4,58%,25%,64%,Average,Average,Average,141387;141719;141914;143289;143398;146997,6,5,1,0,189,22%,78%
202223,AcademicYear,Multi-academy trust,IMPACT MULTI ACADEMY TRUST,5633,TR01280,7697400,10059069,London,141784;142897;143033,3,3,2,0,1,0,3,179,8.2,SUPPMAT,SUPPMAT,12%,13%,0.8,1.8,-0.1,0.6,1.5,-0.3,1.2,2.1,0.3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,76%,SUPPMAT,SUPPMAT,Average,Average,Above average,141784;142897;143033,3,2,0,1,179,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,SOUTH WEST ESSEX COMMUNITY EDUCATION TRUST LIMITED,5634,TR02486,7693309,10058998,East of England,141877;141897;143149,3,3,1,2,0,0,3,178,7.3,26%,74%,19%,14%,2,3,1.1,3.1,4,2.2,1.9,2.7,1,1.8,3.7,-0.1,2.4,4.2,0.7,1,2.8,-0.7,2.1,3.2,1,3.3,4.3,2.2,2.2,3.2,1.1,65%,53%,69%,Above average,Well above average,Above average,141877;141897;143149,3,1,2,0,178,26%,74%
202223,AcademicYear,Multi-academy trust,SHARE MULTI ACADEMY TRUST,5635,TR01902,7729878,10059231,Yorkshire and the Humber,141688;141904;142574;146327,4,4,1,3,0,0,4,189,7.4,43%,57%,22%,23%,-1.3,-0.4,-2.3,-0.1,0.8,-1,0,0.9,-0.9,-1.7,-0.3,-3,0.3,1.6,-1.1,-0.5,0.8,-1.8,-1.1,0.2,-2.3,-0.4,0.8,-1.6,0.4,1.6,-0.8,52%,41%,60%,Below average,Average,Average,141688;141904;142574;146327,4,1,3,0,189,43%,57%
202223,AcademicYear,Multi-academy trust,TEAM MULTI-ACADEMY TRUST,5641,TR01649,8110847,10059856,South West,138315;141761;141847;144535;144560,5,4,5,0,0,0,5,92,7.8,25%,75%,5%,12%,0.2,1.5,-1,-0.9,0.4,-2.1,-0.8,0.4,-2,-1.1,1.4,-3.7,-0.8,1.7,-3.3,-1.1,1.3,-3.6,0.7,2.2,-0.8,-0.9,0.5,-2.4,-0.7,0.7,-2.1,61%,39%,68%,Average,Average,Average,138315;141761;141847;144535;144560;149090,6,6,0,0,109,25%,75%
202223,AcademicYear,Multi-academy trust,FORWARD AS ONE CHURCH OF ENGLAND MULTI ACADEMY TRUST,5643,TR02143,8212263,10060074,North West,138851;141673;145751;146535;146703;146716;147916,7,7,5,2,0,1,6,224,7.7,SUPPMAT,SUPPMAT,33%,14%,0.5,1.3,-0.4,1.6,2.4,0.8,1.9,2.7,1.1,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,62%,SUPPMAT,SUPPMAT,Average,Above average,Above average,138851;140589;141673;144000;145751;146535;146670;146703;146716;147916;148096;148745,12,9,3,0,386,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,NORTHERN STAR ACADEMIES TRUST,5667,TR01943,7553531,10057355,Yorkshire and the Humber,142497;143287;143982;146223;146967;148021,6,6,5,1,0,1,5,243,7.7,39%,61%,44%,14%,-1.1,-0.3,-1.9,-0.5,0.3,-1.3,-0.7,0.1,-1.5,-1.4,-0.1,-2.7,-1.2,0,-2.5,-1.2,0,-2.5,-0.9,0.1,-2,0,1.1,-1,-0.4,0.6,-1.4,59%,46%,67%,Below average,Average,Average,142497;143287;143982;146223;146967;148021;148997,7,6,1,0,314,37%,63%
202223,AcademicYear,Multi-academy trust,THE LEARNING TOGETHER TRUST,5669,TR02174,8561302,10060482,North West,139883;142028;146511;146755,4,4,2,2,0,0,4,155,8.1,26%,74%,5%,15%,-1,0,-2,2,3,1,1.1,2,0.1,-2.6,-0.7,-4.6,1.2,3.1,-0.7,-1.8,0,-3.7,-0.4,0.8,-1.6,2.3,3.4,1.2,2.1,3.2,1,68%,63%,70%,Average,Above average,Above average,139883;142028;146511;146755,4,2,2,0,155,26%,74%
202223,AcademicYear,Multi-academy trust,TRINITY MULTI ACADEMY TRUST,5689,TR02674,6897239,10058262,Yorkshire and the Humber,143651;146959;148143,3,3,1,2,0,1,2,101,7.7,SUPPMAT,SUPPMAT,4%,11%,2.2,3.4,0.9,-0.5,0.7,-1.7,0.7,1.8,-0.5,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,60%,SUPPMAT,SUPPMAT,Above average,Average,Average,143651;146959;148143,3,1,2,0,101,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,JOHN TAYLOR MAT,5690,TR01177,7421140,10057362,West Midlands,138899;142809;145218;145794;146085;146294;146295;146607,8,8,7,1,0,0,8,253,7.9,13%,87%,10%,13%,1.3,2.1,0.6,-0.5,0.2,-1.3,2,2.8,1.3,1.4,3.6,-0.7,1.1,3.1,-1,1,3,-1,1.3,2.2,0.5,-0.8,0,-1.6,2.2,3,1.4,72%,68%,73%,Above average,Average,Above average,138899;142809;145218;145794;146085;146294;146295;146607,8,7,1,0,253,13%,87%
202223,AcademicYear,Multi-academy trust,TRUSTED CSAT ALLIANCE,5705,TR03200,9617166,10060981,West Midlands,141340;143548;145202;145221,4,4,2,2,0,0,4,107,7.7,27%,73%,6%,17%,2.7,3.9,1.4,1.4,2.6,0.2,2.2,3.4,1.1,2.4,4.7,0.1,1.9,4.1,-0.4,2.1,4.3,-0.1,2.8,4.2,1.3,1.2,2.6,-0.1,2.2,3.6,0.9,74%,55%,81%,Above average,Above average,Above average,141340;143548;145202;145221,4,2,2,0,107,27%,73%
202223,AcademicYear,Multi-academy trust,COASTAL LEARNING PARTNERSHIP,5708,TR03182,9628750,10060987,South West,142100;142101;142103;142145;142165;142167;142973;142974;142975;145212,10,10,10,0,0,6,4,739,7.9,SUPPMAT,SUPPMAT,16%,14%,-0.4,0.1,-0.8,-2.3,-1.8,-2.7,-1.1,-0.7,-1.6,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,50%,SUPPMAT,SUPPMAT,Average,Below average,Below average,142100;142101;142103;142145;142165;142167;142973;142974;142975;145212;148328,11,10,1,0,750,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,THE ROMERO CATHOLIC ACADEMY,15711,TR03094,9702162,10061021,West Midlands,142195;142197;142205;142211;142212;142215;142217,7,7,7,0,0,0,7,299,7.8,29%,71%,33%,19%,0,0.7,-0.7,-0.1,0.6,-0.8,0,0.7,-0.7,-0.4,1,-1.7,-1.8,-0.5,-3,-2.3,-1,-3.5,0.2,1,-0.7,0.6,1.4,-0.3,1,1.8,0.1,64%,46%,71%,Average,Average,Average,142195;142197;142205;142211;142212;142215;142217,7,7,0,0,299,29%,71%
202223,AcademicYear,Multi-academy trust,ST EDMUNDSBURY AND IPSWICH DIOCESAN MULTI-ACADEMY TRUST,15712,TR03147,9499496,10060972,East of England,142026;142595;142597;142598;142994;143050;143147;143549;143807;144215;144553;144625;144827;144849;145539;145851;146086;146229;147575,19,18,9,10,0,1,18,382,7.5,SUPPMAT,SUPPMAT,13%,19%,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,142026;142595;142597;142598;142994;143050;143147;143549;143807;144215;144553;144625;144827;144849;145539;145851;146086;146229;147575;148751;148752,21,11,10,0,401,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,YORKSHIRE COLLABORATIVE ACADEMY TRUST,15713,TR03088,9668526,10061002,Yorkshire and the Humber,142189;142198;142201;143523;144159,5,5,4,1,0,0,5,119,8,15%,85%,6%,21%,0.2,1.4,-0.9,-1.4,-0.3,-2.6,0.1,1.2,-1,-3.7,-0.7,-6.7,-5.1,-2.2,-7.9,-3,-0.2,-5.8,0.9,2.2,-0.3,-0.8,0.4,-2,0.7,1.9,-0.5,61%,33%,66%,Average,Below average,Average,142189;142198;142201;143523;144159,5,4,1,0,119,15%,85%
202223,AcademicYear,Multi-academy trust,THE STAFFORDSHIRE SCHOOLS MULTI ACADEMY TRUST,15715,TR03105,9613632,10060980,West Midlands,142095;142096;142097;146863,4,4,4,0,0,0,4,52,7.7,19%,81%,0%,17%,1.4,3.1,-0.3,3.1,4.7,1.4,2.7,4.3,1.1,2.1,6,-1.8,3.7,7.4,-0.1,-0.7,2.9,-4.4,1.3,3.2,-0.6,2.9,4.7,1.1,3.5,5.3,1.7,79%,60%,83%,Average,Well above average,Above average,142095;142096;142097;146863,4,4,0,0,52,19%,81%
202223,AcademicYear,Multi-academy trust,THE THREE SAINTS ACADEMY TRUST,15718,TR03222,9626002,10060986,North West,142154;142161;147262,3,3,3,0,0,0,3,118,8,34%,66%,7%,30%,1.9,3.1,0.8,1.5,2.6,0.4,2.3,3.4,1.2,2.7,4.7,0.8,1.6,3.4,-0.3,4.3,6.1,2.5,1.5,2.9,0,1.5,2.9,0.1,1.3,2.6,-0.1,74%,70%,76%,Above average,Above average,Above average,142154;142161;147262,3,3,0,0,118,34%,66%
202223,AcademicYear,Multi-academy trust,THE WARRINER MULTI ACADEMY TRUST,15719,TR03336,9696059,10061019,South East,142191;142200;142206;144525;146008;147753,6,3,6,0,0,1,5,110,8,SUPPMAT,SUPPMAT,7%,15%,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,142191;142200;142206;144525;146008;147753,6,6,0,0,110,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,ACER TRUST,15720,TR01414,9591931,10060976,South East,143969;146481;147281;147759,4,3,3,1,0,1,3,124,7.8,15%,85%,13%,19%,0.3,1.5,-0.8,-0.2,0.9,-1.3,-1.3,-0.3,-2.4,-2.5,0.7,-5.7,-1.3,1.8,-4.3,-3.4,-0.4,-6.4,0.8,2,-0.5,0,1.2,-1.2,-1,0.1,-2.2,59%,30%,64%,Average,Average,Below average,143969;146481;147281;147759,4,3,1,0,124,15%,85%
202223,AcademicYear,Multi-academy trust,RED KITE LEARNING TRUST,15727,TR00969,7523507,10054307,Yorkshire and the Humber,141883;142204;142220;143613;145026;146213;146215;146218;146219;146233,10,10,9,0,1,0,10,538,7.7,SUPPMAT,SUPPMAT,8%,15%,-0.6,-0.1,-1.2,-0.7,-0.1,-1.2,-1.3,-0.8,-1.8,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,53%,SUPPMAT,SUPPMAT,Below average,Below average,Below average,141883;142204;142220;143613;145026;146213;146215;146218;146219;146233,10,9,0,1,538,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,BATLEY MULTI ACADEMY TRUST,15729,TR00147,7732537,10059240,Yorkshire and the Humber,137487;144963;146616,3,3,1,1,1,1,2,117,7.7,SUPPMAT,SUPPMAT,60%,24%,-2.3,-1.1,-3.5,0,1.1,-1.2,-0.1,1,-1.2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,54%,SUPPMAT,SUPPMAT,Below average,Average,Average,137487;144963;146616,3,1,1,1,117,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,THE HEART EDUCATION TRUST,15730,TR01010,8286818,10060166,East of England,139491;142005;142634;142818,4,4,1,3,0,0,4,149,7.6,44%,56%,21%,37%,-1.3,-0.3,-2.4,-2.5,-1.5,-3.5,-1.8,-0.9,-2.8,-2.4,-0.8,-3.9,-3.2,-1.7,-4.6,-2.4,-1,-3.8,-0.5,1,-1.9,-1.9,-0.6,-3.3,-1.4,0,-2.7,44%,29%,55%,Below average,Below average,Below average,139491;142005;142634;142818,4,1,3,0,149,44%,56%
