TIME_PERIOD,TIME_IDENTIFIER,TRUST_GROUP_TYPE,TRUST_NAME,TRUST_UID,TRUST_ID,TRUST_COMPANIES_HOUSE_NUMBER,TRUST_UKPRN,TRUST_LEADREGION,INSTITUTIONS_MATPTINC,NUMINST_MATPTINC,NUMINST_FSM6CLA1A_MATPTINC,NUMINST_CONVERTER_MATPTINC,NUMINST_SPONSOR_MATPTINC,NUMINST_FREE_MATPTINC,NUMINST_3_MATPTINC,NUMINST_4PLUS_MATPTINC,TELIG_MATPTINC,KS1APS_MATPTINC,PFSM6CLA1A_MATPTINC,PNOTFSM6CLA1A_MATPTINC,PEALGRP2_MATPTINC,PSEN_MATPTINC,READ_PROGSCORE_EM_ADJ_WGTAVG,READ_PROGSCORE_ADJ_UPPER,READ_PROGSCORE_ADJ_LOWER,WRIT_PROGSCORE_EM_ADJ_WGTAVG,WRIT_PROGSCORE_ADJ_UPPER,WRIT_PROGSCORE_ADJ_LOWER,MAT_PROGSCORE_EM_ADJ_WGTAVG,MAT_PROGSCORE_ADJ_UPPER,MAT_PROGSCORE_ADJ_LOWER,READ_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,READ_PROGSCORE_ADJ_UPPER_FSM6CLA1A,READ_PROGSCORE_ADJ_LOWER_FSM6CLA1A,WRIT_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,WRIT_PROGSCORE_ADJ_UPPER_FSM6CLA1A,WRIT_PROGSCORE_ADJ_LOWER_FSM6CLA1A,MAT_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,MAT_PROGSCORE_ADJ_UPPER_FSM6CLA1A,MAT_PROGSCORE_ADJ_LOWER_FSM6CLA1A,READ_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,READ_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,READ_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,WRIT_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,WRIT_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,WRIT_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,MAT_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,MAT_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,MAT_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,PRWM_EXP_WGTAVG,PRWM_EXP_WGTAVG_FSM6CLA1A,PRWM_EXP_WGTAVG_NOTFSM6CLA1A,READ_PROGSCORE_BANDING,WRIT_PROGSCORE_BANDING,MAT_PROGSCORE_BANDING,INSTITUTIONS_INMAT,NUMINST_INMAT,NUMINST_CONVERTER_INMAT,NUMINST_SPONSOR_INMAT,NUMINST_FREE_INMAT,TELIG_INMAT,PFSM6CLA1A_INMAT,PNOTFSM6CLA1A_INMAT
202223,AcademicYear,Multi-academy trust,PATHFINDER SCHOOLS,3931,TR01453,7670511,10058894,East Midlands,140054;140059;140073;140074;140094;146905,6,5,6,0,0,0,6,324,7.8,SUPPMAT,SUPPMAT,6%,18%,-1.8,-1.1,-2.5,-2.6,-2,-3.3,-1.5,-0.8,-2.2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,52%,SUPPMAT,SUPPMAT,Below average,Below average,Below average,140054;140059;140073;140074;140094;140736;146905,7,7,0,0,340,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,SOUTH PENNINE ACADEMIES,3933,TR01454,7599308,10058690,Yorkshire and the Humber,142003;142774;144025;144507;145537;147629,6,6,2,3,1,1,5,265,7.5,SUPPMAT,SUPPMAT,23%,23%,-1.8,-1,-2.6,-1,-0.2,-1.7,-1.3,-0.6,-2.1,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,50%,SUPPMAT,SUPPMAT,Below average,Below average,Below average,142003;142774;144025;144507;145537;147629;148293,7,3,3,1,317,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,MOWBRAY EDUCATION TRUST LIMITED,3952,TR01167,7796947,10059338,East Midlands,140696;140702;140754;141469;145083,5,4,4,1,0,0,5,199,7.5,SUPPMAT,SUPPMAT,9%,23%,0.3,1.2,-0.6,-0.9,-0.1,-1.8,0.3,1.1,-0.6,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,51%,SUPPMAT,SUPPMAT,Average,Below average,Average,140696;140702;140754;141469;145083,5,4,1,0,199,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,NET ACADEMIES TRUST,3965,TR01480,8221088,10039897,East of England,141379;141380;141381;144823;145557;147265,6,6,0,6,0,1,5,284,7.6,34%,66%,22%,18%,-0.3,0.5,-1,0.4,1.1,-0.3,0.3,1,-0.4,-1.2,0.1,-2.4,0,1.3,-1.2,-1.4,-0.2,-2.6,0.2,1.1,-0.8,0.6,1.4,-0.3,1.1,2,0.3,56%,45%,61%,Average,Average,Average,141379;141380;141381;144823;145557;147265,6,0,6,0,284,34%,66%
202223,AcademicYear,Multi-academy trust,THE NEWMAN CATHOLIC COLLEGIATE,3991,TR01499,8550110,10060469,West Midlands,140114;140129;140141;140145;140146;140148;140150;140151,8,8,8,0,0,0,8,229,7.9,SUPPMAT,SUPPMAT,22%,20%,-0.5,0.3,-1.3,0.8,1.6,0,-0.4,0.4,-1.2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,64%,SUPPMAT,SUPPMAT,Average,Average,Average,140114;140129;140141;140145;140146;140148;140150;140151,8,8,0,0,229,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,INSPIRATIONAL LEARNING ACADEMIES TRUST,3996,TR01505,8657945,10060574,West Midlands,140285;140859;141346,3,3,1,2,0,0,3,142,7.9,49%,51%,11%,19%,3.7,4.7,2.6,2.9,3.9,1.9,1.7,2.7,0.7,3.2,4.7,1.7,2.5,3.9,1.1,1.5,2.9,0.1,4.2,5.7,2.7,3.4,4.8,2,1.9,3.3,0.5,81%,74%,88%,Well above average,Well above average,Above average,140285;140859;141346,3,1,2,0,142,49%,51%
202223,AcademicYear,Multi-academy trust,NICHOLAS POSTGATE CATHOLIC ACADEMY TRUST,4002,TR02982,9203984,10060872,North East,140750;140769;140779;141456;141457;141458;142272;142279;142280;142282;142344;142365;142367;142368;142369;142370;142371;142373;142374;142376;146249;147229;148022,23,21,22,1,0,1,22,735,7.8,SUPPMAT,SUPPMAT,9%,18%,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,140750;140769;140779;141456;141457;141458;142272;142279;142280;142282;142344;142365;142367;142368;142369;142370;142371;142373;142374;142376;146249;147229;147241;147243;147258;147274;147276;147416;147417;147418;147436;148022,32,31,1,0,958,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,SUMMIT LEARNING TRUST,4004,TR01509,7348167,10058342,West Midlands,138194;139183;139378;139631,4,4,2,2,0,0,4,236,7.5,53%,47%,47%,13%,-0.9,-0.1,-1.8,-1.1,-0.3,-2,-0.4,0.4,-1.2,-1.5,-0.4,-2.7,-1.4,-0.2,-2.5,-1,0.1,-2.1,-0.2,1,-1.5,-0.9,0.3,-2.1,0.3,1.5,-0.9,51%,42%,61%,Below average,Below average,Average,138194;139183;139378;139631,4,2,2,0,236,53%,47%
202223,AcademicYear,Multi-academy trust,NISHKAM SCHOOL TRUST,4005,TR01510,7522245,10058501,West Midlands,137492;139274;139720,3,3,0,0,3,0,3,177,7.9,25%,75%,42%,15%,1.7,2.6,0.7,2.6,3.6,1.7,4.3,5.2,3.4,1.8,3.7,-0.1,2.9,4.7,1.1,3.7,5.4,1.9,1.6,2.7,0.5,2.6,3.6,1.5,4.5,5.6,3.5,79%,73%,81%,Above average,Above average,Well above average,137492;139274;139720,3,0,0,3,177,25%,75%
202223,AcademicYear,Multi-academy trust,NORTH WEST ACADEMIES TRUST LIMITED,4029,TR02618,8852553,10060716,North West,136553;139377;140664;143326;146642;146779;147489,7,7,3,2,2,1,6,191,8,24%,76%,7%,22%,0.9,1.8,-0.1,0.7,1.6,-0.2,0.9,1.8,0,0.1,2,-1.8,-0.6,1.2,-2.4,-1.2,0.6,-3,1.1,2.2,0.1,1.1,2.1,0.1,1.6,2.6,0.6,68%,43%,76%,Average,Average,Average,136553;139377;140664;143157;143159;143326;146642;146779;147489,9,5,2,2,237,24%,76%
202223,AcademicYear,Multi-academy trust,NORTHAMPTON PRIMARY ACADEMY TRUST,4031,TR01523,8172039,10039239,East Midlands,138952;138953;138954;138955;139424;141921;143542;145206;145634;146035,10,10,7,3,0,0,10,541,7.3,31%,69%,30%,25%,0.3,0.8,-0.3,1,1.6,0.5,1,1.6,0.5,-0.7,0.3,-1.6,0.1,1.1,-0.8,-0.1,0.8,-1,0.7,1.4,0,1.4,2.1,0.8,1.6,2.2,1,58%,49%,62%,Average,Above average,Above average,138952;138953;138954;138955;139424;141921;143542;145206;145634;146035;147112;149127,12,8,4,0,641,32%,68%
202223,AcademicYear,Multi-academy trust,NORTHERN EDUCATION TRUST,4036,TR01527,7189647,10058295,North East,138399;138995;139229;139270;139959;140072;140172;140519;143618;143619,10,10,4,6,0,0,10,406,7.6,59%,41%,19%,20%,1.7,2.3,1.1,2.1,2.7,1.5,2.1,2.7,1.5,1.7,2.6,0.9,1.9,2.7,1.1,1.9,2.6,1.1,1.6,2.6,0.6,2.3,3.3,1.4,2.4,3.4,1.5,73%,69%,79%,Above average,Above average,Above average,138399;138995;139229;139270;139959;140072;140172;140519;143618;143619,10,4,6,0,406,59%,41%
202223,AcademicYear,Multi-academy trust,OASIS COMMUNITY LEARNING,4076,TR01553,5398529,10058190,London,135958;135968;137430;137479;138237;138278;138409;138687;138710;139024;139025;139056;139125;139128;139129;139214;139242;139281;140022;140040;140041;140052;140161;140218;140219;140222;140268;140394;140409;140674;144569;145622;146767,33,33,7,26,0,0,33,1746,7.5,58%,42%,41%,22%,-0.4,-0.1,-0.8,0.2,0.4,-0.1,0.2,0.5,-0.1,-0.5,-0.1,-0.9,-0.1,0.2,-0.5,-0.2,0.2,-0.6,-0.4,0.1,-0.9,0.6,1,0.1,0.7,1.1,0.2,57%,51%,66%,Below average,Average,Average,135958;135968;137430;137479;138237;138278;138409;138687;138710;139024;139025;139056;139125;139128;139129;139214;139242;139281;140022;140040;140041;140052;140161;140218;140219;140222;140268;140394;140409;140674;144569;145622;146767,33,7,26,0,1746,58%,42%
202223,AcademicYear,Multi-academy trust,THE OLYMPUS ACADEMY TRUST,4095,TR01568,7844791,10059430,South West,137753;140259;141618;141638;142342;143408,6,6,5,1,0,0,6,281,7.6,SUPPMAT,SUPPMAT,25%,23%,-1,-0.2,-1.8,-0.1,0.7,-0.8,-0.9,-0.2,-1.7,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,51%,SUPPMAT,SUPPMAT,Below average,Average,Below average,137753;140259;141618;141638;142342;143408,6,5,1,0,281,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,ORMISTON ACADEMIES TRUST,4106,TR01577,6982127,10058272,West Midlands,138846;139535;140016;140374;142643;143824,6,6,3,3,0,0,6,336,7.8,38%,62%,17%,21%,0,0.7,-0.7,-0.7,0,-1.4,1.2,1.8,0.5,0,1.1,-1.1,-1.3,-0.3,-2.4,0.7,1.7,-0.4,0,0.9,-0.9,-0.3,0.6,-1.1,1.5,2.3,0.7,61%,55%,65%,Average,Average,Above average,138846;139535;140016;140374;142643;143824,6,3,3,0,336,38%,62%
202223,AcademicYear,Multi-academy trust,OUTWOOD GRANGE ACADEMIES TRUST,4119,TR01585,6995649,10058273,North East,139080;139108;140085;143939;143940;145411;145939;145940;145941;146267,10,10,3,7,0,0,10,495,7.9,37%,63%,16%,15%,-1,-0.4,-1.6,2.9,3.4,2.3,1.3,1.8,0.7,-1,0,-1.9,1.9,2.8,1.1,1.3,2.2,0.4,-1,-0.3,-1.7,3.4,4.1,2.7,1.2,1.9,0.6,68%,54%,76%,Below average,Well above average,Above average,139080;139108;140085;143939;143940;145411;145939;145940;145941;146267;148330;148388;149332,13,3,10,0,600,38%,63%
202223,AcademicYear,Multi-academy trust,OXFORD DIOCESAN SCHOOLS TRUST,4124,TR01590,8143249,10059925,South East,137788;138774;139777;140344;140473;140474;140556;141349;141601;141816;141833;141840;142140;142152;142341;142377;142645;142846;143888;143889;143986;144186;144187;144530;144547;144577;144584;144688;144872;145449;145649;147507;147641;147716,34,32,28,5,1,4,30,1047,7.8,SUPPMAT,SUPPMAT,13%,23%,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,137788;138774;139777;140344;140473;140474;140556;141349;141601;141816;141833;141840;142140;142152;142341;142377;142645;142682;142735;142846;143888;143889;143986;144186;144187;144530;144547;144577;144584;144688;144872;145449;145649;145660;147507;147641;147716;148247,38,30,7,1,1231,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,THE PAINSLEY CATHOLIC ACADEMY,4127,TR01592,8146661,10059938,West Midlands,138722;138723;138724;138725;138726;138727;142192;142208;142209;142210;142213;142214;142216,13,12,13,0,0,0,13,290,8.2,18%,82%,19%,11%,1.5,2.3,0.8,1.7,2.4,1,2.7,3.4,2,2.8,4.7,1,0.3,2.1,-1.4,3.6,5.4,1.9,1.3,2.1,0.5,2,2.8,1.2,2.5,3.3,1.8,77%,65%,79%,Above average,Above average,Above average,138722;138723;138724;138725;138726;138727;142192;142208;142209;142210;142213;142214;142216,13,13,0,0,290,18%,82%
202223,AcademicYear,Multi-academy trust,PARADIGM TRUST,4131,TR00763,8469218,10060397,London,138276;140064;140096;143550;145118,5,5,2,2,1,0,5,328,8.1,46%,54%,48%,12%,-0.9,-0.2,-1.6,0.9,1.6,0.2,0.5,1.1,-0.2,-1.7,-0.7,-2.8,0.3,1.3,-0.6,-0.6,0.3,-1.6,-0.1,0.9,-1.1,1.4,2.3,0.5,1.5,2.4,0.5,63%,52%,71%,Below average,Above average,Average,138276;140064;140096;143550;145118,5,2,2,1,328,46%,54%
202223,AcademicYear,Multi-academy trust,THE PARK FEDERATION ACADEMY TRUST,4134,TR01596,8146330,10059934,South East,138613;138621;139333;140335;140391;140857;144501;145041,8,8,4,4,0,0,8,858,7.8,32%,68%,69%,12%,0.7,1.1,0.2,3.4,3.9,3,2.9,3.3,2.5,0.6,1.3,-0.2,3.3,4.1,2.6,2,2.7,1.2,0.7,1.3,0.2,3.5,4,3,3.3,3.8,2.8,70%,64%,73%,Above average,Well above average,Above average,138613;138621;139333;140335;140391;140857;144501;145041,8,4,4,0,858,32%,68%
202223,AcademicYear,Multi-academy trust,THE PASSMORES CO-OPERATIVE LEARNING COMMUNITY,4157,TR01616,7736246,10059258,East of England,139802;139950;146157,3,3,1,2,0,0,3,120,7.6,43%,57%,17%,27%,0.5,1.6,-0.7,0.4,1.5,-0.7,-0.2,0.9,-1.2,0.5,2.2,-1.2,-0.2,1.5,-1.8,-0.6,1,-2.2,0.5,2,-1.1,0.9,2.4,-0.5,0.2,1.6,-1.3,58%,52%,63%,Average,Average,Average,139802;139950;146157,3,1,2,0,120,43%,57%
202223,AcademicYear,Multi-academy trust,THE PEGASUS ACADEMY TRUST,4168,TR01622,7542114,10058548,London,136565;136566;144626,3,3,2,1,0,0,3,219,7.8,40%,60%,53%,19%,-0.2,0.7,-1.1,0.3,1.1,-0.6,-0.5,0.3,-1.4,-1,0.3,-2.4,-1,0.3,-2.3,-0.9,0.4,-2.2,0.3,1.5,-0.8,1.1,2.2,0,-0.3,0.7,-1.4,64%,49%,73%,Average,Average,Average,136565;136566;140517;144626,4,3,1,0,279,33%,67%
202223,AcademicYear,Multi-academy trust,PENDLE EDUCATION TRUST,4174,TR01627,8263591,10060136,North West,139053;142055;145978,3,3,0,3,0,0,3,145,7.4,39%,61%,55%,14%,-0.6,0.5,-1.6,2.8,3.8,1.8,1.6,2.6,0.6,0.3,1.9,-1.4,2.9,4.5,1.3,1.7,3.2,0.1,-1.1,0.2,-2.4,2.7,4,1.4,1.5,2.8,0.2,52%,48%,55%,Average,Above average,Above average,139053;142055;145978,3,0,3,0,145,39%,61%
202223,AcademicYear,Multi-academy trust,PERRY HALL MULTI-ACADEMY TRUST,4186,TR01637,8566185,10060493,West Midlands,139870;140658;142679;144989;146194;146452,6,6,3,3,0,0,6,287,7.6,38%,62%,36%,17%,-0.1,0.7,-0.8,-0.3,0.5,-1,0.3,1,-0.4,-0.2,1,-1.4,-0.1,1.1,-1.2,-0.1,1,-1.2,0,1,-0.9,-0.4,0.5,-1.3,0.5,1.5,-0.4,61%,59%,62%,Average,Average,Average,137972;139870;140658;142679;144989;146194;146452;148061;149221,9,5,4,0,450,42%,58%
202223,AcademicYear,Multi-academy trust,PETERBOROUGH DIOCESE EDUCATION TRUST,4192,TR02653,8509710,10060427,East Midlands,139461;140820;141044;141048;141068;141234;141461;141462;141723;141724;141725;142270;142650;142651;142661;143467;143614;143950;143979;144319;144395;144430;144841;144858;145091;145635;145636;146170;146566;146694,30,28,26,4,0,1,29,787,7.8,21%,79%,12%,21%,-0.1,0.3,-0.6,1,1.5,0.6,-0.7,-0.2,-1.1,-0.6,0.3,-1.6,0.7,1.7,-0.2,-1.7,-0.8,-2.6,0,0.5,-0.5,1.1,1.6,0.6,-0.4,0.1,-0.9,60%,46%,63%,Average,Above average,Below average,139461;140820;140917;141044;141048;141068;141234;141461;141462;141723;141724;141725;142270;142650;142651;142661;143467;143614;143950;143979;144319;144395;144430;144841;144858;145091;145635;145636;146170;146566;146694;148312,32,28,4,0,893,20%,80%
202223,AcademicYear,Multi-academy trust,PIONEER ACADEMIES COMMUNITY TRUST (PACT),4208,TR01651,8255683,10060126,Yorkshire and the Humber,139083;139084;139085,3,3,3,0,0,0,3,108,7.7,37%,63%,3%,19%,2.5,3.6,1.3,2.6,3.8,1.5,3.6,4.7,2.4,2,4,0.1,2.6,4.5,0.8,3.4,5.2,1.5,2.7,4.2,1.2,2.7,4.1,1.2,3.7,5.1,2.3,78%,70%,82%,Above average,Above average,Well above average,139083;139084;139085,3,3,0,0,108,37%,63%
202223,AcademicYear,Multi-academy trust,THE PIONEER ACADEMY,4209,TR01652,7691324,10058987,London,137035;139115;140840;141976;142379;143110;146081;146543,8,8,3,5,0,0,8,549,7.8,37%,63%,27%,20%,0,0.6,-0.5,2,2.5,1.5,-0.1,0.4,-0.6,-0.9,0,-1.8,0.9,1.7,0,-1.9,-1.1,-2.8,0.6,1.3,-0.1,2.7,3.4,2,1,1.7,0.4,64%,51%,71%,Average,Above average,Average,137035;139115;140840;141976;142379;143110;146081;146543;147680;148223;148876;148954,12,6,6,0,744,34%,66%
202223,AcademicYear,Multi-academy trust,PLYMOUTH CAST,4214,TR01656,8438686,10060367,South West,139394;140676;140695;140705;140726;140730;140739;140743;140745;140749;140755;140757;140761;140762;140763;140764;140765;140766;140767;140768;140770;140772;140773;140774;140775;140776;140777;140778;140780;140784;140785,31,31,28,3,0,0,31,841,7.8,SUPPMAT,SUPPMAT,17%,22%,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,139394;140676;140695;140705;140726;140730;140739;140743;140745;140749;140755;140757;140761;140762;140763;140764;140765;140766;140767;140768;140770;140772;140773;140774;140775;140776;140777;140778;140780;140784;140785,31,28,3,0,841,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,PONTEFRACT ACADEMIES TRUST,4223,TR01662,8445158,10060382,Yorkshire and the Humber,139499;139502;139503;139504;140023;140337,6,5,4,2,0,0,6,247,7.5,31%,69%,3%,24%,5.1,5.9,4.3,3.8,4.6,3,5.6,6.4,4.9,5.6,7.1,4.2,2.6,4,1.3,6.4,7.7,5,4.9,5.9,4,4.3,5.2,3.4,5.3,6.2,4.4,84%,74%,88%,Well above average,Well above average,Well above average,139499;139502;139503;139504;140023;140337,6,4,2,0,247,31%,69%
202223,AcademicYear,Multi-academy trust,THE POPE FRANCIS CATHOLIC MULTI ACADEMY COMPANY,4227,TR02703,9113542,10060837,South East,139532;141150;141155;147898,4,3,3,1,0,2,2,100,7.6,SUPPMAT,SUPPMAT,23%,22%,1.7,3,0.4,2.3,3.5,1.1,0.7,1.9,-0.5,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,63%,SUPPMAT,SUPPMAT,Above average,Above average,Average,139477;139480;139527;139529;139530;139532;141150;141155;147898,9,8,1,0,260,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,VENTRUS LIMITED,4243,TR01677,7821367,10059389,South West,137644;137647;137649;137651;137654;137659;137776;139019;140078;142183;142559;145767;145809;145810,14,14,12,2,0,0,14,387,7.7,30%,70%,6%,27%,2.3,2.9,1.7,-0.3,0.3,-1,1.4,2,0.8,2.3,3.5,1.2,-0.7,0.4,-1.9,0.6,1.7,-0.6,2.3,3,1.5,-0.2,0.5,-0.9,1.8,2.5,1.1,65%,47%,72%,Above average,Average,Above average,137644;137647;137649;137651;137654;137659;137776;139019;140078;142183;142559;145767;145809;145810;149168,15,13,2,0,402,30%,70%
202223,AcademicYear,Multi-academy trust,THE ROSARY TRUST - A CATHOLIC MULTI ACADEMY,4244,TR01679,8068528,10059791,East of England,138105;138164;138311;139583;147404;148110;148111,7,7,6,1,0,3,4,213,7.9,18%,82%,18%,15%,2.2,3,1.3,1.4,2.2,0.5,2.3,3.1,1.5,2.3,4.4,0.3,0.8,2.7,-1.2,2.6,4.5,0.6,2.1,3.1,1.2,1.5,2.4,0.6,2.2,3.1,1.3,77%,71%,78%,Above average,Above average,Above average,138105;138164;138311;139583;147404;148110;148111,7,6,1,0,213,18%,82%
202223,AcademicYear,Multi-academy trust,THE PRIMARY FIRST TRUST,4245,TR01680,8738750,10060641,London,140321;141114;141224;141866;143909;144005;147446;147850,8,8,3,4,1,1,7,455,8,SUPPMAT,SUPPMAT,19%,18%,-1,-0.4,-1.5,-0.6,0,-1.1,-0.4,0.1,-1,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,57%,SUPPMAT,SUPPMAT,Below average,Average,Average,140321;141114;141224;141866;143909;144005;147446;147850,8,3,4,1,455,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,THE PRIORY FEDERATION OF ACADEMIES,4253,TR01688,6462935,10058228,East Midlands,135563;137201;138748;139618;146203;146205,6,6,5,1,0,0,6,302,7.7,SUPPMAT,SUPPMAT,10%,23%,-0.2,0.5,-0.9,-1,-0.3,-1.7,-0.2,0.5,-0.9,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,58%,SUPPMAT,SUPPMAT,Average,Below average,Average,135563;137201;138748;139618;146203;146205,6,5,1,0,302,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,REACH2 ACADEMY TRUST,4320,TR01747,8452281,10060390,East of England,137441;138389;138502;138914;138915;139000;139016;139094;139259;139380;139396;139397;139406;139602;139653;139674;139685;139806;140167;140198;140379;140380;140381;140402;140489;140490;140611;140687;140794;141047;141113;141119;141194;141203;141348;141699;141869;141950;141977;141983;141984;141985;142014;142016;142017;142018;142072;142187;142823;142885;143121;144653;144722;144747,54,54,4,48,2,0,54,2684,7.7,40%,60%,32%,20%,-0.5,-0.2,-0.7,0.2,0.4,-0.1,-0.4,-0.2,-0.6,-1,-0.6,-1.4,-0.4,-0.1,-0.8,-1.2,-0.9,-1.6,-0.1,0.2,-0.4,0.6,0.9,0.3,0.2,0.5,-0.1,60%,48%,67%,Below average,Average,Below average,137441;138389;138502;138914;138915;139000;139016;139094;139259;139380;139396;139397;139406;139602;139653;139674;139685;139806;140167;140198;140379;140380;140381;140402;140489;140490;140611;140687;140794;141047;141113;141119;141194;141203;141348;141699;141869;141950;141977;141983;141984;141985;142014;142016;142017;142018;142072;142187;142823;142885;143121;144653;144722;144747,54,4,48,2,2684,40%,60%
202223,AcademicYear,Multi-academy trust,CENTRAL REGION SCHOOLS TRUST,4335,TR01764,8166526,10059997,West Midlands,139020;142543;146749;147550,4,4,3,1,0,1,3,374,7.8,32%,68%,11%,22%,-0.1,0.6,-0.7,0.1,0.7,-0.6,-0.1,0.5,-0.7,-1.1,0.1,-2.2,-0.4,0.7,-1.5,-1.5,-0.4,-2.6,0.4,1.2,-0.4,0.3,1,-0.5,0.6,1.3,-0.1,68%,57%,73%,Average,Average,Average,139020;142543;146749;147550,4,3,1,0,374,32%,68%
