RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,ALL_BAND,ALL_SCORE,ALL_UPPER,ALL_LOWER,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_UPPER,ACADAGEN_LOWER,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_UPPER,TLEV_LOWER,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_UPPER,OTHER_LOWER,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,860,4055,124392,Paget High School,CY,0,0,3,3,12,-6,76,70%,0%,68%,7%,7%,0%,1%,74,70%,3,12,-6,3,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4061,136323,John Taylor High School,ACC,0,0,3,-4,2,-10,156,79%,1%,76%,30%,27%,2%,1%,156,79%,-4,2,-10,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,0%,88%,13%,13%,13%,0%
1,860,4066,124395,Norton Canes High School,CY,0,0,3,-4,15,-23,18,61%,0%,61%,11%,11%,0%,0%,17,65%,-2,16,-20,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4067,124396,Blythe Bridge High School,FD,0,0,3,7,17,-3,58,76%,2%,74%,10%,9%,0%,0%,58,76%,7,17,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4070,142313,Kingsmead School,ACC,0,0,3,-4,7,-15,50,74%,2%,72%,20%,18%,0%,0%,50,74%,-4,7,-15,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4075,124400,Codsall Community High School,CY,0,0,3,4,10,-2,153,67%,5%,59%,14%,12%,1%,3%,95,73%,-3,5,-11,3,0,0%,NA,NA,NA,NA,58,59%,16,28,3,2,45%,0%,40%,15%,10%,0%,5%
1,860,4085,142711,Leek High School,ACC,0,0,3,4,19,-11,30,77%,0%,77%,27%,20%,0%,0%,29,76%,3,17,-11,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4086,142755,Westwood College,ACC,0,0,3,1,9,-7,97,75%,3%,72%,15%,12%,0%,0%,97,75%,1,8,-6,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,44%,11%,33%,0%,0%,0%,0%
1,860,4087,124408,King Edward VI School,CY,0,0,3,-6,1,-13,135,75%,5%,69%,33%,30%,1%,1%,134,75%,-6,0,-12,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4089,146493,Nether Stowe School,ACC,0,0,3,13,29,-3,26,92%,4%,88%,12%,12%,0%,0%,26,92%,13,28,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4100,145381,Wolgarston High School,ACC,0,0,3,-5,3,-13,88,74%,3%,69%,26%,18%,0%,1%,88,74%,-5,3,-13,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,86%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4111,142987,Walton High School,ACC,0,0,3,-2,5,-9,119,73%,3%,71%,21%,17%,0%,0%,119,73%,-2,5,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,78%,0%,78%,11%,11%,0%,0%
1,860,4112,140123,Alleyne's Academy,ACC,0,0,3,0,10,-10,65,77%,0%,77%,25%,20%,0%,0%,65,77%,0,9,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4126,146907,The Friary School,ACC,0,0,3,3,12,-6,77,83%,1%,79%,36%,35%,1%,3%,77,83%,3,11,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,78%,SUPP,67%,33%,33%,SUPP,SUPP
1,860,4140,146443,Cheslyn Hay Academy,ACC,0,0,4,-12,-2,-21,74,62%,3%,58%,15%,12%,1%,1%,74,62%,-12,-2,-21,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,33%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4143,137356,Biddulph High School,ACC,0,0,3,-3,7,-13,65,66%,5%,62%,14%,9%,2%,0%,65,66%,-3,6,-12,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,36%,7%,29%,7%,7%,SUPP,0%
1,860,4146,144002,Thomas Alleyne's High School,ACC,0,0,3,3,10,-4,112,79%,3%,75%,18%,15%,0%,1%,112,79%,3,10,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,69%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4153,136959,The Cheadle Academy,ACC,0,0,3,-16,1,-33,22,64%,0%,64%,14%,14%,0%,0%,22,64%,-16,0,-32,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4176,136414,The de Ferrers Academy,ACC,0,0,3,1,7,-5,177,80%,1%,79%,25%,21%,0%,0%,177,80%,1,6,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,72%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,860,4178,143899,Chase Terrace Academy,ACC,0,0,3,-3,8,-14,56,75%,7%,66%,14%,11%,2%,2%,56,75%,-3,7,-13,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4180,142983,Sir Graham Balfour High School,ACC,0,0,3,-1,13,-15,35,83%,0%,83%,31%,23%,0%,0%,35,83%,-1,12,-14,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4183,137553,The Weston Road Academy,ACC,0,0,3,1,15,-13,34,85%,6%,79%,35%,26%,0%,0%,34,85%,1,14,-12,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,0%,0%,0%,0%,0%,0%,0%
1,860,4500,124449,Abbot Beyne School,VC,0,0,3,-8,5,-21,40,68%,0%,68%,10%,8%,0%,0%,40,68%,-8,4,-20,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,70%,0%,70%,10%,0%,0%,0%
1,860,4607,142193,Blessed William Howard Catholic School,ACC,0,0,3,10,21,-1,49,92%,2%,90%,33%,31%,2%,0%,49,92%,10,21,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4610,138729,Painsley Catholic College,ACC,0,0,4,-10,-2,-17,112,71%,4%,65%,14%,13%,1%,2%,112,71%,-10,-2,-17,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,SUPP,50%,0%,0%,SUPP,SUPP
1,860,4713,140802,St John Fisher Catholic College,ACC,0,0,3,6,17,-5,52,81%,2%,79%,27%,19%,0%,0%,52,81%,6,16,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,860,5401,137384,Cannock Chase High School,ACC,0,0,3,0,10,-10,63,73%,10%,63%,10%,10%,0%,0%,63,73%,0,9,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,75%,0%,75%,0%,0%,0%,0%
1,860,5403,124468,Cardinal Griffin Catholic College,VA,0,0,3,2,14,-10,48,81%,4%,77%,31%,27%,2%,0%,48,81%,2,13,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,5404,136886,Erasmus Darwin Academy,ACC,0,0,3,5,15,-5,62,87%,5%,82%,24%,21%,0%,0%,62,87%,5,14,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,6906,139234,The JCB Academy,UTC,0,0,3,-1,5,-7,146,57%,13%,42%,9%,4%,0%,2%,52,83%,5,15,-5,3,36,75%,25,40,9,2,58,22%,-23,-10,-35,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,8007,130809,Burton and South Derbyshire College,General Further Education College,0,0,3,-4,0,-7,552,42%,1%,30%,2%,1%,0%,11%,112,42%,-15,-7,-22,4,54,44%,-1,12,-14,3,386,41%,-1,3,-5,3,39%,1%,28%,0%,0%,0%,10%
1,860,8012,130812,Newcastle and Stafford Colleges Group,General Further Education College,0,0,2,5,7,2,1496,59%,2%,51%,5%,4%,SP,6%,391,79%,0,3,-3,3,85,65%,19,29,8,2,1020,51%,5,8,1,2,50%,SP,42%,3%,2%,0%,7%
1,860,8015,135658,South Staffordshire College,General Further Education College,0,0,4,-12,-7,-16,397,33%,1%,27%,2%,1%,0%,5%,16,13%,-43,-23,-62,5,151,27%,-17,-9,-24,4,230,38%,-7,0,-13,3,31%,0%,28%,0%,0%,0%,3%
LA,860,,,,,,,NA,-1,NA,NA,5185,62%,3%,56%,12%,10%,SP,4%,3064,73%,-3,NA,NA,NA,358,43%,-2,NA,NA,NA,1763,46%,1,NA,NA,NA,64%,3%,57%,13%,11%,SP,4%
1,861,4173,138549,Haywood Academy,ACC,0,0,3,-4,10,-18,35,71%,0%,71%,9%,6%,0%,0%,35,71%,-4,9,-17,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,70%,0%,70%,SUPP,SUPP,0%,0%
1,861,4711,140149,St Margaret Ward Catholic Academy,ACC,0,0,3,6,19,-7,39,87%,0%,87%,10%,8%,3%,0%,39,87%,6,18,-6,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,861,5400,140304,St Thomas More Catholic Academy,ACC,0,0,2,14,26,1,48,90%,0%,90%,10%,10%,0%,0%,48,90%,14,25,2,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,0%,88%,13%,13%,0%,0%
1,861,5901,136460,St Joseph's College,ACC,0,0,2,9,15,2,188,92%,1%,91%,29%,26%,1%,1%,188,92%,9,14,3,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,93%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,861,8015,130815,Stoke-on-Trent College,General Further Education College,0,0,3,6,12,0,143,52%,0%,44%,3%,1%,0%,8%,5,SUPP,SUPP,SUPP,SUPP,3,29,52%,8,25,-9,3,109,50%,5,14,-4,3,51%,0%,43%,2%,SUPP,0%,8%
1,861,8600,145003,City of Stoke-On-Trent Sixth Form College,ACC1619,0,0,3,1,4,-2,641,69%,1%,67%,10%,9%,1%,1%,541,72%,0,3,-3,3,76,61%,12,22,1,2,24,29%,-16,3,-35,3,64%,1%,63%,6%,6%,0%,0%
LA,861,,,,,,,NA,3,NA,NA,1094,72%,1%,70%,12%,11%,1%,2%,856,78%,3,NA,NA,NA,105,58%,11,NA,NA,NA,133,46%,1,NA,NA,NA,74%,1%,72%,14%,12%,1%,1%
1,865,4000,131969,Abbeyfield School,CY,0,0,3,-3,8,-14,51,73%,4%,67%,16%,12%,0%,2%,51,73%,-3,7,-13,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,4002,138885,The Clarendon Academy,AC,0,0,3,1,14,-12,39,72%,0%,72%,21%,23%,3%,0%,32,78%,3,16,-10,3,7,43%,-8,28,-44,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,4004,140621,Salisbury Sixth Form College,F1619,0,0,4,-11,-3,-18,139,58%,2%,55%,11%,9%,1%,0%,113,61%,-12,-4,-19,4,1,SUPP,SUPP,SUPP,SUPP,3,25,40%,-6,13,-25,3,55%,0%,55%,10%,10%,SUPP,0%
1,865,4008,146344,Melksham Oak Community School,ACC,0,0,5,-19,-6,-31,43,60%,0%,60%,12%,19%,0%,0%,43,60%,-19,-7,-30,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,4064,137308,Malmesbury School,ACC,0,0,3,6,14,-2,88,91%,3%,85%,55%,58%,2%,2%,88,91%,6,14,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,4066,136611,The Corsham School,ACC,0,0,3,7,15,-1,99,80%,0%,77%,24%,22%,1%,3%,90,82%,7,15,-1,3,9,56%,9,40,-22,3,0,0%,NA,NA,NA,NA,86%,0%,79%,29%,29%,SUPP,7%
1,865,4067,136911,Royal Wootton Bassett Academy,ACC,0,0,3,-2,4,-8,161,76%,3%,71%,26%,25%,1%,1%,159,77%,-2,4,-8,3,0,0%,NA,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,3,75%,8%,67%,0%,0%,SUPP,0%
1,865,4072,137230,Kingdown School,ACC,0,0,5,-19,-10,-27,108,58%,3%,56%,18%,21%,3%,0%,100,60%,-19,-11,-26,4,8,38%,-12,21,-45,3,0,0%,NA,NA,NA,NA,63%,0%,63%,0%,0%,0%,0%
1,865,4075,138020,The John of Gaunt School,ACC,0,0,3,9,21,-3,48,85%,2%,83%,29%,23%,0%,0%,48,85%,9,20,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,71%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,865,4537,137057,St Laurence School,ACC,0,0,3,1,8,-6,136,85%,0%,85%,40%,38%,1%,0%,136,85%,1,7,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,5400,137375,St Augustine's Catholic College,ACC,0,0,3,0,8,-8,101,83%,2%,79%,31%,34%,1%,2%,101,83%,0,7,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,63%,0%,63%,25%,38%,SUPP,0%
1,865,5404,136632,Sheldon School,ACC,0,0,3,2,8,-4,165,82%,2%,78%,24%,28%,1%,2%,165,82%,2,8,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,77%,0%,77%,8%,15%,SUPP,0%
1,865,5405,138623,St John's Marlborough,ACC,0,0,3,4,10,-2,171,83%,0%,81%,32%,32%,2%,2%,171,83%,4,9,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,0%,83%,25%,17%,0%,0%
1,865,5406,137650,Kingsbury Green Academy,ACC,0,0,3,-9,1,-19,61,67%,3%,62%,16%,16%,0%,2%,61,67%,-9,1,-19,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,5411,138630,Devizes School,ACC,0,0,3,-9,0,-17,95,68%,2%,65%,20%,20%,1%,1%,91,69%,-10,-1,-18,4,4,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,60%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,5412,136391,South Wilts Grammar School,ACC,0,0,3,2,9,-5,134,90%,1%,89%,47%,46%,7%,0%,134,90%,2,8,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,865,5413,136500,Bishop Wordsworth's Church of England Grammar School,ACC,0,0,3,3,10,-4,121,93%,1%,93%,66%,55%,5%,0%,121,93%,3,10,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,5414,136296,Hardenhuish School,ACC,0,0,3,2,8,-4,152,82%,3%,79%,30%,30%,1%,0%,152,82%,2,8,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,86%,0%,86%,29%,14%,0%,0%
1,865,5415,126510,Matravers School,FD,0,0,4,-12,-1,-22,68,60%,1%,59%,16%,13%,0%,0%,68,60%,-12,-2,-21,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,58%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,865,6905,135804,The Wellington Academy,AC,0,0,1,18,34,1,26,85%,8%,77%,8%,8%,0%,0%,26,85%,18,33,2,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,865,6906,136183,Sarum Academy,AC,0,0,5,-26,-11,-40,31,32%,0%,32%,6%,6%,0%,0%,29,34%,-25,-10,-39,5,0,0%,NA,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,3,30%,0%,30%,SUPP,SUPP,0%,0%
1,865,8001,132779,Wiltshire College and University Centre,General Further Education College,0,0,4,-15,-11,-18,532,36%,2%,29%,1%,1%,0%,5%,181,36%,-27,-21,-32,5,135,31%,-14,-5,-22,4,216,39%,-5,1,-11,3,35%,0%,30%,1%,1%,0%,5%
LA,865,,,,,,,NA,-4,NA,NA,2585,69%,2%,65%,23%,23%,1%,2%,2172,75%,-4,NA,NA,NA,168,35%,-11,NA,NA,NA,245,39%,-5,NA,NA,NA,70%,2%,67%,25%,24%,1%,2%
1,866,4004,145155,UTC Swindon,UTC,0,0,3,-6,13,-25,19,47%,0%,47%,5%,5%,0%,0%,10,40%,-25,0,-49,3,9,56%,14,45,-17,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,866,4086,137264,Lydiard Park Academy,ACC,0,0,4,-17,-6,-27,59,59%,2%,56%,19%,14%,2%,2%,57,61%,-16,-5,-26,4,1,SUPP,SUPP,SUPP,SUPP,3,1,SUPP,SUPP,SUPP,SUPP,3,67%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,866,5410,137190,The Commonweal School,ACC,0,0,4,-13,-4,-21,106,61%,0%,59%,17%,16%,3%,2%,95,63%,-14,-5,-22,4,11,45%,-3,25,-31,3,0,0%,NA,NA,NA,NA,45%,0%,45%,9%,0%,0%,0%
1,866,5417,137160,The Ridgeway School & Sixth Form College,ACC,0,0,4,-11,-1,-20,73,70%,4%,66%,27%,26%,0%,0%,73,70%,-11,-1,-20,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,58%,0%,58%,0%,8%,0%,0%
1,866,6905,135364,Swindon Academy,AC,0,0,5,-20,-8,-31,53,47%,0%,40%,9%,8%,0%,8%,40,48%,-28,-15,-40,5,10,60%,21,51,-9,3,3,SUPP,SUPP,SUPP,SUPP,3,41%,0%,35%,12%,12%,0%,6%
1,866,8004,130851,New College Swindon,General Further Education College,0,0,4,-8,-5,-10,1088,53%,1%,46%,6%,6%,SP,6%,706,56%,-13,-10,-15,4,19,32%,-10,11,-31,3,363,48%,2,7,-3,3,48%,1%,38%,3%,3%,SUPP,9%
LA,866,,,,,,,NA,-9,NA,NA,1398,55%,1%,48%,8%,8%,SP,5%,981,58%,-14,NA,NA,NA,50,44%,2,NA,NA,NA,367,47%,2,NA,NA,NA,56%,1%,50%,9%,9%,SP,5%
1,867,4000,142577,The Brakenhale School,AC,0,0,3,-3,7,-13,58,67%,3%,64%,9%,9%,0%,0%,51,69%,-4,6,-14,3,4,SUPP,SUPP,SUPP,SUPP,3,3,SUPP,SUPP,SUPP,SUPP,3,63%,0%,63%,13%,13%,0%,0%
1,867,4032,145244,Edgbarrow School,ACC,0,0,3,0,6,-6,167,77%,2%,73%,22%,19%,3%,2%,158,79%,0,6,-6,3,9,44%,3,34,-28,3,0,0%,NA,NA,NA,NA,69%,0%,62%,0%,8%,0%,8%
1,867,4058,148850,Sandhurst School,ACC,0,0,5,-27,-8,-45,20,40%,0%,40%,5%,5%,0%,0%,18,39%,-31,-12,-49,5,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,867,4059,110069,Garth Hill College,CY,0,0,3,-1,7,-9,93,69%,1%,67%,13%,5%,0%,1%,90,70%,-1,7,-9,3,0,0%,NA,NA,NA,NA,3,SUPP,SUPP,SUPP,SUPP,3,67%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,867,4061,110071,Easthampstead Park Community School,CY,0,0,5,-21,-7,-34,39,46%,0%,46%,5%,3%,0%,0%,39,46%,-21,-8,-33,5,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,867,4603,137267,Ranelagh School,ACC,0,0,2,11,20,1,72,92%,0%,89%,44%,39%,3%,3%,72,92%,11,20,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,867,,,,,,,NA,-2,NA,NA,449,72%,2%,69%,20%,16%,2%,1%,428,73%,-2,NA,NA,NA,15,53%,9,NA,NA,NA,6,33%,-4,NA,NA,NA,74%,2%,71%,21%,16%,2%,1%
1,868,4000,138879,Desborough College,AC,0,0,3,10,24,-4,31,90%,10%,81%,19%,16%,0%,0%,31,90%,10,24,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,868,4001,139971,Holyport College,F,0,0,3,4,15,-7,50,86%,0%,86%,46%,52%,4%,0%,50,86%,4,15,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,868,4029,138823,Charters School,ACC,0,0,3,2,8,-4,180,85%,2%,83%,46%,38%,4%,0%,180,85%,2,7,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,50%,0%,50%,25%,25%,0%,0%
1,868,4036,142357,Newlands Girls' School,ACC,0,0,3,10,19,0,85,89%,2%,87%,27%,25%,0%,0%,85,89%,10,18,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,29%,29%,0%,0%
1,868,4044,141844,The Windsor Boys' School,ACC,0,0,3,2,9,-5,113,78%,1%,75%,27%,24%,1%,2%,102,81%,2,9,-5,3,0,0%,NA,NA,NA,NA,11,45%,3,31,-25,3,50%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,868,4046,141852,Windsor Girls' School,ACC,0,0,3,5,13,-3,88,83%,2%,81%,32%,28%,2%,0%,86,85%,6,14,-2,3,0,0%,NA,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,3,80%,0%,80%,30%,30%,0%,0%
1,868,4055,137740,Furze Platt Senior School,ACC,0,0,3,5,12,-2,137,82%,1%,80%,20%,20%,0%,0%,135,82%,5,11,-1,3,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,88%,0%,88%,13%,13%,0%,0%
1,868,4056,137695,Cox Green School,ACC,0,0,3,4,14,-6,62,77%,3%,71%,15%,13%,0%,3%,62,77%,4,13,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,868,4506,138342,Altwood CofE Secondary School,ACC,0,0,4,-12,-2,-21,72,63%,3%,58%,14%,17%,0%,1%,72,63%,-12,-2,-21,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,868,,,,,,,NA,-2,NA,NA,1195,66%,2%,63%,21%,19%,1%,1%,821,82%,3,NA,NA,NA,61,48%,4,NA,NA,NA,313,29%,-16,NA,NA,NA,67%,2%,64%,22%,20%,1%,2%
1,869,4002,145945,Theale Green School,AC,0,0,3,-10,1,-21,57,61%,0%,61%,11%,12%,0%,0%,57,61%,-10,0,-20,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,78%,0%,78%,33%,33%,0%,0%
1,869,4031,110048,The Willink School,CY,0,0,3,0,9,-9,74,81%,1%,80%,31%,24%,1%,0%,74,81%,0,9,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,869,4042,136647,Kennet School,ACC,0,0,4,-9,-2,-15,154,66%,5%,60%,19%,17%,2%,1%,148,67%,-9,-2,-15,4,6,33%,-13,26,-52,3,0,0%,NA,NA,NA,NA,53%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,869,4052,110063,Little Heath School,VA,0,0,3,-7,0,-13,149,64%,1%,62%,13%,13%,1%,1%,145,66%,-6,0,-12,3,4,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,71%,0%,71%,14%,14%,0%,0%
1,869,4055,138525,Trinity School,ACC,0,0,5,-18,-4,-31,40,58%,0%,58%,15%,13%,3%,0%,40,58%,-18,-5,-30,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,43%,0%,43%,29%,29%,SUPP,0%
1,869,5402,137465,St Bartholomew's School,ACC,0,0,4,-7,-1,-12,240,72%,2%,70%,30%,28%,3%,SP,240,72%,-7,-1,-12,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,69%,SUPP,62%,23%,23%,8%,SUPP
1,869,5404,137777,Denefield School,ACC,0,0,4,-14,-5,-22,92,59%,3%,53%,10%,9%,0%,2%,92,59%,-14,-5,-22,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,33%,0%,33%,11%,11%,0%,0%
1,869,5406,110102,The Downs School,FD,0,0,3,5,11,-1,153,84%,5%,79%,34%,29%,1%,0%,153,84%,5,11,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,50%,0%,50%,33%,33%,SUPP,0%
1,869,8001,130602,Newbury College,General Further Education College,0,0,5,-34,-21,-46,43,19%,0%,16%,7%,7%,0%,2%,25,28%,-34,-18,-49,5,4,SUPP,SUPP,SUPP,SUPP,3,14,7%,-33,-7,-58,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,869,,,,,,,NA,-8,NA,NA,1072,67%,2%,64%,22%,20%,1%,1%,1044,69%,-7,NA,NA,NA,14,14%,-28,NA,NA,NA,14,7%,-33,NA,NA,NA,68%,2%,65%,22%,20%,1%,1%
1,870,4000,139268,UTC Reading,UTC,0,0,3,3,11,-5,98,68%,7%,58%,13%,10%,0%,3%,65,69%,-5,4,-14,3,33,67%,20,36,3,2,0,0%,NA,NA,NA,NA,70%,0%,70%,0%,0%,0%,0%
