RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,ALL_BAND,ALL_SCORE,ALL_UPPER,ALL_LOWER,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_UPPER,ACADAGEN_LOWER,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_UPPER,TLEV_LOWER,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_UPPER,OTHER_LOWER,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,840,4001,137638,Consett Academy,AC,0,0,3,-10,2,-22,46,67%,9%,59%,24%,20%,2%,0%,46,67%,-10,1,-21,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,8%,58%,17%,8%,SUPP,0%
1,840,4006,142894,UTC South Durham,UTC,0,0,3,-9,6,-24,29,55%,21%,34%,7%,3%,0%,0%,17,59%,-13,5,-31,3,12,50%,-3,24,-30,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,840,4007,144496,Teesdale School and Sixth Form,AC,0,0,4,-16,-2,-29,40,65%,5%,60%,40%,33%,5%,0%,40,65%,-16,-3,-28,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,840,4010,147531,Hermitage Academy,ACC,0,0,3,-4,7,-15,52,63%,0%,63%,13%,13%,0%,0%,43,70%,-4,7,-15,3,0,0%,NA,NA,NA,NA,9,33%,-5,26,-36,3,20%,0%,20%,10%,10%,0%,0%
1,840,4047,136971,Park View School,ACC,0,0,3,-8,0,-15,133,65%,2%,64%,25%,22%,1%,0%,132,66%,-8,-1,-14,4,0,0%,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,3,25%,0%,25%,8%,8%,SUPP,0%
1,840,4178,136770,King James I Academy Bishop Auckland,ACC,0,0,4,-17,-4,-29,43,53%,2%,51%,9%,7%,0%,0%,35,54%,-21,-7,-34,5,8,50%,-2,31,-35,3,0,0%,NA,NA,NA,NA,36%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,840,4190,137696,Framwellgate School Durham,ACC,0,0,4,-12,-1,-22,59,68%,3%,61%,25%,20%,2%,3%,59,68%,-12,-1,-22,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,0%,67%,33%,33%,SUPP,0%
1,840,4191,114310,Durham Sixth Form Centre,CY,0,0,3,0,3,-3,665,75%,1%,73%,28%,25%,SP,1%,584,77%,-1,2,-4,3,0,0%,NA,NA,NA,NA,81,64%,11,21,0,3,71%,0%,70%,21%,19%,0%,1%
1,840,4200,114312,Durham Johnston Comprehensive School,CY,0,0,3,2,8,-4,176,89%,1%,89%,66%,62%,5%,0%,176,89%,2,7,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,840,4681,137702,St John's Catholic School & Sixth Form College,ACC,0,0,3,-8,0,-16,95,69%,4%,62%,19%,17%,0%,3%,95,69%,-8,0,-16,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,73%,SUPP,55%,0%,0%,0%,SUPP
1,840,4691,143583,"St Leonard's Catholic School, Durham",ACC,0,0,3,7,15,-1,98,87%,0%,86%,42%,38%,6%,1%,98,87%,7,14,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,75%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,840,4693,148304,St Bede's Catholic School and Byron Sixth Form College,ACC,0,0,3,2,17,-13,29,76%,7%,69%,38%,34%,0%,0%,27,78%,2,17,-13,3,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,43%,0%,43%,14%,14%,0%,0%
1,840,4694,138172,"St Bede's Catholic School and Sixth Form College, Lanchester",ACC,0,0,3,-3,5,-11,92,78%,2%,76%,37%,35%,2%,0%,92,78%,-3,5,-11,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,0%,88%,38%,38%,SUPP,0%
1,840,8002,130657,Bishop Auckland College,General Further Education College,0,0,5,-18,-10,-25,118,28%,0%,19%,2%,2%,0%,9%,15,33%,-30,-9,-50,5,12,33%,-14,13,-41,3,91,26%,-17,-6,-27,4,25%,0%,19%,0%,0%,0%,6%
1,840,8003,130658,Derwentside College,General Further Education College,0,0,5,-37,-25,-48,50,12%,0%,6%,0%,0%,0%,6%,6,17%,-55,-23,-86,5,3,SUPP,SUPP,SUPP,SUPP,3,41,12%,-35,-20,-49,5,7%,0%,7%,0%,0%,0%,0%
1,840,8004,130659,New College Durham,General Further Education College,0,0,3,-4,0,-7,548,46%,1%,30%,5%,5%,0%,14%,98,70%,1,8,-6,3,45,49%,4,18,-10,3,405,39%,-6,-1,-10,4,45%,1%,29%,5%,5%,0%,15%
1,840,8008,131859,East Durham College,General Further Education College,0,0,4,-17,-12,-21,318,31%,0%,25%,3%,3%,0%,6%,47,51%,-20,-8,-31,4,126,26%,-18,-9,-26,4,145,30%,-15,-7,-22,4,32%,0%,25%,3%,3%,0%,7%
LA,840,,,,,,,NA,-6,NA,NA,2591,60%,2%,53%,21%,19%,1%,5%,1610,74%,-4,NA,NA,NA,208,34%,-11,NA,NA,NA,773,37%,-8,NA,NA,NA,63%,2%,57%,23%,21%,1%,4%
1,841,4603,137622,Carmel College,ACC,0,0,3,-2,5,-9,119,79%,3%,75%,39%,38%,0%,2%,110,85%,2,9,-5,3,2,SUPP,SUPP,SUPP,SUPP,3,7,0%,-45,-8,-81,5,80%,0%,80%,33%,33%,0%,0%
1,841,8000,130656,Darlington College,General Further Education College,0,0,4,-9,-3,-14,246,35%,SP,30%,1%,1%,0%,5%,18,17%,-45,-26,-63,5,56,45%,-1,11,-13,3,172,34%,-9,-1,-16,4,35%,SUPP,31%,2%,SUPP,0%,SUPP
1,841,8600,130662,Queen Elizabeth Sixth Form College,Sixth Form College,0,0,3,3,5,0,1028,78%,2%,75%,24%,23%,SP,1%,970,80%,4,6,1,2,0,0%,NA,NA,NA,NA,58,38%,-7,5,-19,3,69%,1%,67%,16%,14%,1%,1%
LA,841,,,,,,,NA,0,NA,NA,1393,70%,2%,67%,22%,20%,SP,2%,1098,79%,3,NA,NA,NA,58,43%,-2,NA,NA,NA,237,34%,-9,NA,NA,NA,72%,2%,69%,23%,22%,SP,2%
1,845,4002,139796,Gildredge House,F,0,0,3,0,13,-13,40,75%,3%,70%,20%,13%,0%,3%,40,75%,0,12,-12,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,845,4003,139821,Ark Alexandra Academy,AC,0,0,3,-11,2,-24,41,63%,0%,61%,17%,17%,0%,2%,37,68%,-11,1,-23,3,4,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,845,4026,137982,Beacon Academy,ACC,0,0,3,1,8,-6,111,77%,3%,73%,34%,25%,1%,2%,92,80%,-2,6,-10,3,19,63%,12,33,-9,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,845,4027,138472,Hailsham Community College,ACC,0,0,4,-10,-1,-18,94,55%,2%,52%,6%,6%,0%,1%,62,61%,-13,-3,-22,4,0,0%,NA,NA,NA,NA,32,44%,-5,11,-21,3,40%,SUPP,33%,0%,0%,0%,SUPP
1,845,4028,114587,Heathfield Community College,CY,0,0,3,-6,0,-12,142,75%,1%,72%,17%,14%,1%,1%,142,75%,-6,0,-12,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,60%,0%,60%,20%,20%,0%,0%
1,845,4036,138473,Seaford Head School,ACC,0,0,3,-9,1,-19,65,68%,2%,66%,15%,12%,0%,0%,65,68%,-9,0,-18,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,845,4037,114590,Uckfield College,CY,0,0,3,-4,2,-10,153,75%,1%,74%,29%,22%,2%,0%,153,75%,-4,2,-10,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,845,4038,148945,Uplands Academy,ACC,0,0,4,-17,-5,-28,53,57%,0%,57%,13%,9%,0%,0%,53,57%,-17,-6,-27,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,0%,67%,0%,0%,0%,0%
1,845,8005,130665,East Sussex College Group,General Further Education College,0,0,4,-11,-8,-13,1357,45%,1%,40%,5%,4%,SP,4%,596,60%,-11,-7,-14,4,187,34%,-9,-2,-15,4,574,33%,-11,-6,-15,4,34%,SP,29%,2%,2%,0%,5%
1,845,8300,130667,Plumpton College,Agriculture and Horticulture College,0,0,5,-20,-13,-26,176,24%,1%,16%,1%,1%,0%,8%,0,0%,NA,NA,NA,NA,106,28%,-16,-6,-25,4,70,19%,-26,-14,-37,5,23%,SUPP,13%,0%,0%,0%,SUPP
1,845,8602,130670,Bexhill College,Sixth Form College,0,0,4,-8,-4,-11,603,59%,2%,54%,12%,11%,1%,2%,405,70%,-8,-4,-11,4,9,44%,0,31,-31,3,189,35%,-11,-4,-17,4,59%,1%,54%,9%,9%,1%,4%
LA,845,,,,,,,NA,-10,NA,NA,2835,53%,1%,48%,10%,8%,SP,3%,1645,67%,-9,NA,NA,NA,325,34%,-10,NA,NA,NA,865,33%,-12,NA,NA,NA,55%,1%,51%,11%,9%,SP,3%
1,846,4068,114607,Hove Park School and Sixth Form Centre,CY,0,0,4,-16,-1,-30,31,42%,0%,42%,0%,0%,0%,0%,31,42%,-16,-1,-30,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,42%,0%,42%,0%,0%,0%,0%
1,846,4605,114611,Cardinal Newman Catholic School,VA,0,0,3,-1,4,-6,226,74%,0%,74%,28%,24%,SP,SP,226,74%,-1,4,-6,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,64%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,846,6905,136164,Brighton Aldridge Community Academy,AC,0,0,3,-4,3,-11,130,46%,0%,45%,2%,1%,0%,2%,14,36%,-29,-8,-49,5,9,44%,3,34,-28,3,107,48%,-2,7,-11,3,50%,0%,50%,SUPP,SUPP,0%,0%
1,846,8600,130668,Varndean College,Sixth Form College,0,0,4,-9,-5,-12,607,66%,SP,65%,19%,16%,SP,SP,580,67%,-9,-5,-12,4,9,33%,-12,19,-43,3,18,50%,3,25,-19,3,58%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,846,8601,130669,Brighton Hove and Sussex Sixth Form College,Sixth Form College,0,0,3,0,2,-2,1394,82%,1%,80%,40%,36%,4%,1%,1360,83%,0,2,-2,3,19,74%,21,42,0,3,15,53%,4,28,-20,3,72%,1%,70%,24%,24%,1%,1%
LA,846,,,,,,,NA,-3,NA,NA,2409,74%,1%,73%,31%,27%,2%,SP,2222,77%,-3,NA,NA,NA,46,54%,7,NA,NA,NA,141,49%,0,NA,NA,NA,76%,1%,74%,32%,29%,2%,SP
1,850,4166,116433,Yateley School,CY,0,0,3,-5,4,-14,84,68%,1%,67%,14%,18%,1%,0%,79,67%,-8,0,-16,3,1,SUPP,SUPP,SUPP,SUPP,3,4,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,850,5401,136719,The Burgate School and Sixth Form,ACC,0,0,4,-17,-8,-25,104,62%,2%,60%,23%,17%,0%,0%,104,62%,-17,-9,-24,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,850,5402,136652,The Arnewood School,ACC,0,0,4,-16,-6,-25,75,57%,0%,56%,23%,15%,0%,1%,72,60%,-15,-5,-24,4,3,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,56%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,850,5403,136657,Ringwood School Academy,ACC,0,0,3,-1,6,-8,133,80%,2%,77%,27%,21%,0%,2%,133,80%,-1,5,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,86%,SUPP,71%,29%,14%,0%,SUPP
1,850,5407,136643,Bohunt School,ACC,0,0,3,-4,6,-14,67,81%,4%,76%,31%,34%,3%,0%,67,81%,-4,5,-13,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,850,5408,137791,Bay House School,ACC,0,0,3,0,6,-6,182,79%,0%,78%,25%,26%,3%,1%,182,79%,0,5,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,94%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,850,5411,137345,Oaklands Catholic School,ACC,0,0,3,-4,5,-13,81,75%,5%,69%,27%,26%,1%,1%,81,75%,-4,4,-12,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,850,8001,130688,Basingstoke College of Technology,General Further Education College,0,0,5,-18,-13,-22,406,22%,3%,17%,1%,1%,0%,2%,1,SUPP,SUPP,SUPP,SUPP,3,35,29%,-11,5,-27,3,370,22%,-19,-14,-23,4,17%,0%,15%,1%,1%,0%,2%
1,850,8002,130689,Farnborough College of Technology,General Further Education College,0,0,3,-2,2,-6,380,49%,1%,44%,3%,2%,0%,4%,91,62%,-5,3,-13,3,2,SUPP,SUPP,SUPP,SUPP,3,287,45%,-1,4,-6,3,40%,0%,40%,2%,2%,0%,0%
1,850,8003,130690,Brockenhurst College,General Further Education College,0,0,4,-10,-7,-12,825,55%,1%,53%,13%,10%,1%,1%,533,66%,-9,-5,-12,4,25,52%,4,23,-15,3,267,33%,-13,-7,-18,4,50%,0%,50%,9%,6%,0%,1%
1,850,8006,130693,Fareham College,General Further Education College,0,0,4,-8,-3,-12,310,37%,1%,33%,3%,1%,0%,3%,11,36%,-21,2,-44,3,24,42%,-1,18,-20,3,275,37%,-8,-2,-13,4,33%,0%,33%,2%,0%,0%,0%
1,850,8008,130695,Havant and South Downs College,General Further Education College,0,0,3,-3,0,-5,1606,60%,2%,53%,11%,10%,SP,5%,846,75%,-4,-1,-6,4,42,38%,-6,8,-20,3,718,43%,-3,0,-6,3,45%,SP,40%,6%,6%,SP,5%
1,850,8300,130698,Sparsholt College Hampshire,Agriculture and Horticulture College,0,0,4,-15,-11,-18,719,39%,1%,32%,3%,3%,0%,6%,233,53%,-17,-11,-22,4,323,33%,-13,-7,-18,4,163,31%,-15,-7,-22,4,23%,0%,17%,3%,2%,0%,6%
1,850,8601,145175,Queen Mary's College,ACC1619,0,0,4,-4,-1,-6,779,65%,2%,63%,17%,15%,1%,SP,599,73%,-4,0,-7,3,28,21%,-17,1,-35,3,152,41%,-4,3,-11,3,57%,3%,54%,13%,11%,1%,0%
1,850,8602,130701,Barton Peveril Sixth Form College,Sixth Form College,0,0,3,-2,0,-4,1574,74%,2%,71%,21%,19%,1%,2%,1436,76%,-3,0,-5,3,137,57%,8,16,0,3,1,SUPP,SUPP,SUPP,SUPP,3,70%,1%,67%,16%,14%,1%,1%
1,850,8604,145057,The Sixth Form College Farnborough,ACC1619,0,0,3,0,1,-1,1777,78%,2%,75%,27%,24%,1%,1%,1686,79%,0,1,-1,3,19,68%,24,45,2,2,72,38%,-7,4,-18,3,71%,2%,69%,13%,12%,2%,0%
1,850,8606,145229,St Vincent College,ACC1619,0,0,3,0,6,-6,183,52%,1%,51%,4%,3%,0%,0%,97,54%,-8,0,-15,3,7,29%,-6,30,-42,3,79,52%,9,19,-1,3,43%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,850,8609,130708,Peter Symonds College,Sixth Form College,0,0,3,2,3,0,1806,83%,2%,80%,35%,34%,2%,1%,1741,84%,2,3,0,3,20,60%,9,30,-12,3,45,36%,-9,5,-23,3,78%,2%,75%,22%,20%,0%,1%
LA,850,,,,,,,NA,-4,NA,NA,11309,65%,2%,61%,19%,17%,1%,2%,8003,76%,-3,NA,NA,NA,681,40%,-6,NA,NA,NA,2625,36%,-8,NA,NA,NA,66%,2%,63%,20%,18%,1%,2%
1,851,4006,143430,UTC Portsmouth,UTC,0,0,3,-6,3,-15,75,71%,8%,60%,19%,17%,0%,3%,58,84%,1,11,-9,3,17,24%,-28,-4,-51,4,0,0%,NA,NA,NA,NA,64%,SUPP,55%,18%,18%,0%,SUPP
1,851,8014,130697,City of Portsmouth College,General Further Education College,0,0,5,-19,-13,-24,218,29%,3%,22%,SP,SP,SP,4%,55,40%,-25,-14,-35,5,9,22%,-21,10,-52,3,154,26%,-16,-8,-23,4,16%,2%,10%,SUPP,SUPP,SUPP,5%
LA,851,,,,,,,NA,-9,NA,NA,950,54%,2%,50%,7%,7%,SP,1%,638,64%,-8,NA,NA,NA,27,22%,-27,NA,NA,NA,285,33%,-11,NA,NA,NA,56%,3%,52%,8%,7%,SP,1%
1,852,4278,116458,Bitterne Park School,FD,0,0,3,0,13,-13,38,66%,0%,66%,8%,8%,0%,0%,36,64%,-3,10,-16,3,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,50%,0%,50%,0%,0%,0%,0%
1,852,5417,138476,St Anne's Catholic School,ACC,0,0,2,14,25,2,57,93%,0%,93%,26%,25%,0%,0%,57,93%,14,24,3,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,0%,89%,17%,17%,0%,0%
1,852,8605,130704,Itchen College,Sixth Form College,0,0,4,-12,-8,-15,455,50%,2%,47%,7%,6%,SP,2%,296,59%,-11,-6,-15,4,2,SUPP,SUPP,SUPP,SUPP,3,157,32%,-14,-6,-21,4,53%,0%,52%,8%,8%,SUPP,1%
1,852,8608,145228,Richard Taunton Sixth Form College,ACC1619,0,0,4,-9,-4,-13,322,53%,1%,52%,8%,8%,SP,SP,275,57%,-8,-3,-12,4,9,33%,-13,18,-44,3,38,29%,-15,0,-30,3,52%,SUPP,49%,10%,8%,SUPP,SUPP
LA,852,,,,,,,NA,-10,NA,NA,1020,52%,1%,49%,7%,7%,SP,1%,728,60%,-9,NA,NA,NA,45,29%,-13,NA,NA,NA,247,33%,-12,NA,NA,NA,53%,1%,50%,7%,7%,SUPP,1%
1,855,4003,137161,The Robert Smyth Academy,ACC,0,0,3,-1,8,-10,85,75%,1%,74%,28%,27%,2%,0%,80,78%,-1,7,-9,3,0,0%,NA,NA,NA,NA,5,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,855,4021,141874,Charnwood College,AC,0,0,3,1,16,-14,29,72%,0%,72%,17%,17%,0%,0%,22,82%,3,19,-13,3,5,SUPP,SUPP,SUPP,SUPP,3,2,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,855,4024,145158,Melton Vale Sixth Form College,ACC1619,0,0,3,-1,4,-6,203,78%,1%,76%,15%,11%,1%,1%,203,78%,-1,4,-6,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,64%,0%,64%,0%,0%,0%,0%
1,855,4029,140787,The Cedars Academy,ACC,0,0,3,11,23,-1,42,88%,0%,86%,17%,7%,0%,2%,42,88%,11,23,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,855,4033,138894,Wigston College,ACC,0,0,3,3,11,-5,102,72%,0%,71%,16%,15%,0%,1%,97,72%,2,9,-5,3,5,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,94%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,855,4045,139624,Beauchamp College,ACC,0,0,3,5,9,0,395,89%,2%,87%,35%,31%,3%,SP,395,89%,5,8,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,81%,SUPP,75%,16%,13%,0%,SUPP
1,855,4048,137969,Bosworth Academy,ACC,0,0,3,4,10,-2,164,88%,2%,85%,30%,22%,1%,1%,163,88%,4,10,-2,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,75%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,855,4049,137983,Wreake Valley Academy,ACC,0,0,3,1,11,-9,58,78%,2%,76%,14%,10%,0%,0%,58,78%,1,11,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,855,4051,138323,Brookvale Groby Learning Campus,ACC,0,0,3,-1,6,-8,121,79%,4%,74%,21%,17%,0%,1%,121,79%,-1,6,-8,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,75%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,855,4056,120274,Iveshead School,CY,0,0,3,-9,2,-20,56,66%,2%,64%,14%,11%,4%,0%,56,66%,-9,1,-19,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,855,4503,138150,Lutterworth College,ACC,0,0,4,-10,-3,-16,168,66%,7%,58%,11%,10%,2%,1%,163,67%,-11,-4,-17,4,5,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,57%,14%,43%,14%,0%,0%,0%
1,855,4505,137640,Rawlins,ACC,0,0,3,3,9,-3,165,84%,1%,82%,35%,31%,2%,2%,165,84%,3,9,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,70%,SUPP,65%,10%,10%,0%,SUPP
1,855,4601,138298,De Lisle College Loughborough Leicestershire,ACC,0,0,3,9,18,0,84,88%,4%,83%,27%,26%,1%,1%,84,88%,9,17,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,855,8002,130748,Loughborough College,General Further Education College,0,0,3,-1,1,-3,1284,53%,1%,46%,6%,5%,SP,6%,402,75%,2,5,-1,3,89,52%,8,18,-2,3,793,42%,-3,0,-6,3,53%,1%,47%,5%,3%,SUPP,5%
1,855,8300,130754,The SMB Group,Agriculture and Horticulture College,0,0,4,-11,-6,-15,311,35%,2%,26%,1%,1%,0%,7%,46,48%,-13,-1,-24,4,152,30%,-14,-6,-21,4,113,37%,-7,2,-16,3,19%,0%,17%,0%,0%,0%,2%
LA,855,,,,,,,NA,-1,NA,NA,3871,67%,2%,62%,16%,13%,1%,3%,2693,78%,0,NA,NA,NA,264,39%,-4,NA,NA,NA,914,42%,-3,NA,NA,NA,68%,2%,63%,17%,14%,1%,3%
1,856,4273,120297,The City of Leicester College,CY,0,0,2,11,17,4,157,85%,1%,83%,10%,8%,1%,0%,154,85%,11,17,4,2,3,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,87%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,856,4721,146196,"English Martyrs' Catholic School, A Voluntary Academy",ACC,0,0,2,14,22,5,99,92%,0%,91%,30%,26%,0%,1%,99,92%,14,21,6,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,856,4723,146232,"St Paul's Catholic School, a Voluntary Academy",ACC,0,0,2,13,23,2,65,92%,0%,91%,20%,20%,2%,2%,65,92%,13,22,3,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,856,8008,131863,Leicester College,General Further Education College,0,0,3,-3,0,-6,754,44%,1%,38%,1%,1%,0%,5%,151,54%,-6,0,-12,3,170,15%,-25,-17,-32,4,433,52%,8,12,3,2,43%,1%,41%,2%,1%,0%,2%
1,856,8600,147756,Gateway Sixth Form College,ACC1619,0,0,1,19,23,14,329,77%,2%,74%,4%,4%,0%,1%,223,74%,9,14,3,2,31,71%,34,51,16,2,75,85%,41,52,29,1,74%,2%,69%,2%,2%,0%,2%
1,856,8601,130756,WQE and Regent College Group,Sixth Form College,0,0,2,5,7,2,1420,80%,1%,78%,15%,12%,1%,1%,1408,80%,5,7,2,2,0,0%,NA,NA,NA,NA,12,75%,27,54,0,3,76%,0%,76%,8%,7%,0%,1%
LA,856,,,,,,,NA,5,NA,NA,2824,71%,1%,68%,10%,9%,SP,2%,2100,79%,5,NA,NA,NA,204,24%,-15,NA,NA,NA,520,57%,13,NA,NA,NA,72%,1%,69%,12%,10%,SP,2%
1,857,4000,141965,Harington School,F1619,0,0,3,5,12,-2,128,89%,3%,86%,40%,34%,3%,0%,128,89%,5,11,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,100%,0%,0%,0%,0%
LA,857,,,,,,,NA,5,NA,NA,128,89%,3%,86%,40%,34%,3%,0%,128,89%,5,NA,NA,NA,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,3%,85%,42%,35%,3%,0%
1,860,4002,137100,The Hart School,AC,0,0,3,-6,6,-18,42,67%,0%,62%,17%,14%,0%,5%,40,70%,-4,8,-16,3,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,25%,0%,25%,0%,0%,0%,0%
1,860,4005,137164,Staffordshire University Academy,AC,0,0,3,-17,1,-35,20,50%,0%,45%,10%,10%,0%,5%,16,56%,-15,4,-34,3,4,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,43%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4009,141342,Kinver High School and Sixth Form,AC,0,0,3,-5,8,-18,38,66%,0%,63%,5%,5%,0%,3%,38,66%,-5,7,-17,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4010,141343,Wombourne High School,AC,0,0,3,-9,4,-22,41,63%,7%,56%,5%,5%,0%,0%,38,68%,-7,5,-19,3,3,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4011,141491,Landau Forte Academy Tamworth Sixth Form,AC1619,0,0,4,-13,-6,-19,183,54%,3%,49%,8%,6%,0%,3%,161,58%,-11,-4,-17,4,18,28%,-20,2,-42,3,4,SUPP,SUPP,SUPP,SUPP,3,50%,0%,50%,6%,6%,0%,0%
1,860,4015,144988,Great Wyrley Academy,AC,0,0,5,-26,-6,-45,18,50%,0%,50%,11%,11%,0%,0%,18,50%,-26,-7,-44,5,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,860,4051,147574,Paulet High School,ACC,0,0,4,-17,-5,-28,51,57%,4%,53%,14%,14%,2%,0%,51,57%,-17,-6,-27,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,64%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
