RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,TOT_COHORT,TOT_OVERALL,TOT_APPREN,TOT_EDUCATION,TOT_FE,TOT_HE,TOT_OTHER_EDU,TOT_EMPLOYMENT,TOT_NOT_SUSTAINED,TOT_NOT_CAPTURED,TOT_OVERALLPER,TOT_APPRENPER,TOT_EDUCATIONPER,TOT_FEPER,TOT_HEPER,TOT_OTHER_EDUPER,TOT_EMPLOYMENTPER,TOT_NOT_SUSTAINEDPER,TOT_NOT_CAPTUREDPER,TOT_COHORT_DIS,TOT_OVERALL_DIS,TOT_APPREN_DIS,TOT_EDUCATION_DIS,TOT_FE_DIS,TOT_HE_DIS,TOT_OTHER_EDU_DIS,TOT_EMPLOYMENT_DIS,TOT_NOT_SUSTAINED_DIS,TOT_NOT_CAPTURED_DIS,TOT_OVERALLPER_DIS,TOT_APPRENPER_DIS,TOT_EDUCATIONPER_DIS,TOT_FEPER_DIS,TOT_HEPER_DIS,TOT_OTHER_EDUPER_DIS,TOT_EMPLOYMENTPER_DIS,TOT_NOT_SUSTAINEDPER_DIS,TOT_NOT_CAPTUREDPER_DIS,TOT_COHORT_NONDIS,TOT_OVERALL_NONDIS,TOT_APPREN_NONDIS,TOT_EDUCATION_NONDIS,TOT_FE_NONDIS,TOT_HE_NONDIS,TOT_OTHER_EDU_NONDIS,TOT_EMPLOYMENT_NONDIS,TOT_NOT_SUSTAINED_NONDIS,TOT_NOT_CAPTURED_NONDIS,TOT_OVERALLPER_NONDIS,TOT_APPRENPER_NONDIS,TOT_EDUCATIONPER_NONDIS,TOT_FEPER_NONDIS,TOT_HEPER_NONDIS,TOT_OTHER_EDUPER_NONDIS,TOT_EMPLOYMENTPER_NONDIS,TOT_NOT_SUSTAINEDPER_NONDIS,TOT_NOT_CAPTUREDPER_NONDIS,L3_COHORT,L3_OVERALL,L3_APPREN,L3_EDUCATION,L3_FE,L3_HE,L3_OTHER_EDU,L3_EMPLOYMENT,L3_NOT_SUSTAINED,L3_NOT_CAPTURED,L3_OVERALLPER,L3_APPRENPER,L3_EDUCATIONPER,L3_FEPER,L3_HEPER,L3_OTHER_EDUPER,L3_EMPLOYMENTPER,L3_NOT_SUSTAINEDPER,L3_NOT_CAPTUREDPER,L3_COHORT_DIS,L3_OVERALL_DIS,L3_APPREN_DIS,L3_EDUCATION_DIS,L3_FE_DIS,L3_HE_DIS,L3_OTHER_EDU_DIS,L3_EMPLOYMENT_DIS,L3_NOT_SUSTAINED_DIS,L3_NOT_CAPTURED_DIS,L3_OVERALLPER_DIS,L3_APPRENPER_DIS,L3_EDUCATIONPER_DIS,L3_FEPER_DIS,L3_HEPER_DIS,L3_OTHER_EDUPER_DIS,L3_EMPLOYMENTPER_DIS,L3_NOT_SUSTAINEDPER_DIS,L3_NOT_CAPTUREDPER_DIS,L3_COHORT_NONDIS,L3_OVERALL_NONDIS,L3_APPREN_NONDIS,L3_EDUCATION_NONDIS,L3_FE_NONDIS,L3_HE_NONDIS,L3_OTHER_EDU_NONDIS,L3_EMPLOYMENT_NONDIS,L3_NOT_SUSTAINED_NONDIS,L3_NOT_CAPTURED_NONDIS,L3_OVERALLPER_NONDIS,L3_APPRENPER_NONDIS,L3_EDUCATIONPER_NONDIS,L3_FEPER_NONDIS,L3_HEPER_NONDIS,L3_OTHER_EDUPER_NONDIS,L3_EMPLOYMENTPER_NONDIS,L3_NOT_SUSTAINEDPER_NONDIS,L3_NOT_CAPTUREDPER_NONDIS,L2_COHORT,L2_OVERALL,L2_APPREN,L2_EDUCATION,L2_FE,L2_HE,L2_OTHER_EDU,L2_EMPLOYMENT,L2_NOT_SUSTAINED,L2_NOT_CAPTURED,L2_OVERALLPER,L2_APPRENPER,L2_EDUCATIONPER,L2_FEPER,L2_HEPER,L2_OTHER_EDUPER,L2_EMPLOYMENTPER,L2_NOT_SUSTAINEDPER,L2_NOT_CAPTUREDPER,L2_COHORT_DIS,L2_OVERALL_DIS,L2_APPREN_DIS,L2_EDUCATION_DIS,L2_FE_DIS,L2_HE_DIS,L2_OTHER_EDU_DIS,L2_EMPLOYMENT_DIS,L2_NOT_SUSTAINED_DIS,L2_NOT_CAPTURED_DIS,L2_OVERALLPER_DIS,L2_APPRENPER_DIS,L2_EDUCATIONPER_DIS,L2_FEPER_DIS,L2_HEPER_DIS,L2_OTHER_EDUPER_DIS,L2_EMPLOYMENTPER_DIS,L2_NOT_SUSTAINEDPER_DIS,L2_NOT_CAPTUREDPER_DIS,L2_COHORT_NONDIS,L2_OVERALL_NONDIS,L2_APPREN_NONDIS,L2_EDUCATION_NONDIS,L2_FE_NONDIS,L2_HE_NONDIS,L2_OTHER_EDU_NONDIS,L2_EMPLOYMENT_NONDIS,L2_NOT_SUSTAINED_NONDIS,L2_NOT_CAPTURED_NONDIS,L2_OVERALLPER_NONDIS,L2_APPRENPER_NONDIS,L2_EDUCATIONPER_NONDIS,L2_FEPER_NONDIS,L2_HEPER_NONDIS,L2_OTHER_EDUPER_NONDIS,L2_EMPLOYMENTPER_NONDIS,L2_NOT_SUSTAINEDPER_NONDIS,L2_NOT_CAPTUREDPER_NONDIS,LALLOTH_COHORT,LALLOTH_OVERALL,LALLOTH_APPREN,LALLOTH_EDUCATION,LALLOTH_FE,LALLOTH_HE,LALLOTH_OTHER_EDU,LALLOTH_EMPLOYMENT,LALLOTH_NOT_SUSTAINED,LALLOTH_NOT_CAPTURED,LALLOTH_OVERALLPER,LALLOTH_APPRENPER,LALLOTH_EDUCATIONPER,LALLOTH_FEPER,LALLOTH_HEPER,LALLOTH_OTHER_EDUPER,LALLOTH_EMPLOYMENTPER,LALLOTH_NOT_SUSTAINEDPER,LALLOTH_NOT_CAPTUREDPER,LALLOTH_COHORT_DIS,LALLOTH_OVERALL_DIS,LALLOTH_APPREN_DIS,LALLOTH_EDUCATION_DIS,LALLOTH_FE_DIS,LALLOTH_HE_DIS,LALLOTH_OTHER_EDU_DIS,LALLOTH_EMPLOYMENT_DIS,LALLOTH_NOT_SUSTAINED_DIS,LALLOTH_NOT_CAPTURED_DIS,LALLOTH_OVERALLPER_DIS,LALLOTH_APPRENPER_DIS,LALLOTH_EDUCATIONPER_DIS,LALLOTH_FEPER_DIS,LALLOTH_HEPER_DIS,LALLOTH_OTHER_EDUPER_DIS,LALLOTH_EMPLOYMENTPER_DIS,LALLOTH_NOT_SUSTAINEDPER_DIS,LALLOTH_NOT_CAPTUREDPER_DIS,LALLOTH_COHORT_NONDIS,LALLOTH_OVERALL_NONDIS,LALLOTH_APPREN_NONDIS,LALLOTH_EDUCATION_NONDIS,LALLOTH_FE_NONDIS,LALLOTH_HE_NONDIS,LALLOTH_OTHER_EDU_NONDIS,LALLOTH_EMPLOYMENT_NONDIS,LALLOTH_NOT_SUSTAINED_NONDIS,LALLOTH_NOT_CAPTURED_NONDIS,LALLOTH_OVERALLPER_NONDIS,LALLOTH_APPRENPER_NONDIS,LALLOTH_EDUCATIONPER_NONDIS,LALLOTH_FEPER_NONDIS,LALLOTH_HEPER_NONDIS,LALLOTH_OTHER_EDUPER_NONDIS,LALLOTH_EMPLOYMENTPER_NONDIS,LALLOTH_NOT_SUSTAINEDPER_NONDIS,LALLOTH_NOT_CAPTUREDPER_NONDIS
1,202,5401,100059,La Sainte Union Catholic Secondary School,VA,1,0,96,86,2,74,3,71,0,10,6,4,90%,2%,77%,3%,74%,0%,10%,6%,4%,34,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,6%,SUPP,62,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,6%,SUPP,95,86,2,74,3,71,0,10,5,4,91%,2%,78%,3%,75%,0%,11%,5%,4%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,202,8045,130421,Capital City College Group,General Further Education College,0,0,3372,2470,127,1734,397,1328,9,609,651,251,73%,4%,51%,12%,39%,SP,18%,19%,7%,1448,1046,42,742,132,607,3,262,312,90,72%,3%,51%,9%,42%,SP,18%,22%,6%,1924,1424,85,992,265,721,6,347,339,161,74%,4%,52%,14%,37%,SP,18%,18%,8%,2317,1976,58,1496,180,1309,7,422,255,86,85%,3%,65%,8%,56%,SP,18%,11%,4%,1009,867,20,670,69,599,2,177,111,31,86%,2%,66%,7%,59%,SP,18%,11%,3%,1308,1109,38,826,111,710,5,245,144,55,85%,3%,63%,8%,54%,SP,19%,11%,4%,326,169,27,85,76,8,1,57,106,51,52%,8%,26%,23%,2%,SP,17%,33%,16%,155,75,9,34,31,SUPP,SUPP,32,61,19,48%,6%,22%,20%,SUPP,SUPP,21%,39%,12%,171,94,18,51,45,SUPP,SUPP,25,45,32,55%,11%,30%,26%,SUPP,SUPP,15%,26%,19%,729,325,42,153,141,11,1,130,290,114,45%,6%,21%,19%,2%,SP,18%,40%,16%,284,104,13,38,32,SUPP,SUPP,53,140,40,37%,5%,13%,11%,SUPP,SUPP,19%,49%,14%,445,221,29,115,109,SUPP,SUPP,77,150,74,50%,7%,26%,24%,SUPP,SUPP,17%,34%,17%
LA,202,,,,,,,4400,3342,146,2430,439,1965,26,766,756,302,76%,3%,55%,10%,45%,1%,17%,17%,7%,1870,1400,55,1035,145,885,10,310,365,105,75%,3%,56%,8%,47%,SP,17%,19%,6%,2530,1940,90,1395,295,1080,15,455,395,200,77%,4%,55%,12%,43%,1%,18%,16%,8%,3284,2832,73,2186,219,1945,22,573,329,123,86%,2%,67%,7%,59%,1%,17%,10%,4%,1395,1215,30,965,80,875,10,220,140,45,87%,2%,69%,6%,63%,1%,16%,10%,3%,1885,1620,45,1225,140,1070,15,350,190,80,86%,2%,65%,7%,57%,1%,19%,10%,4%,357,178,29,87,78,8,1,62,121,58,50%,8%,24%,22%,2%,SP,17%,34%,16%,175,80,10,35,30,SUPP,SUPP,35,70,20,47%,6%,20%,18%,SUPP,SUPP,21%,41%,12%,185,95,20,50,45,SUPP,SUPP,25,50,35,53%,10%,28%,25%,SUPP,SUPP,14%,27%,20%,759,332,44,157,142,12,3,131,306,121,44%,6%,21%,19%,2%,SP,17%,40%,16%,295,105,15,40,30,SUPP,SUPP,55,150,40,35%,5%,13%,11%,SUPP,SUPP,18%,51%,14%,460,225,30,120,110,SUPP,SUPP,80,155,80,49%,7%,26%,24%,SUPP,SUPP,17%,33%,18%
1,203,4000,138449,Harris Academy Greenwich,AC,0,0,107,96,8,66,0,66,0,22,5,6,90%,7%,62%,0%,62%,0%,21%,5%,6%,28,24,2,16,0,16,0,6,3,1,86%,7%,57%,0%,57%,0%,21%,11%,4%,79,72,6,50,0,50,0,16,2,5,91%,8%,63%,0%,63%,0%,20%,3%,6%,95,89,2,66,0,66,0,21,3,3,94%,2%,69%,0%,69%,0%,22%,3%,3%,24,22,SUPP,16,0,16,0,SUPP,SUPP,SUPP,92%,SUPP,67%,0%,67%,0%,SUPP,SUPP,SUPP,71,67,SUPP,50,0,50,0,SUPP,SUPP,SUPP,94%,SUPP,70%,0%,70%,0%,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,6,0,0,0,0,1,2,3,58%,50%,0%,0%,0%,0%,8%,17%,25%,4,SUPP,SUPP,0,0,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,0%,SUPP,SUPP,SUPP,8,5,SUPP,0,0,0,0,SUPP,SUPP,SUPP,63%,SUPP,0%,0%,0%,0%,SUPP,SUPP,SUPP
1,203,4006,143927,Royal Greenwich Trust School,F,0,0,81,56,3,39,2,36,1,14,20,5,69%,4%,48%,2%,44%,1%,17%,25%,6%,33,20,SUPP,15,SUPP,13,SUPP,SUPP,11,2,61%,SUPP,45%,SUPP,39%,SUPP,SUPP,33%,6%,48,36,SUPP,24,SUPP,23,SUPP,SUPP,9,3,75%,SUPP,50%,SUPP,48%,SUPP,SUPP,19%,6%,58,49,1,35,1,34,0,13,6,3,84%,2%,60%,2%,59%,0%,22%,10%,5%,22,16,SUPP,13,SUPP,SUPP,0,SUPP,SUPP,SUPP,73%,SUPP,59%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,36,33,SUPP,22,SUPP,SUPP,0,SUPP,SUPP,SUPP,92%,SUPP,61%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,9,3,1,2,1,1,0,0,5,1,33%,11%,22%,11%,11%,0%,0%,56%,11%,5,SUPP,SUPP,SUPP,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,SUPP,SUPP,14,4,1,2,0,1,1,1,9,1,29%,7%,14%,0%,7%,7%,7%,64%,7%,6,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP,8,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,203,4007,145315,The Halley Academy,AC,0,0,42,32,1,24,1,23,0,7,5,5,76%,2%,57%,2%,55%,0%,17%,12%,12%,21,16,SUPP,12,SUPP,SUPP,0,SUPP,2,3,76%,SUPP,57%,SUPP,SUPP,0%,SUPP,10%,14%,21,16,SUPP,12,SUPP,SUPP,0,SUPP,3,2,76%,SUPP,57%,SUPP,SUPP,0%,SUPP,14%,10%,35,31,1,24,1,23,0,6,3,1,89%,3%,69%,3%,66%,0%,17%,9%,3%,19,SUPP,SUPP,12,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,63%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,16,SUPP,SUPP,12,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,75%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,6,1,0,0,0,0,0,1,2,3,17%,0%,0%,0%,0%,0%,17%,33%,50%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,203,4009,147439,The John Roan School,AC,0,0,68,60,1,47,5,41,1,12,4,4,88%,1%,69%,7%,60%,1%,18%,6%,6%,21,19,SUPP,14,SUPP,12,SUPP,SUPP,1,1,90%,SUPP,67%,SUPP,57%,SUPP,SUPP,5%,5%,47,41,SUPP,33,SUPP,29,SUPP,SUPP,3,3,87%,SUPP,70%,SUPP,62%,SUPP,SUPP,6%,6%,68,60,1,47,5,41,1,12,4,4,88%,1%,69%,7%,60%,1%,18%,6%,6%,21,19,SUPP,14,SUPP,12,SUPP,SUPP,1,1,90%,SUPP,67%,SUPP,57%,SUPP,SUPP,5%,5%,47,41,SUPP,33,SUPP,29,SUPP,SUPP,3,3,87%,SUPP,70%,SUPP,62%,SUPP,SUPP,6%,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,203,4077,100182,Eltham Hill School,CY,0,0,87,82,3,67,1,65,1,12,3,2,94%,3%,77%,1%,75%,1%,14%,3%,2%,26,25,SUPP,23,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,96%,SUPP,88%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,61,57,SUPP,44,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,93%,SUPP,72%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,85,80,3,66,1,65,0,11,3,2,94%,4%,78%,1%,76%,0%,13%,4%,2%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,203,4130,100183,Plumstead Manor School,CY,0,0,134,119,5,89,1,87,1,25,13,2,89%,4%,66%,1%,65%,1%,19%,10%,1%,50,43,2,29,SUPP,SUPP,SUPP,12,SUPP,SUPP,86%,4%,58%,SUPP,SUPP,SUPP,24%,SUPP,SUPP,84,76,3,60,SUPP,SUPP,SUPP,13,SUPP,SUPP,90%,4%,71%,SUPP,SUPP,SUPP,15%,SUPP,SUPP,126,115,3,89,1,87,1,23,10,1,91%,2%,71%,1%,69%,1%,18%,8%,1%,46,40,SUPP,29,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,87%,SUPP,63%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,80,75,SUPP,60,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,94%,SUPP,75%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,203,4250,141163,Woolwich Polytechnic School,ACC,0,0,179,165,1,145,0,131,14,19,10,4,92%,1%,81%,0%,73%,8%,11%,6%,2%,64,59,SUPP,52,0,SUPP,SUPP,SUPP,SUPP,SUPP,92%,SUPP,81%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,115,106,SUPP,93,0,SUPP,SUPP,SUPP,SUPP,SUPP,92%,SUPP,81%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,177,164,1,144,0,131,13,19,9,4,93%,1%,81%,0%,74%,7%,11%,5%,2%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,203,4271,141309,Stationers' Crown Woods Academy,ACC,0,0,125,106,11,70,0,70,0,25,14,5,85%,9%,56%,0%,56%,0%,20%,11%,4%,28,23,SUPP,SUPP,0,SUPP,0,7,SUPP,SUPP,82%,SUPP,SUPP,0%,SUPP,0%,25%,SUPP,SUPP,97,83,SUPP,SUPP,0,SUPP,0,18,SUPP,SUPP,86%,SUPP,SUPP,0%,SUPP,0%,19%,SUPP,SUPP,114,97,4,70,0,70,0,23,13,4,85%,4%,61%,0%,61%,0%,20%,11%,4%,27,22,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,81%,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,87,75,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,86%,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,7,7,5,0,0,0,0,2,0,0,100%,71%,0%,0%,0%,0%,29%,0%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,203,4294,100190,Thomas Tallis School,CY,0,0,294,245,7,181,15,160,6,57,28,21,83%,2%,62%,5%,54%,2%,19%,10%,7%,82,66,2,47,4,SUPP,SUPP,17,13,3,80%,2%,57%,5%,SUPP,SUPP,21%,16%,4%,212,179,5,134,11,SUPP,SUPP,40,15,18,84%,2%,63%,5%,SUPP,SUPP,19%,7%,8%,284,239,5,180,14,160,6,54,25,20,84%,2%,63%,5%,56%,2%,19%,9%,7%,78,63,SUPP,SUPP,SUPP,SUPP,SUPP,15,SUPP,SUPP,81%,SUPP,SUPP,SUPP,SUPP,SUPP,19%,SUPP,SUPP,206,176,SUPP,SUPP,SUPP,SUPP,SUPP,39,SUPP,SUPP,85%,SUPP,SUPP,SUPP,SUPP,SUPP,19%,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,8,4,1,1,1,0,0,2,3,1,50%,13%,13%,13%,0%,0%,25%,38%,13%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
