"CHAINID","UID","GROUP-TYPE","CHAINNAME","LEADRSC","SCHOOLS","SCHOOLSDIS","TELIG","KS1APS","PFSM6CLA1A","PNOTFSM6CLA1A","PEALGRP2","SCHOOLS_CONVERTERS","SCHOOLS_SPONSORLED","SCHOOLS_FREE","SCHOOLS3","SCHOOLS4P","READPROG_DESCR","READPROGSCORE_P_ADJUSTED_WGTAVG","READPROG_LOWER_ADJ","READPROG_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER_ADJ","READPROG_FSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER_ADJ","READPROG_NOTFSM6CLA1A_UPPER_ADJ","WRITPROG_DESCR","WRITPROGSCORE_P_ADJUSTED_WGTAVG","WRITPROG_LOWER_ADJ","WRITPROG_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER_ADJ","WRITPROG_FSM6CLA1A_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER_ADJ","WRITPROG_NOTFSM6CLA1A_UPPER_ADJ","MATPROG_DESCR","MATPROGSCORE_P_ADJUSTED_WGTAVG","MATPROG_LOWER_ADJ","MATPROG_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER_ADJ","MATPROG_FSM6CLA1A_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER_ADJ","MATPROG_NOTFSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_WGTAVG","READPROG_LOWER","READPROG_UPPER","READPROGSCORE_P_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER","READPROG_FSM6CLA1A_UPPER","READPROGSCORE_P_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER","READPROG_NOTFSM6CLA1A_UPPER","WRITPROGSCORE_P_WGTAVG","WRITPROG_LOWER","WRITPROG_UPPER","WRITPROGSCORE_P_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER","WRITPROG_FSM6CLA1A_UPPER","WRITPROGSCORE_P_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER","WRITPROG_NOTFSM6CLA1A_UPPER","MATPROGSCORE_P_WGTAVG","MATPROG_LOWER","MATPROG_UPPER","MATPROGSCORE_P_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER","MATPROG_FSM6CLA1A_UPPER","MATPROGSCORE_P_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER","MATPROG_NOTFSM6CLA1A_UPPER","RWMEXP_WGTAVG","RWMEXP_DIS_WGTAVG","RWMEXP_NONDIS_WGTAVG","PSEN","SCHOOL-URNS"
"TR01151",3534,"Multi-academy trust","INSPIRE MULTI ACADEMY TRUST","North",5,5,154,15.7,49.4,50.6,0,3,2,0,2,3,3,-0.4,-1.4,0.5,"-0.3","-1.7","1.1",-0.6,-1.9,0.8,3,0.9,0,1.8,"1.4","0.2","2.7",0.4,-0.9,1.6,3,-0.9,-1.7,0,"-0.8","-2","0.5",-0.9,-2.1,0.3,-0.4,-1.4,0.5,"-0.3","-1.7","1.1",-0.6,-2,0.8,0.9,0,1.8,"1.4","0.1","2.7",0.4,-0.9,1.7,-0.9,-1.7,0,"-0.8","-2","0.5",-0.9,-2.2,0.3,"60%","48%","72%",18.8,"139103, 139389, 139391, 142996, 142997"
"TR01197",3594,"Multi-academy trust","KENT CATHOLIC SCHOOLS' PARTNERSHIP","South East and South London",17,17,622,16.9,22.3,77.7,20.6,15,2,0,1,16,2,0.6,0.1,1.1,"0.7","-0.4","1.7",0.6,0,1.2,3,0.4,0,0.9,"0","-0.9","1",0.5,0,1.1,3,-0.2,-0.6,0.3,"-1.1","-2","-0.2",0.1,-0.4,0.6,0.6,0.1,1.1,"0.6","-0.4","1.7",0.6,0,1.1,0.4,0,0.9,"0","-1","1",0.5,0,1.1,-0.2,-0.7,0.2,"-1.2","-2.1","-0.3",0.1,-0.4,0.6,"75%","57%","80%",11.4,"140520, 140641, 140873, 140980, 141065, 141067, 141156, 141157, 141386, 141471, 141472, 141497, 141532, 141580, 141629, 142156, 142162"
"TR02317",5102,"Multi-academy trust","KERNOW LEARNING MULTI ACADEMY TRUST","South West",8,8,175,16.5,30.9,69.1,2.3,5,3,0,5,3,3,-0.4,-1.3,0.5,"0","-1.7","1.7",-0.6,-1.7,0.5,4,-1.7,-2.5,-0.8,"-0.9","-2.5","0.6",-2,-3,-0.9,4,-1.8,-2.6,-1,"-2.4","-3.8","-0.9",-1.5,-2.5,-0.6,-0.5,-1.4,0.5,"-0.2","-1.9","1.5",-0.6,-1.8,0.5,-1.8,-2.7,-1,"-1.4","-3","0.2",-2,-3,-0.9,-1.9,-2.7,-1.1,"-2.4","-3.9","-1",-1.6,-2.6,-0.6,"57%","48%","61%",16,"137623, 139955, 140328, 140332, 143168, 143169, 143170, 143172"
"TR01262",3670,"Multi-academy trust","L.E.A.D. ACADEMY TRUST","East Midlands and Humber",13,13,583,15.5,47.7,52.3,41.2,8,5,0,1,12,4,-0.8,-1.3,-0.3,"-0.6","-1.4","0.1",-1,-1.7,-0.2,2,2.1,1.6,2.5,"1.7","1.1","2.4",2.4,1.7,3.1,3,0.5,0,0.9,"0","-0.6","0.6",0.9,0.3,1.6,-0.8,-1.4,-0.3,"-0.7","-1.4","0.1",-1,-1.8,-0.3,2.1,1.6,2.6,"1.7","1.1","2.4",2.4,1.7,3.1,0.4,0,0.9,"0","-0.7","0.6",0.9,0.2,1.6,"60%","54%","66%",22.6,"137443, 137525, 137526, 137550, 137786, 138999, 139232, 140239, 140303, 140544, 141334, 141586, 142787"
"TR03481",16330,"Multi-academy trust","LEARN ACADEMIES TRUST","East Midlands and Humber",7,7,202,16.7,15.3,84.7,3.5,7,0,0,6,1,3,0.1,-0.7,1,"-0.2","-2.4","2.1",0.1,-0.8,1,3,0.4,-0.4,1.2,"1.9","-0.1","4",0.1,-0.7,1,3,-0.1,-0.9,0.6,"-0.1","-2","1.9",-0.1,-1,0.7,0.1,-0.8,1,"-0.2","-2.5","2",0.1,-0.8,1.1,0.4,-0.4,1.2,"1.9","-0.2","4",0.1,-0.8,1,-0.2,-0.9,0.6,"-0.3","-2.3","1.7",-0.2,-1,0.7,"69%","35%","75%",12.4,"138346, 138347, 138359, 139864, 141151, 143252, 143254"
"TR01293",3710,"Multi-academy trust","LEARNING ACADEMY PARTNERSHIP (SOUTH WEST)","South West",4,4,129,16.5,41.1,58.9,8.5,3,1,0,0,4,2,2.9,1.8,4,"4.6","2.9","6.2",1.6,0.1,3,2,1.9,0.8,2.9,"2.1","0.6","3.6",1.7,0.3,3,1,3.1,2.2,4.1,"3.7","2.3","5.2",2.7,1.4,4,2.9,1.8,4,"4.6","2.9","6.3",1.6,0.1,3.1,1.9,0.8,2.9,"2.1","0.6","3.7",1.7,0.3,3.1,3.1,2.2,4.1,"3.7","2.3","5.2",2.7,1.4,4,"81%","85%","78%",11.6,"137304, 138047, 142251, 142287"
"TR01296",3715,"Multi-academy trust","LEARNING PATHWAYS ACADEMY","East of England and North East London",3,3,191,15.9,44,56,8.4,1,2,0,0,3,3,0.6,-0.3,1.5,"0.4","-0.9","1.8",0.7,-0.5,1.9,2,1.4,0.6,2.2,"1.5","0.2","2.7",1.3,0.2,2.4,2,1.7,1,2.5,"1.4","0.2","2.5",2,1,3.1,0.6,-0.3,1.5,"0.4","-0.9","1.8",0.7,-0.5,1.9,1.4,0.6,2.2,"1.5","0.2","2.7",1.3,0.2,2.4,1.7,0.9,2.5,"1.4","0.2","2.6",2,1,3.1,"70%","62%","76%",21.5,"138028, 138575, 140396"
"TR01298",3718,"Multi-academy trust","LEE CHAPEL MULTI ACADEMY TRUST","East of England and North East London",5,5,338,16.6,37.3,62.7,16.9,1,4,0,3,2,3,0.3,-0.3,1,"-1","-2","0.1",1.1,0.2,2,2,2.2,1.5,2.8,"1.3","0.3","2.2",2.7,1.9,3.5,3,0.6,0,1.2,"-0.3","-1.2","0.7",1.2,0.4,1.9,0.3,-0.4,1,"-1.1","-2.2","0",1.1,0.2,2,2.2,1.5,2.8,"1.3","0.2","2.3",2.7,1.9,3.5,0.6,0,1.2,"-0.3","-1.3","0.7",1.2,0.4,1.9,"73%","62%","79%",11.8,"137108, 138604, 143125, 143127, 143128"
"TR01302",3725,"Multi-academy trust","LEIGH ACADEMIES TRUST","South East and South London",6,6,287,16.7,33.1,66.9,17.4,3,3,0,1,5,3,-0.5,-1.2,0.2,"-0.7","-2","0.5",-0.4,-1.3,0.5,2,1.6,0.9,2.3,"1","-0.2","2.1",1.9,1.1,2.7,3,-0.2,-0.8,0.4,"-1","-2.1","0.1",0.2,-0.6,0.9,-0.5,-1.2,0.2,"-0.8","-2","0.5",-0.4,-1.3,0.5,1.6,0.9,2.3,"1","-0.2","2.2",1.9,1.1,2.7,-0.3,-0.9,0.4,"-1.1","-2.2","0",0.1,-0.6,0.9,"69%","53%","78%",9.8,"137881, 137882, 138195, 139615, 141534, 142586"
"TR01303",3727,"Multi-academy trust","LEIGH TRUST","West Midlands",3,3,266,15.3,46.2,53.8,89.8,1,2,0,0,3,3,0.3,-0.5,1.1,"0.2","-0.9","1.3",0.3,-0.8,1.4,2,0.9,0.2,1.6,"0.9","-0.1","1.9",0.9,-0.1,1.9,2,1.5,0.8,2.2,"1.2","0.2","2.2",1.8,0.9,2.8,0.3,-0.5,1.1,"0.1","-1","1.3",0.3,-0.8,1.5,0.9,0.1,1.6,"0.9","-0.2","1.9",0.9,-0.2,1.9,1.5,0.8,2.2,"1.2","0.2","2.2",1.8,0.8,2.8,"58%","56%","59%",15.8,"140502, 140656, 141319"
"TR00876",16340,"Multi-academy trust","LIGHTHOUSE SCHOOLS PARTNERSHIP","South West",4,4,252,17.5,9.9,90.1,4,4,0,0,4,0,3,-0.6,-1.4,0.1,"-1.1","-3.6","1.3",-0.6,-1.4,0.2,3,-0.6,-1.3,0.1,"-1","-3.3","1.3",-0.6,-1.3,0.1,3,-0.5,-1.2,0.1,"-2.7","-4.9","-0.6",-0.3,-1,0.4,-0.6,-1.4,0.1,"-1.1","-3.7","1.4",-0.6,-1.4,0.2,-0.6,-1.4,0.1,"-1","-3.3","1.3",-0.6,-1.4,0.2,-0.6,-1.3,0.1,"-2.7","-4.9","-0.5",-0.3,-1.1,0.4,"71%","48%","74%",6,"143282, 143283, 143285, 143286"
"TR01017",3375,"Multi-academy trust","LINGFIELD EDUCATION TRUST","North",3,3,150,16,35.3,64.7,1.3,2,1,0,1,2,2,1.1,0.1,2.1,"1.1","-0.6","2.8",1.1,-0.2,2.3,3,0.8,-0.1,1.7,"0.5","-1.1","2",0.9,-0.2,2.1,2,1.9,1.1,2.8,"2","0.5","3.5",1.9,0.8,3,1.1,0.1,2.1,"1.1","-0.6","2.8",1.1,-0.2,2.3,0.8,-0.2,1.7,"0.5","-1.1","2",0.9,-0.2,2.1,1.9,1,2.8,"2","0.5","3.5",1.9,0.8,3,"73%","58%","80%",22.7,"138179, 138180, 142462"
"TR03353",16074,"Multi-academy trust","LINK ACADEMY TRUST","South West",6,5,69,16.9,21.7,78.3,4.3,6,0,0,6,0,3,1,-0.5,2.5,"0.6","-2.7","3.8",1.1,-0.5,2.8,4,-2,-3.4,-0.6,"-1.5","-4.5","1.5",-2.1,-3.7,-0.6,4,-2.4,-3.7,-1.1,"-4.7","-7.6","-1.9",-1.7,-3.2,-0.3,0.9,-0.6,2.4,"0.6","-2.7","3.9",1,-0.7,2.7,-2,-3.4,-0.6,"-1.5","-4.6","1.5",-2.1,-3.7,-0.5,-2.4,-3.7,-1.1,"-4.7","-7.6","-1.9",-1.7,-3.2,-0.2,"59%","47%","63%",21.7,"142639, 142641, 142649, 142652, 142707, 142709"
"TR00978",3977,"Multi-academy trust","LINK EDUCATION TRUST","East Midlands and Humber",3,3,185,15,49.2,50.8,12.4,2,1,0,1,2,5,-2.9,-3.8,-2,"-2.2","-3.5","-0.9",-3.6,-4.9,-2.3,3,-0.3,-1.1,0.6,"0.3","-0.9","1.4",-0.8,-1.9,0.4,4,-2.2,-3,-1.5,"-2.2","-3.3","-1.1",-2.3,-3.4,-1.2,-2.9,-3.8,-2,"-2.2","-3.5","-0.9",-3.6,-4.9,-2.3,-0.3,-1.1,0.6,"0.3","-0.9","1.5",-0.8,-2,0.4,-2.3,-3.1,-1.5,"-2.2","-3.3","-1",-2.4,-3.5,-1.2,"47%","45%","50%",19.5,"137813, 141223, 142565"
"SP00695",3757,"School sponsor","Lion Academy Trust","East of England and North East London",4,4,292,16.4,43.8,56.2,77.7,1,2,1,0,4,3,0.7,0,1.5,"0.5","-0.6","1.6",1,-0.1,2,2,2.2,1.5,2.9,"1.6","0.6","2.6",2.7,1.8,3.7,2,2.3,1.7,3,"1.4","0.4","2.4",3.1,2.2,4,0.7,0,1.5,"0.5","-0.6","1.6",1,-0.1,2,2.2,1.5,2.9,"1.6","0.5","2.6",2.7,1.8,3.7,2.3,1.6,3,"1.4","0.4","2.4",3.1,2.2,4,"74%","70%","77%",18.2,"138690, 139724, 140405, 141209"
"TR03020",5609,"Multi-academy trust","LUMEN CHRISTI CATHOLIC MULTI ACADEMY COMPANY","West Midlands",5,5,177,16.5,41.2,58.8,22,3,2,0,0,5,3,-0.1,-1,0.8,"-0.6","-2.1","0.9",0.3,-0.9,1.5,3,0.6,-0.2,1.5,"0.1","-1.3","1.4",1,-0.1,2.1,3,0.2,-0.6,1,"0.1","-1.2","1.3",0.2,-0.8,1.3,-0.1,-1,0.8,"-0.6","-2.1","0.9",0.3,-0.9,1.5,0.6,-0.3,1.5,"0.1","-1.3","1.5",1,-0.2,2.1,0.2,-0.7,1,"0.1","-1.2","1.3",0.2,-0.8,1.3,"69%","51%","82%",17.5,"141669, 141670, 141815, 141820, 141830"
"TR01362",3805,"Multi-academy trust","LUMEN LEARNING TRUST","South East and South London",3,3,188,16.5,21.3,78.7,16,2,1,0,1,2,2,1.1,0.2,2,"1.5","-0.5","3.5",1,0,2,3,0.4,-0.4,1.3,"0.5","-1.3","2.3",0.5,-0.5,1.4,3,0.3,-0.5,1.1,"0.7","-1","2.4",0.2,-0.7,1.1,1.1,0.2,2,"1.5","-0.5","3.5",1,0,2,0.4,-0.4,1.3,"0.3","-1.6","2.1",0.5,-0.5,1.4,0.3,-0.5,1.1,"0.7","-1.1","2.4",0.2,-0.7,1.1,"71%","51%","76%",19.7,"140034, 140250, 143371"
"TR01382",3834,"Multi-academy trust","MALTBY LEARNING TRUST","East Midlands and Humber",4,4,162,16.9,26.5,73.5,2.5,3,1,0,0,4,4,-2.2,-3.1,-1.2,"-2.8","-4.7","-0.9",-1.9,-3,-0.8,4,-2.2,-3.1,-1.3,"-2","-3.7","-0.3",-2.3,-3.4,-1.3,3,-0.6,-1.5,0.2,"-1.1","-2.8","0.5",-0.5,-1.4,0.5,-2.2,-3.2,-1.2,"-3","-4.9","-1.1",-2,-3.1,-0.8,-2.3,-3.2,-1.4,"-2.1","-3.8","-0.3",-2.4,-3.4,-1.3,-0.7,-1.6,0.1,"-1.3","-3","0.3",-0.5,-1.5,0.5,"65%","40%","75%",16,"140583, 141366, 141729, 141731"
"TR03442",16311,"Multi-academy trust","MARITIME ACADEMY TRUST","South East and South London",3,3,144,17.3,36.8,63.2,31.9,3,0,0,3,0,4,-1.5,-2.6,-0.5,"-3.1","-4.8","-1.3",-0.7,-2,0.6,4,-1.9,-2.8,-0.9,"-2.4","-4","-0.9",-1.6,-2.8,-0.4,4,-1.9,-2.8,-1,"-4.1","-5.6","-2.5",-0.7,-1.8,0.5,-1.5,-2.6,-0.5,"-3.1","-4.8","-1.3",-0.7,-2,0.6,-2,-2.9,-1,"-2.6","-4.2","-1",-1.6,-2.8,-0.3,-2,-2.9,-1.1,"-4.4","-5.9","-2.8",-0.7,-1.9,0.5,"68%","51%","78%",13.9,"143209, 143210, 143211"
"TR02564",3899,"Multi-academy trust","MERCIA LEARNING TRUST","East Midlands and Humber",3,3,134,15.9,50.7,49.3,39.6,2,1,0,0,3,3,-0.9,-2,0.2,"-1.8","-3.4","-0.3",0,-1.6,1.6,2,2,1,3,"1.9","0.5","3.3",2.2,0.7,3.6,4,-1.4,-2.3,-0.4,"-1.9","-3.2","-0.6",-0.7,-2.1,0.7,-0.9,-2.1,0.2,"-1.8","-3.4","-0.3",0,-1.6,1.6,2,1,3,"1.9","0.5","3.3",2.2,0.7,3.6,-1.4,-2.4,-0.4,"-2","-3.3","-0.6",-0.7,-2.1,0.7,"61%","51%","71%",22.4,"140596, 141339, 142274"
"TR03228",16012,"Multi-academy trust","MID-TRENT MULTI ACADEMY TRUST","West Midlands",3,3,77,17.3,11.7,88.3,1.3,3,0,0,3,0,3,-0.9,-2.3,0.5,"-2.4","-6.4","1.7",-0.7,-2.2,0.8,3,-0.6,-1.9,0.7,"-2.4","-6.1","1.4",-0.4,-1.8,1,3,-0.6,-1.8,0.7,"-2.9","-6.4","0.6",-0.2,-1.5,1.1,-0.9,-2.3,0.6,"-2.4","-6.4","1.7",-0.7,-2.2,0.9,-0.6,-1.9,0.7,"-2.4","-6.2","1.4",-0.4,-1.8,1.1,-0.6,-1.8,0.7,"-2.9","-6.5","0.7",-0.2,-1.6,1.1,"77%","44%","81%",13,"142422, 142442, 142447"
"TR01435",3910,"Multi-academy trust","MIDSOMER NORTON SCHOOLS PARTNERSHIP","South West",6,6,116,16.8,34.5,65.5,5.2,5,1,0,4,2,2,1.6,0.4,2.7,"0.6","-1.4","2.6",2.1,0.7,3.5,3,0.2,-0.9,1.2,"-0.8","-2.7","1",0.8,-0.5,2.1,3,-0.6,-1.7,0.5,"-2.5","-4.4","-0.7",0.5,-0.9,1.9,1.6,0.4,2.7,"0.5","-1.5","2.6",2.1,0.7,3.5,0.2,-0.9,1.2,"-0.9","-2.8","1",0.8,-0.5,2.1,-0.6,-1.8,0.5,"-2.5","-4.4","-0.7",0.5,-0.9,1.9,"51%","46%","54%",25.9,"136804, 141149, 141767, 142941, 142942, 145021"
"TR01167",3952,"Multi-academy trust","MOWBRAY EDUCATION TRUST LIMITED","East Midlands and Humber",4,4,119,15.9,34.5,65.5,6.7,4,0,0,0,4,3,0.8,-0.4,1.9,"-0.6","-2.5","1.3",1.5,0.1,2.9,3,-0.7,-1.7,0.3,"-0.8","-2.5","1",-0.6,-1.9,0.7,2,1.2,0.3,2.2,"-0.3","-2","1.3",2,0.8,3.3,0.8,-0.4,1.9,"-0.6","-2.6","1.3",1.5,0.1,2.9,-0.7,-1.7,0.4,"-0.8","-2.6","1",-0.6,-1.9,0.7,1.2,0.2,2.2,"-0.3","-2.1","1.4",2,0.8,3.3,"67%","56%","73%",21,"140696, 140702, 140754, 141469"
"TR01480",3965,"Multi-academy trust","NET ACADEMIES TRUST","East of England and North East London",6,6,272,15.1,31.6,68.4,23.9,0,6,0,0,6,3,-0.5,-1.3,0.3,"-0.9","-2.3","0.4",-0.3,-1.2,0.7,3,0.5,-0.2,1.2,"0.5","-0.7","1.8",0.5,-0.4,1.4,3,-0.5,-1.2,0.1,"-1.7","-2.9","-0.5",0,-0.8,0.9,-0.5,-1.3,0.3,"-1","-2.3","0.4",-0.3,-1.2,0.7,0.5,-0.2,1.2,"0.5","-0.7","1.8",0.5,-0.4,1.4,-0.7,-1.4,0,"-1.8","-3","-0.6",-0.1,-1,0.7,"49%","37%","54%",18.8,"139066, 140372, 141379, 141380, 141381, 141743"
"TR02982",4002,"Multi-academy trust","NICHOLAS POSTGATE CATHOLIC ACADEMY TRUST","North",4,4,134,16.8,21.6,78.4,1.5,4,0,0,0,4,3,0.6,-0.5,1.7,"1.6","-0.7","3.8",0.3,-0.9,1.5,2,1.2,0.2,2.1,"1.9","-0.2","4",1,-0.2,2.1,3,0.1,-0.8,1.1,"1.6","-0.3","3.6",-0.3,-1.3,0.8,0.6,-0.5,1.7,"1.6","-0.7","3.9",0.3,-0.9,1.5,1.2,0.2,2.2,"1.9","-0.2","4",1,-0.2,2.1,0.1,-0.8,1,"1.6","-0.4","3.6",-0.3,-1.4,0.7,"81%","79%","81%",10.4,"141456, 141457, 141458, 142272"
"TR01053",4014,"Multi-academy trust","NORTH CARR COLLABORATIVE ACADEMY TRUST","East Midlands and Humber",3,3,126,16.4,51.6,48.4,3.2,2,1,0,0,3,3,0.5,-0.6,1.6,"0.8","-0.8","2.3",0.3,-1.3,1.9,3,0.1,-0.9,1.2,"-0.8","-2.2","0.6",1.2,-0.3,2.7,3,0.3,-0.6,1.3,"0.1","-1.2","1.5",0.7,-0.7,2.1,0.5,-0.6,1.6,"0.8","-0.8","2.3",0.3,-1.3,1.9,0,-1,1.1,"-1","-2.5","0.4",1.2,-0.3,2.7,0.3,-0.7,1.3,"0.1","-1.3","1.4",0.7,-0.8,2.1,"72%","68%","77%",36.5,"139511, 139512, 140275"
"TR01523",4031,"Multi-academy trust","NORTHAMPTON PRIMARY ACADEMY TRUST","North West London and South Central",4,4,230,16.1,30,70,28.3,4,0,0,4,0,4,-2,-2.9,-1.2,"-3.2","-4.7","-1.7",-1.5,-2.5,-0.5,3,-0.5,-1.3,0.2,"-0.7","-2.1","0.7",-0.5,-1.4,0.5,4,-1.3,-2,-0.6,"-2.7","-4","-1.4",-0.6,-1.5,0.3,-2.1,-2.9,-1.3,"-3.3","-4.8","-1.8",-1.6,-2.6,-0.6,-0.5,-1.3,0.3,"-0.7","-2.1","0.7",-0.5,-1.4,0.5,-1.3,-2,-0.6,"-2.8","-4.1","-1.5",-0.6,-1.5,0.3,"57%","51%","60%",16.1,"138952, 138953, 138954, 138955"
"TR01527",4036,"Multi-academy trust","NORTHERN EDUCATION TRUST","North",10,10,461,14.6,61,39,32.8,2,8,0,0,10,2,1,0.4,1.6,"0.3","-0.4","1.1",2,1,2.9,2,2.5,2,3,"2","1.3","2.6",3.4,2.5,4.2,2,1.8,1.3,2.3,"1.3","0.7","2",2.5,1.6,3.3,1,0.4,1.6,"0.3","-0.4","1.1",1.9,1,2.9,2.5,2,3.1,"2","1.3","2.7",3.4,2.5,4.2,1.8,1.2,2.3,"1.3","0.7","2",2.4,1.6,3.3,"64%","56%","75%",20.4,"138399, 138675, 138995, 139229, 139270, 139959, 140072, 140172, 140519, 141189"
"TR00858",3185,"Multi-academy trust","OADBY, WIGSTON AND LEICESTERSHIRE SCHOOLS ACADEMY TRUST","East Midlands and Humber",4,4,154,16.8,24.7,75.3,9.7,4,0,0,1,3,3,-0.7,-1.7,0.2,"-1.4","-3.4","0.6",-0.5,-1.7,0.6,3,-0.3,-1.3,0.6,"-0.7","-2.6","1.1",-0.2,-1.3,0.8,3,0.2,-0.6,1.1,"-1","-2.7","0.8",0.6,-0.4,1.6,-0.8,-1.8,0.2,"-1.4","-3.4","0.7",-0.6,-1.7,0.6,-0.3,-1.3,0.6,"-0.7","-2.6","1.1",-0.2,-1.3,0.8,0.2,-0.7,1.1,"-1","-2.8","0.8",0.6,-0.4,1.6,"71%","53%","77%",13,"139855, 139859, 142261, 143248"
"TR01553",4076,"Multi-academy trust","OASIS COMMUNITY LEARNING","National Sponsor Unit",28,28,1258,15.2,59.6,40.4,30.8,5,23,0,0,28,3,0,-0.3,0.4,"-0.4","-0.9","0",0.7,0.2,1.3,2,1.5,1.2,1.8,"1","0.6","1.4",2.4,1.9,2.9,2,0.7,0.4,1,"0.1","-0.2","0.5",1.6,1.1,2.1,0,-0.4,0.4,"-0.4","-0.9","0",0.7,0.2,1.3,1.5,1.2,1.8,"1","0.5","1.4",2.4,1.9,2.9,0.7,0.4,1,"0.1","-0.3","0.5",1.6,1,2.1,"61%","56%","69%",18.5,"135958, 135968, 137430, 137479, 138237, 138278, 138409, 138687, 138710, 139024, 139025, 139056, 139125, 139128, 139129, 139214, 139242, 139281, 140022, 140040, 140041, 140052, 140161, 140218, 140219, 140394, 140409, 140674"
"TR03182",5708,"Multi-academy trust","OCEAN LEARNING TRUST","South West",3,3,176,16.5,31.3,68.8,30.1,3,0,0,0,3,3,-0.7,-1.6,0.3,"-0.2","-1.9","1.5",-0.9,-2,0.3,3,-0.8,-1.7,0,"-0.8","-2.4","0.7",-0.9,-1.9,0.2,3,-0.2,-1,0.7,"-1.8","-3.2","-0.3",0.6,-0.4,1.6,-0.7,-1.6,0.3,"-0.2","-2","1.5",-0.9,-2.1,0.3,-0.9,-1.8,0,"-0.8","-2.4","0.8",-0.9,-2,0.2,-0.2,-1,0.7,"-1.8","-3.3","-0.3",0.6,-0.4,1.6,"65%","56%","69%",17,"142100, 142101, 142103"
"SP00560",4105,"School sponsor","Ormiston Academies Trust","National Sponsor Unit",4,4,200,16.5,39.5,60.5,11,2,2,0,1,3,2,1.4,0.5,2.2,"1.6","0.2","3",1.2,0.1,2.3,3,0.4,-0.4,1.2,"0.4","-0.9","1.6",0.5,-0.6,1.5,2,1.7,0.9,2.4,"1.9","0.7","3.1",1.5,0.6,2.5,1.3,0.5,2.2,"1.5","0.1","2.9",1.2,0.1,2.3,0.4,-0.4,1.2,"0.4","-0.9","1.7",0.5,-0.6,1.5,1.7,0.9,2.5,"1.9","0.7","3.1",1.5,0.5,2.5,"69%","59%","76%",19,"138846, 140016, 140374, 142643"
"TR02034",4662,"Multi-academy trust","OSBORNE CO-OPERATIVE ACADEMY TRUST","East of England and North East London",4,4,277,15.9,33.9,66.1,15.9,2,2,0,1,3,3,0.5,-0.3,1.2,"-0.6","-1.9","0.7",1.1,0.2,2,2,1.1,0.4,1.8,"-0.6","-1.7","0.6",2,1.2,2.9,3,0.5,-0.1,1.2,"-0.7","-1.9","0.4",1.3,0.5,2.1,0.5,-0.3,1.2,"-0.6","-1.9","0.7",1,0.1,2,1.1,0.4,1.8,"-0.6","-1.7","0.6",2,1.2,2.9,0.5,-0.1,1.2,"-0.7","-1.9","0.4",1.3,0.5,2.1,"64%","48%","73%",20.6,"138065, 138581, 139566, 143378"
"TR01962",4581,"Multi-academy trust","OUR LADY OF LOURDES CATHOLIC MULTI-ACADEMY TRUST","East Midlands and Humber",4,4,159,16.7,21.4,78.6,28.3,4,0,0,0,4,2,2.3,1.3,3.3,"0.8","-1.3","2.9",2.7,1.6,3.9,3,0.8,-0.1,1.7,"-1.4","-3.3","0.5",1.4,0.4,2.5,2,2,1.1,2.8,"-1.4","-3.2","0.4",2.9,1.9,3.9,2.3,1.3,3.3,"0.8","-1.3","2.9",2.7,1.6,3.9,0.8,-0.1,1.8,"-1.4","-3.4","0.5",1.4,0.4,2.5,1.9,1,2.8,"-1.5","-3.4","0.3",2.9,1.9,3.9,"75%","59%","80%",8.8,"137425, 137428, 137439, 139490"
"TR01585",4119,"Multi-academy trust","OUTWOOD GRANGE ACADEMIES TRUST","National Sponsor Unit",3,3,134,17.4,17.2,82.8,4.5,2,1,0,0,3,3,0.6,-0.5,1.6,"-1.5","-4","1",1,-0.2,2.2,2,2.2,1.2,3.2,"1.7","-0.6","4",2.3,1.2,3.4,3,0.9,0,1.8,"-0.8","-3","1.4",1.3,0.3,2.3,0.6,-0.5,1.6,"-1.5","-4","1.1",1,-0.2,2.2,2.2,1.2,3.2,"1.7","-0.7","4.1",2.3,1.2,3.4,0.9,0,1.9,"-0.8","-3","1.5",1.3,0.3,2.3,"81%","57%","86%",6.7,"139080, 139108, 140085"
