RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,REGION,ALL_BAND,ALL_SCORE,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,869,8001,130602,Newbury College,General Further Education College,0,0,,4,-16,110,20%,0%,16%,1%,0%,0%,4%,38,13%,-35,5,50,32%,-2,3,22,5%,-17,3,SUPP,0%,SUPP,SUPP,0%,0%,SUPP
LA,869,,,,,,,,NA,-5,,62%,1%,59%,23%,17%,SP,1%,1080,65%,-4,NA,84,33%,-3,NA,23,4%,-17,NA,65%,1%,62%,25%,18%,SP,2%
1,870,4000,139268,UTC Reading,UTC,0,0,,3,1,63,49%,14%,32%,8%,5%,0%,3%,9,44%,-18,3,54,50%,4,3,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,870,4020,136307,Highdown School and Sixth Form Centre,ACC,0,0,,3,-3,77,68%,0%,66%,25%,14%,0%,1%,77,68%,-3,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP
1,870,5401,136449,Reading School,ACC,0,0,,3,6,151,97%,2%,95%,89%,71%,15%,0%,151,97%,6,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,870,5410,136876,Prospect School,ACC,0,0,,3,-10,68,51%,3%,49%,16%,3%,0%,0%,60,48%,-16,4,8,75%,35,2,0,NA,NA,NA,50%,SUPP,SUPP,SUPP,SUPP,0%,0%
1,870,5411,110107,Blessed Hugh Faringdon Catholic School,VA,0,0,,3,-1,54,61%,0%,56%,9%,2%,0%,6%,47,66%,-1,3,7,29%,-2,3,0,NA,NA,NA,SUPP,0%,SUPP,0%,SUPP,0%,SUPP
1,870,5413,136448,Kendrick School,ACC,0,0,,3,7,128,98%,0%,98%,84%,74%,11%,0%,128,98%,7,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%
1,870,6905,130247,John Madejski Academy,AC,0,0,,5,-29,86,27%,1%,24%,3%,0%,0%,1%,80,23%,-34,5,6,83%,33,3,0,NA,NA,NA,31%,SUPP,SUPP,0%,0%,0%,SUPP
LA,870,,,,,,,,NA,-3,,71%,2%,68%,45%,35%,6%,1%,552,74%,-4,NA,75,53%,9,NA,0,NA,NA,NA,75%,3%,71%,50%,38%,SUPP,1%
1,871,4082,137259,Baylis Court School,ACC,0,0,,1,21,37,92%,0%,92%,14%,0%,0%,0%,37,92%,21,1,0,NA,NA,NA,0,NA,NA,NA,86%,0%,86%,SUPP,0%,0%,0%
1,871,4085,143327,Beechwood School,ACC,0,0,,3,12,45,58%,0%,58%,9%,0%,0%,0%,32,56%,6,3,13,62%,28,2,0,NA,NA,NA,58%,0%,58%,SUPP,0%,0%,0%
1,871,4089,110078,Wexham School,CY,0,0,,2,12,64,67%,2%,64%,11%,2%,0%,2%,60,70%,14,2,4,SUPP,SUPP,SUPP,0,NA,NA,NA,76%,SUPP,71%,18%,SUPP,0%,SUPP
1,871,4510,137287,Slough and Eton Church of England Business and Enterprise College,ACC,0,0,,1,19,110,80%,1%,77%,23%,5%,0%,2%,100,81%,18,1,10,70%,27,3,0,NA,NA,NA,79%,SUPP,77%,21%,0%,0%,SUPP
1,871,4700,110084,St Bernard's Catholic Grammar School,VA,0,0,,3,6,111,90%,1%,86%,62%,37%,2%,3%,111,90%,6,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,871,4800,143803,St Joseph's Catholic High School,ACC,0,0,,2,15,50,68%,0%,68%,10%,4%,0%,0%,50,68%,15,2,0,NA,NA,NA,0,NA,NA,NA,69%,0%,69%,0%,SUPP,0%,0%
1,871,5405,136521,Langley Grammar School,ACC,0,0,,2,8,159,94%,1%,93%,65%,50%,2%,1%,159,94%,8,2,0,NA,NA,NA,0,NA,NA,NA,94%,SUPP,SUPP,69%,56%,0%,SUPP
1,871,5407,137726,Herschel Grammar School,ACC,0,0,,3,7,137,93%,1%,92%,56%,30%,3%,0%,137,93%,7,3,0,NA,NA,NA,0,NA,NA,NA,90%,SUPP,SUPP,40%,20%,SUPP,0%
1,871,5408,136420,Upton Court Grammar School,ACC,0,0,,2,16,144,98%,1%,97%,49%,24%,2%,1%,144,98%,16,2,0,NA,NA,NA,0,NA,NA,NA,100%,SUPP,SUPP,39%,22%,0%,SUPP
1,871,5409,138012,The Westgate School,ACC,0,0,,2,14,68,79%,3%,75%,21%,3%,0%,1%,68,79%,14,2,0,NA,NA,NA,0,NA,NA,NA,75%,SUPP,SUPP,42%,SUPP,0%,SUPP
1,871,6905,135631,The Langley Academy,AC,0,0,,2,18,100,79%,6%,70%,9%,3%,1%,3%,100,79%,18,1,0,NA,NA,NA,0,NA,NA,NA,70%,SUPP,SUPP,SUPP,0%,SUPP,SUPP
1,871,8008,130604,Windsor Forest Colleges Group,General Further Education College,0,0,,3,0,563,46%,1%,40%,5%,1%,0%,6%,362,54%,0,3,178,34%,0,3,23,13%,-7,3,41%,0%,37%,SUPP,0%,0%,4%
LA,871,,,,,,,,NA,8,,72%,1%,68%,26%,14%,1%,3%,1360,78%,9,NA,205,38%,3,NA,23,13%,-7,NA,74%,1%,69%,30%,16%,SUPP,3%
1,872,4047,136880,The Holt School,ACC,0,0,,3,4,129,78%,2%,75%,37%,26%,2%,2%,129,78%,4,3,0,NA,NA,NA,0,NA,NA,NA,50%,SUPP,SUPP,0%,0%,SUPP,SUPP
1,872,4048,145286,St Crispin's School,ACC,0,0,,3,0,100,71%,1%,68%,27%,17%,2%,2%,100,71%,0,3,0,NA,NA,NA,0,NA,NA,NA,67%,SUPP,SUPP,SUPP,0%,SUPP,SUPP
1,872,4049,110060,The Emmbrook School,CY,0,0,,3,-7,105,64%,1%,63%,27%,15%,0%,0%,105,64%,-7,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%
1,872,4050,139853,The Forest School,ACC,0,0,,3,1,109,68%,2%,64%,30%,15%,0%,2%,92,70%,-2,3,17,59%,19,3,0,NA,NA,NA,57%,SUPP,SUPP,29%,SUPP,0%,SUPP
1,872,4051,110062,The Bulmershe School,CY,0,0,,3,4,88,69%,1%,66%,22%,8%,0%,2%,83,69%,1,3,5,SUPP,SUPP,SUPP,0,NA,NA,NA,61%,SUPP,SUPP,22%,SUPP,0%,SUPP
1,872,4053,136637,Maiden Erlegh School,ACC,0,0,,3,5,204,79%,1%,77%,40%,26%,1%,1%,203,80%,6,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,75%,SUPP,SUPP,38%,0%,SUPP,SUPP
1,872,4060,142166,Waingels College,ACC,0,0,,3,-1,99,69%,0%,69%,31%,14%,0%,0%,99,69%,-1,3,0,NA,NA,NA,0,NA,NA,NA,56%,0%,56%,SUPP,0%,0%,0%
1,872,4505,136891,The Piggott School,ACC,0,0,,3,3,130,70%,2%,68%,34%,22%,2%,0%,129,71%,3,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,50%,SUPP,SUPP,SUPP,0%,0%,0%
LA,872,,,,,,,,NA,2,,72%,1%,70%,32%,19%,1%,1%,940,72%,1,NA,24,58%,21,NA,0,NA,NA,NA,73%,SUPP,SUPP,33%,SUPP,1%,SUPP
1,873,4000,137867,Thomas Clarkson Academy,AC,0,0,,3,-6,27,48%,0%,48%,7%,4%,0%,0%,27,48%,-6,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,0%
1,873,4003,139272,Neale-Wade Academy,AC,0,0,,3,-1,59,63%,2%,58%,20%,12%,0%,3%,55,64%,-2,3,4,SUPP,SUPP,SUPP,0,NA,NA,NA,60%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,873,4004,137826,Impington Village College,ACC,0,0,,3,1,96,56%,0%,55%,23%,19%,1%,1%,96,56%,1,3,0,NA,NA,NA,0,NA,NA,NA,50%,0%,SUPP,0%,0%,SUPP,SUPP
1,873,4008,140265,Cambridge Academy for Science and Technology,UTC,0,0,,3,-4,62,63%,3%,58%,16%,10%,0%,2%,62,63%,-4,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,873,4027,136636,Parkside Community College,ACC,0,0,,3,-6,81,58%,0%,56%,17%,10%,0%,2%,81,58%,-6,3,0,NA,NA,NA,0,NA,NA,NA,27%,0%,SUPP,0%,0%,0%,SUPP
1,873,4045,138177,Cromwell Community College,ACC,0,0,,3,2,62,69%,3%,66%,15%,11%,2%,0%,61,70%,3,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,SUPP,SUPP,SUPP,0%,0%,SUPP,0%
1,873,4051,138053,Sir Harry Smith Community College,ACC,0,0,,3,3,52,71%,4%,63%,19%,6%,2%,4%,47,77%,6,3,5,SUPP,SUPP,SUPP,0,NA,NA,NA,89%,SUPP,78%,56%,SUPP,SUPP,SUPP
1,873,4064,137305,St Ivo Academy,ACC,0,0,,4,-9,163,61%,1%,59%,15%,10%,0%,1%,163,61%,-9,4,0,NA,NA,NA,0,NA,NA,NA,71%,SUPP,65%,18%,SUPP,0%,SUPP
1,873,4503,137475,Hinchingbrooke School,ACC,0,0,,3,1,175,73%,0%,71%,24%,16%,1%,2%,175,73%,1,3,0,NA,NA,NA,0,NA,NA,NA,67%,0%,67%,SUPP,0%,SUPP,0%
1,873,4603,137377,"Abbey College, Ramsey",ACC,0,0,,3,-4,55,62%,4%,55%,16%,9%,0%,4%,54,63%,-3,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,873,5403,136974,Sawtry Village Academy,ACC,0,0,,3,-2,100,64%,0%,62%,15%,13%,1%,2%,95,64%,-4,3,0,NA,NA,NA,5,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,873,5406,136463,Comberton Village College,ACC,0,0,,3,-3,190,71%,1%,67%,41%,24%,1%,2%,190,71%,-3,3,0,NA,NA,NA,0,NA,NA,NA,50%,SUPP,40%,30%,SUPP,SUPP,SUPP
1,873,5411,136992,Longsands Academy,ACC,0,0,,3,0,207,63%,1%,60%,20%,10%,SP,1%,205,63%,0,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,73%,SUPP,SUPP,23%,SUPP,SUPP,SUPP
1,873,5412,137248,St Peter's School,ACC,0,0,,3,-3,54,57%,0%,56%,13%,9%,2%,2%,54,57%,-3,3,0,NA,NA,NA,0,NA,NA,NA,43%,0%,SUPP,0%,0%,SUPP,SUPP
1,873,8005,130610,Cambridge Regional College,General Further Education College,0,0,,4,-9,600,33%,1%,25%,2%,1%,0%,8%,244,30%,-21,5,281,39%,0,3,75,23%,-1,3,34%,SUPP,31%,6%,SUPP,0%,SUPP
1,873,8600,130615,Hills Road Sixth Form College,Sixth Form College,0,0,,3,1,1053,88%,SP,87%,71%,56%,6%,1%,1053,88%,1,3,0,NA,NA,NA,0,NA,NA,NA,85%,SUPP,SUPP,67%,44%,0%,SUPP
1,873,8601,130616,Long Road Sixth Form College,Sixth Form College,0,0,,4,-4,905,60%,1%,58%,12%,6%,0%,1%,823,60%,-5,4,82,55%,14,2,0,NA,NA,NA,59%,SUPP,SUPP,9%,5%,0%,SUPP
LA,873,,,,,,,,NA,-3,,63%,1%,60%,28%,20%,2%,2%,3660,68%,-3,NA,451,37%,-2,NA,97,23%,-1,NA,64%,1%,61%,29%,21%,SUPP,2%
1,874,4000,137082,Nene Park Academy,AC,0,0,,3,-3,81,51%,4%,43%,12%,9%,0%,4%,81,51%,-3,3,0,NA,NA,NA,0,NA,NA,NA,42%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,874,4002,137880,Stanground Academy,AC,0,0,,3,-6,66,56%,2%,55%,8%,3%,0%,0%,58,57%,-8,3,7,57%,11,3,1,SUPP,SUPP,SUPP,38%,SUPP,SUPP,0%,SUPP,0%,0%
1,874,4081,110882,Ken Stimpson Community School,CY,0,0,,3,-10,65,54%,2%,51%,14%,11%,3%,2%,65,54%,-10,3,0,NA,NA,NA,0,NA,NA,NA,60%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,874,4082,141300,Hampton College,ACC,0,0,,3,-4,78,64%,0%,62%,18%,18%,0%,3%,78,64%,-4,3,0,NA,NA,NA,0,NA,NA,NA,82%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,874,5404,136398,The King's (The Cathedral) School,ACC,0,0,,2,8,190,92%,1%,91%,60%,47%,1%,0%,190,92%,8,2,0,NA,NA,NA,0,NA,NA,NA,88%,SUPP,SUPP,50%,50%,SUPP,0%
1,874,5405,145271,Jack Hunt School,ACC,0,0,,2,15,116,78%,0%,76%,22%,11%,2%,3%,116,78%,15,2,0,NA,NA,NA,0,NA,NA,NA,67%,0%,SUPP,21%,13%,SUPP,SUPP
1,874,5413,110907,St John Fisher Catholic High School,VA,0,0,,1,20,58,74%,0%,69%,9%,9%,0%,5%,38,71%,9,3,20,80%,42,2,0,NA,NA,NA,50%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,874,5417,136266,Arthur Mellows Village College,ACC,0,0,,3,1,169,71%,3%,63%,25%,16%,1%,5%,165,72%,1,3,4,SUPP,SUPP,SUPP,0,NA,NA,NA,76%,SUPP,SUPP,41%,18%,SUPP,SUPP
1,874,6905,135263,Thomas Deacon Academy,AC,0,0,,2,11,152,78%,1%,76%,26%,12%,0%,2%,152,78%,11,2,0,NA,NA,NA,0,NA,NA,NA,75%,SUPP,SUPP,17%,SUPP,0%,SUPP
1,874,6906,135980,Ormiston Bushfield Academy,AC,0,0,,3,-4,53,58%,0%,55%,23%,17%,4%,4%,50,60%,-4,3,3,SUPP,SUPP,SUPP,0,NA,NA,NA,SUPP,0%,SUPP,0%,0%,SUPP,SUPP
1,874,8011,130613,Peterborough Regional College,General Further Education College,0,0,,4,-14,408,28%,1%,23%,1%,1%,0%,5%,173,34%,-14,4,205,22%,-17,5,30,37%,13,3,25%,0%,20%,0%,0%,0%,5%
LA,874,,,,,,,,NA,0,,60%,1%,55%,19%,13%,1%,3%,1285,66%,1,NA,243,29%,-10,NA,31,35%,12,NA,62%,SUPP,58%,21%,15%,SUPP,SUPP
1,876,4625,111457,Saints Peter and Paul Catholic College,VA,0,0,,3,-2,72,65%,0%,64%,14%,14%,0%,1%,72,65%,-2,3,0,NA,NA,NA,0,NA,NA,NA,47%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,876,4721,135731,St Chads Catholic and Church of England High School,VA,0,0,,5,-25,75,33%,0%,32%,3%,3%,0%,1%,70,36%,-24,5,5,SUPP,SUPP,SUPP,0,NA,NA,NA,25%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,876,6905,136185,Ormiston Bolingbroke Academy,AC,0,0,,4,-16,97,41%,0%,41%,12%,11%,0%,0%,82,46%,-15,4,14,14%,-20,3,1,SUPP,SUPP,SUPP,36%,0%,36%,9%,9%,0%,0%
1,876,8020,130622,Riverside College Halton,General Further Education College,0,0,,3,2,635,53%,1%,46%,9%,8%,0%,6%,350,64%,-1,3,215,42%,3,3,70,33%,9,3,51%,0%,43%,4%,4%,0%,7%
LA,876,,,,,,,,NA,-3,,51%,1%,46%,9%,8%,0%,4%,594,58%,-6,NA,234,40%,1,NA,71,32%,9,NA,55%,2%,49%,11%,10%,0%,4%
1,877,4206,139152,Great Sankey High School,ACC,0,0,,3,-2,176,64%,3%,58%,19%,14%,1%,3%,168,67%,-1,3,8,13%,-22,3,0,NA,NA,NA,55%,0%,55%,SUPP,SUPP,SUPP,0%
1,877,4226,139840,Birchwood Community High School,ACC,0,0,,3,-2,61,56%,0%,56%,7%,7%,0%,0%,61,56%,-2,3,0,NA,NA,NA,0,NA,NA,NA,44%,0%,44%,0%,0%,0%,0%
1,877,4229,141598,Bridgewater High School,ACC,0,0,,3,5,61,84%,0%,84%,38%,33%,3%,0%,61,84%,5,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%
1,877,4502,138732,Lymm High School,ACC,0,0,,2,9,163,75%,1%,74%,27%,23%,1%,1%,157,75%,7,3,6,83%,48,1,0,NA,NA,NA,50%,SUPP,SUPP,0%,0%,SUPP,SUPP
1,877,8000,130617,Warrington and Vale Royal College,General Further Education College,0,0,,4,-12,196,29%,1%,22%,2%,1%,0%,6%,73,41%,-8,3,106,25%,-13,4,17,6%,-19,3,29%,SUPP,26%,SUPP,SUPP,0%,SUPP
1,877,8600,144782,Priestley College,ACC1619,0,0,,4,-4,828,56%,2%,52%,11%,8%,SP,2%,657,57%,-8,4,156,55%,14,2,15,13%,-9,3,50%,SUPP,48%,3%,SUPP,0%,SUPP
LA,877,,,,,,,,NA,-4,,55%,1%,52%,13%,10%,SP,2%,1259,60%,-5,NA,309,42%,3,NA,32,9%,-15,NA,57%,SUPP,53%,14%,11%,1%,SUPP
1,878,4001,139553,The Ilfracombe Church of England Academy,AC,0,0,,4,-11,75,49%,0%,44%,17%,11%,3%,5%,75,49%,-11,4,0,NA,NA,NA,0,NA,NA,NA,33%,0%,SUPP,SUPP,0%,SUPP,SUPP
1,878,4003,136646,Queen Elizabeth's,ACC,0,0,,4,-11,105,56%,0%,54%,26%,18%,1%,2%,105,56%,-11,4,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,4004,136912,Honiton Community College,ACC,0,0,,3,-9,49,53%,0%,41%,10%,4%,0%,12%,49,53%,-9,3,0,NA,NA,NA,0,NA,NA,NA,67%,0%,67%,0%,SUPP,0%,0%
1,878,4005,136673,The King's School,ACC,0,0,,3,-9,102,67%,0%,67%,25%,15%,1%,0%,102,67%,-9,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%
1,878,4008,140971,Exeter Mathematics School,F1619,0,0,,3,10,33,97%,9%,88%,73%,52%,18%,0%,33,97%,10,3,0,NA,NA,NA,0,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,878,4009,136638,Clyst Vale Community College,ACC,0,0,,3,-8,84,63%,1%,57%,26%,17%,0%,5%,84,63%,-8,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,878,4011,113503,Sidmouth College,CY,0,0,,5,-22,54,44%,0%,41%,15%,6%,0%,4%,54,44%,-22,5,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP
1,878,4012,136612,Exmouth Community College,ACC,0,0,,4,-15,183,50%,0%,45%,14%,9%,1%,4%,168,51%,-16,4,15,33%,-8,3,0,NA,NA,NA,45%,0%,30%,0%,0%,SUPP,15%
1,878,4108,136569,South Dartmoor Community College,ACC,0,0,,5,-19,104,45%,0%,41%,15%,13%,0%,4%,104,45%,-19,4,0,NA,NA,NA,0,NA,NA,NA,33%,0%,SUPP,0%,0%,0%,SUPP
1,878,4109,113520,King Edward VI Community College,FD,0,0,,3,-6,120,62%,1%,58%,21%,17%,1%,3%,106,61%,-8,3,14,64%,15,3,0,NA,NA,NA,63%,SUPP,44%,SUPP,SUPP,SUPP,SUPP
1,878,4110,136367,Kingsbridge Academy,ACC,0,0,,3,-1,138,73%,1%,70%,31%,22%,3%,3%,117,75%,-4,3,21,62%,16,3,0,NA,NA,NA,50%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,878,4112,137176,Coombeshead Academy,ACC,0,0,,5,-21,86,44%,1%,41%,6%,5%,0%,2%,86,44%,-21,5,0,NA,NA,NA,0,NA,NA,NA,43%,SUPP,36%,0%,0%,0%,SUPP
1,878,4120,136495,"Teignmouth Community School, Exeter Road",ACC,0,0,,4,-18,70,41%,1%,36%,7%,6%,3%,4%,65,45%,-16,4,4,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,50%,SUPP,42%,SUPP,SUPP,SUPP,SUPP
1,878,4182,145336,Tavistock College,ACC,0,0,,3,-4,155,60%,0%,58%,16%,14%,1%,2%,154,60%,-4,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,42%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,4183,145337,Okehampton College,ACC,0,0,,5,-21,80,54%,0%,49%,23%,20%,0%,5%,80,54%,-21,5,0,NA,NA,NA,0,NA,NA,NA,43%,0%,43%,0%,0%,0%,0%
1,878,4184,136336,Ivybridge Community College,ACC,0,0,,4,-7,282,60%,1%,56%,20%,16%,SP,3%,267,61%,-8,4,11,45%,4,3,4,SUPP,SUPP,SUPP,45%,SUPP,40%,SUPP,SUPP,SUPP,SUPP
1,878,5400,136366,Colyton Grammar School,ACC,0,0,,3,4,110,95%,1%,95%,88%,73%,12%,0%,110,95%,4,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,878,5402,136494,Teign School,ACC,0,0,,3,-10,88,60%,0%,55%,22%,15%,1%,6%,88,60%,-10,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,878,5404,137124,Newton Abbot College,ACC,0,0,,3,-3,54,65%,2%,59%,19%,17%,0%,4%,54,65%,-3,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,878,8000,130645,Exeter College,General Further Education College,0,0,,4,-9,1992,49%,1%,41%,13%,9%,1%,8%,1500,54%,-11,4,390,36%,-5,3,102,22%,-3,3,41%,SUPP,32%,11%,7%,SUPP,SUPP
1,878,8001,130646,Petroc,General Further Education College,0,0,,4,-6,692,52%,1%,41%,13%,10%,1%,9%,516,57%,-8,4,164,37%,-2,3,12,33%,9,3,43%,SUPP,31%,SUPP,SUPP,0%,SUPP
LA,878,,,,,,,,NA,-9,,54%,1%,47%,17%,13%,1%,6%,4109,57%,-10,NA,625,37%,-3,NA,120,22%,-2,NA,55%,1%,49%,19%,14%,1%,6%
1,879,4000,139432,UTC Plymouth,UTC,0,1,,3,-9,22,36%,0%,32%,0%,0%,0%,5%,10,50%,-7,3,12,25%,-11,3,0,NA,NA,NA,SUPP,0%,SUPP,0%,0%,0%,SUPP
1,879,4002,140693,St Boniface's RC College,AC,0,0,,3,-3,59,53%,0%,51%,7%,7%,0%,2%,57,53%,-4,3,0,NA,NA,NA,2,SUPP,SUPP,SUPP,50%,0%,SUPP,0%,0%,0%,SUPP
1,879,4152,136588,Devonport High School for Girls,ACC,0,0,,3,-9,108,75%,0%,74%,39%,34%,3%,1%,108,75%,-9,3,0,NA,NA,NA,0,NA,NA,NA,75%,0%,SUPP,38%,SUPP,0%,SUPP
1,879,4155,113532,Plymouth High School for Girls,CY,0,0,,3,-2,105,77%,0%,77%,31%,23%,1%,0%,105,77%,-2,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%
1,879,4172,113533,Sir John Hunt Community Sports College,FD,0,0,,1,20,34,68%,0%,68%,0%,0%,0%,0%,25,80%,26,1,9,33%,1,3,0,NA,NA,NA,45%,0%,45%,0%,0%,0%,0%
1,879,4178,136556,Plympton Academy,ACC,0,0,,3,-8,91,57%,2%,54%,8%,7%,0%,1%,86,60%,-7,3,5,SUPP,SUPP,SUPP,0,NA,NA,NA,60%,SUPP,SUPP,0%,0%,0%,SUPP
1,879,4179,136557,Hele's School,ACC,0,0,,3,2,82,71%,1%,67%,13%,4%,0%,2%,77,74%,3,3,4,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,60%,SUPP,SUPP,0%,0%,0%,SUPP
1,879,4180,136568,Plymstock School,ACC,0,0,,3,-7,136,64%,0%,59%,14%,8%,0%,5%,135,64%,-7,3,0,NA,NA,NA,1,SUPP,SUPP,SUPP,50%,0%,50%,0%,0%,0%,0%
1,879,4181,136558,Coombe Dean School,ACC,0,0,,3,-7,95,58%,2%,55%,15%,12%,0%,1%,94,59%,-7,3,0,NA,NA,NA,1,SUPP,SUPP,SUPP,23%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,879,4185,140104,Eggbuckland Community College,ACC,0,0,,3,-7,84,55%,0%,52%,5%,5%,0%,2%,82,56%,-6,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,33%,0%,SUPP,0%,0%,0%,SUPP
1,879,4186,137206,Tor Bridge High,ACC,0,0,,3,-7,53,53%,0%,47%,2%,2%,0%,6%,45,56%,-7,3,8,38%,-4,3,0,NA,NA,NA,45%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,879,4187,136668,Lipson Co-operative Academy,ACC,0,0,,3,-7,82,51%,0%,48%,4%,4%,1%,4%,70,54%,-8,3,11,36%,1,3,1,SUPP,SUPP,SUPP,53%,0%,53%,0%,0%,SUPP,0%
1,879,4190,136626,Stoke Damerel Community College,ACC,0,0,,4,-11,93,46%,0%,41%,3%,3%,0%,5%,87,46%,-12,4,6,50%,8,3,0,NA,NA,NA,45%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,879,4605,140737,Notre Dame RC School,ACC,0,0,,3,-6,85,61%,1%,59%,9%,8%,0%,1%,84,61%,-7,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,82%,SUPP,SUPP,36%,27%,0%,SUPP
1,879,5406,136496,Devonport High School for Boys,ACC,0,0,,3,-2,150,83%,2%,79%,43%,40%,1%,1%,150,83%,-2,3,0,NA,NA,NA,0,NA,NA,NA,83%,SUPP,SUPP,42%,42%,SUPP,SUPP
1,879,6905,136142,All Saints Church of England Academy,AC,0,0,,5,-22,41,29%,0%,29%,5%,5%,0%,0%,33,36%,-21,5,4,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,20%,0%,20%,SUPP,SUPP,0%,0%
1,879,6906,136166,Marine Academy Plymouth,AC,0,0,,3,-8,54,41%,2%,35%,0%,0%,0%,4%,49,41%,-10,3,5,SUPP,SUPP,SUPP,0,NA,NA,NA,52%,SUPP,48%,0%,0%,0%,SUPP
1,879,8005,130649,City College Plymouth,General Further Education College,0,0,,4,-5,516,37%,SP,27%,2%,1%,0%,10%,213,47%,-7,4,245,33%,-4,3,58,19%,-4,3,37%,SUPP,28%,SUPP,0%,0%,SUPP
LA,879,,,,,,,,NA,-6,,55%,1%,50%,12%,10%,SP,4%,1510,61%,-6,NA,312,32%,-4,NA,68,18%,-5,NA,57%,1%,52%,14%,11%,SP,4%
1,880,4000,138370,Torquay Academy,AC,0,0,,3,-15,34,35%,0%,32%,6%,0%,0%,3%,34,35%,-15,3,0,NA,NA,NA,0,NA,NA,NA,43%,0%,SUPP,SUPP,0%,0%,SUPP
1,880,4001,138863,Paignton Academy,ACC,0,0,,3,-6,41,44%,0%,41%,2%,2%,0%,2%,32,47%,-7,3,6,50%,6,3,3,SUPP,SUPP,SUPP,56%,0%,SUPP,SUPP,SUPP,0%,SUPP
