RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,REGION,ALL_BAND,ALL_SCORE,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,880,4114,136506,Torquay Girls Grammar School,ACC,0,0,,3,0,113,87%,3%,84%,55%,40%,3%,0%,113,87%,0,3,0,NA,NA,NA,0,NA,NA,NA,100%,0%,100%,60%,40%,SUPP,0%
1,880,4116,136388,Churston Ferrers Grammar School Academy,ACC,0,0,,3,4,150,85%,0%,82%,36%,28%,1%,3%,150,85%,4,3,0,NA,NA,NA,0,NA,NA,NA,92%,0%,SUPP,23%,23%,SUPP,SUPP
1,880,4117,113526,The Spires College,FD,0,0,,5,-29,63,19%,0%,17%,5%,5%,0%,2%,61,20%,-29,5,2,SUPP,SUPP,SUPP,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP
1,880,4118,137755,Brixham College,ACC,0,0,,3,10,50,70%,0%,58%,10%,10%,0%,12%,50,70%,10,3,0,NA,NA,NA,0,NA,NA,NA,73%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,880,4601,113551,St Cuthbert Mayne School,VA,0,0,,3,4,77,64%,0%,57%,8%,8%,1%,6%,77,64%,4,3,0,NA,NA,NA,0,NA,NA,NA,64%,0%,64%,SUPP,SUPP,SUPP,0%
1,880,5401,136321,Torquay Boys' Grammar School,ACC,0,0,,3,3,153,90%,2%,85%,56%,47%,5%,3%,153,90%,3,3,0,NA,NA,NA,0,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,880,8003,130648,South Devon College,General Further Education College,0,0,,4,-11,624,34%,1%,24%,3%,3%,0%,9%,323,39%,-17,4,213,33%,-5,3,88,18%,-5,3,31%,SUPP,19%,3%,3%,0%,SUPP
LA,880,,,,,,,,NA,-6,,54%,1%,47%,18%,15%,1%,6%,1010,61%,-6,NA,221,33%,-5,NA,92,17%,-6,NA,56%,SUPP,50%,20%,16%,SUPP,SUPP
1,888,4030,119722,Alder Grange School,CY,0,0,,3,7,54,57%,0%,56%,6%,4%,0%,2%,42,62%,7,3,11,45%,8,3,1,SUPP,SUPP,SUPP,62%,0%,SUPP,0%,SUPP,0%,SUPP
1,888,4167,145082,Carnforth High School,ACC,0,0,,4,-17,34,41%,0%,38%,3%,0%,0%,3%,31,45%,-14,3,3,SUPP,SUPP,SUPP,0,NA,NA,NA,38%,0%,SUPP,SUPP,0%,0%,SUPP
1,888,4302,119761,Morecambe Community High School,CY,0,1,,3,-6,118,53%,1%,49%,11%,5%,0%,3%,117,54%,-6,3,0,NA,NA,NA,1,SUPP,SUPP,SUPP,53%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,888,4402,119767,Haslingden High School and Sixth Form,CY,0,0,,3,6,136,75%,0%,74%,19%,15%,0%,1%,135,75%,6,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,80%,0%,SUPP,25%,20%,0%,SUPP
1,888,4410,119773,Moor Park High School and Sixth Form,FD,0,0,,1,20,29,79%,3%,72%,3%,3%,0%,3%,29,79%,20,1,0,NA,NA,NA,0,NA,NA,NA,73%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,888,4412,132834,Ormskirk School,VC,0,0,,3,1,127,70%,2%,67%,21%,19%,0%,2%,127,70%,1,3,0,NA,NA,NA,0,NA,NA,NA,46%,SUPP,SUPP,0%,0%,0%,SUPP
1,888,4630,137421,Accrington St Christopher's Church of England High School,ACC,0,0,,3,8,134,86%,3%,81%,35%,24%,0%,1%,134,86%,8,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,888,4685,119794,Hutton Church of England Grammar School,VA,0,0,,3,1,65,72%,6%,65%,28%,17%,2%,2%,65,72%,1,3,0,NA,NA,NA,0,NA,NA,NA,71%,SUPP,SUPP,SUPP,0%,SUPP,SUPP
1,888,4689,136731,Ripley St Thomas Church of England Academy,ACC,0,0,,3,2,176,76%,1%,72%,28%,16%,0%,3%,176,76%,2,3,0,NA,NA,NA,0,NA,NA,NA,80%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,888,4717,119798,Our Lady's Catholic College,VA,0,0,,5,-19,82,39%,0%,39%,11%,5%,0%,0%,82,39%,-19,4,0,NA,NA,NA,0,NA,NA,NA,15%,0%,15%,0%,0%,0%,0%
1,888,4805,135000,Thomas Whitham Sixth Form,CY,0,0,,2,18,137,82%,0%,80%,20%,18%,0%,3%,129,82%,16,2,8,88%,53,1,0,NA,NA,NA,84%,0%,SUPP,14%,14%,0%,SUPP
1,888,5400,138835,Bacup and Rawtenstall Grammar School,ACC,0,0,,3,2,199,85%,1%,83%,59%,47%,2%,2%,199,85%,2,3,0,NA,NA,NA,0,NA,NA,NA,62%,SUPP,SUPP,31%,23%,0%,SUPP
1,888,5401,136742,Lancaster Royal Grammar School,ACC,0,0,,3,2,154,87%,1%,86%,78%,58%,9%,0%,154,87%,2,3,0,NA,NA,NA,0,NA,NA,NA,86%,SUPP,SUPP,57%,57%,0%,0%
1,888,5402,136381,Lancaster Girls' Grammar School,ACC,0,0,,3,0,157,89%,1%,86%,61%,50%,6%,2%,157,89%,0,3,0,NA,NA,NA,0,NA,NA,NA,92%,SUPP,SUPP,67%,42%,SUPP,SUPP
1,888,5403,136390,Clitheroe Royal Grammar School,ACC,0,0,,3,0,286,84%,SP,83%,55%,48%,3%,1%,286,84%,0,3,0,NA,NA,NA,0,NA,NA,NA,64%,SUPP,SUPP,45%,45%,SUPP,SUPP
1,888,6905,135649,Accrington Academy,AC,0,0,,3,4,88,61%,0%,56%,15%,10%,0%,6%,82,61%,3,3,6,67%,26,3,0,NA,NA,NA,64%,0%,SUPP,14%,SUPP,0%,SUPP
1,888,8006,130735,Burnley College,General Further Education College,0,0,,3,3,788,57%,1%,47%,7%,5%,SP,10%,556,62%,1,3,191,50%,11,2,41,22%,-1,3,59%,SUPP,49%,7%,5%,SUPP,SUPP
1,888,8008,130737,Lancaster and Morecambe College,General Further Education College,0,0,,4,-9,265,34%,1%,22%,1%,SP,0%,11%,118,36%,-16,4,104,33%,-7,3,43,28%,3,3,25%,0%,18%,SUPP,SUPP,0%,7%
1,888,8012,130738,Nelson and Colne College,General Further Education College,0,0,,2,7,490,66%,1%,63%,17%,15%,SP,2%,388,72%,7,2,88,45%,8,3,14,29%,5,3,63%,SUPP,58%,16%,15%,SUPP,SUPP
1,888,8015,130740,Preston College,General Further Education College,0,0,,5,-19,420,28%,1%,23%,2%,1%,0%,3%,240,28%,-27,5,137,32%,-8,3,43,16%,-8,3,24%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,888,8016,130741,Runshaw College,General Further Education College,0,0,,2,6,1911,72%,2%,64%,25%,17%,1%,5%,1460,76%,2,3,382,59%,17,2,69,41%,15,2,61%,SUPP,55%,17%,12%,0%,SUPP
1,888,8300,130743,Myerscough College,Agriculture and Horticulture College,0,0,,4,-15,370,29%,0%,17%,1%,1%,0%,12%,128,31%,-21,5,240,28%,-13,4,2,SUPP,SUPP,SUPP,28%,0%,19%,SUPP,SUPP,0%,9%
1,888,8601,130745,Cardinal Newman College,Sixth Form College,0,0,,3,2,1456,74%,3%,70%,28%,20%,1%,1%,1361,75%,1,3,95,56%,13,2,0,NA,NA,NA,65%,SUPP,63%,21%,15%,SUPP,SUPP
LA,888,,,,,,,,NA,0,,64%,2%,58%,22%,16%,1%,4%,6601,69%,-1,NA,1365,44%,4,NA,220,27%,3,NA,66%,2%,60%,23%,17%,1%,4%
1,889,4002,139924,Darwen Aldridge Enterprise Studio,SS,0,0,,3,-19,14,29%,0%,21%,0%,0%,0%,7%,13,31%,-18,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,SUPP,0%,SUPP,0%,0%,0%,SUPP
1,889,4800,141565,Tauheedul Islam Girls' High School,ACC,0,0,,3,-5,89,72%,0%,70%,17%,15%,0%,2%,89,72%,-5,3,0,NA,NA,NA,0,NA,NA,NA,75%,0%,SUPP,25%,19%,0%,SUPP
1,889,5406,136900,St Wilfrid's Church of England Academy,ACC,0,0,,2,14,117,84%,4%,74%,20%,12%,0%,5%,112,84%,12,2,5,SUPP,SUPP,SUPP,0,NA,NA,NA,88%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,889,6001,141165,Queen Elizabeth's Grammar School,F,0,0,,3,5,70,87%,1%,84%,29%,20%,0%,1%,70,87%,5,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,889,6905,135580,Darwen Aldridge Community Academy,AC,0,0,,3,-3,116,55%,0%,53%,6%,3%,0%,2%,108,56%,-4,3,8,50%,8,3,0,NA,NA,NA,56%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,889,8007,130736,Blackburn College,General Further Education College,0,0,,2,10,738,60%,SP,51%,5%,3%,0%,9%,465,65%,6,2,178,46%,8,3,95,59%,35,1,64%,SUPP,56%,3%,2%,0%,SUPP
1,889,8602,130746,St Mary's College,Sixth Form College,0,0,,2,8,330,71%,SP,69%,9%,7%,SP,2%,319,71%,7,2,11,73%,34,2,0,NA,NA,NA,76%,SUPP,72%,8%,6%,SUPP,SUPP
LA,889,,,,,,,,NA,7,,65%,1%,59%,9%,6%,SP,5%,1176,69%,5,NA,203,48%,10,NA,95,59%,35,NA,65%,1%,59%,10%,7%,SUPP,5%
1,890,4601,141257,St Mary's Catholic Academy,ACC,0,0,,3,10,62,79%,2%,76%,26%,18%,2%,2%,62,79%,10,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,890,8014,130739,Blackpool and the Fylde College,General Further Education College,0,0,,3,3,619,45%,1%,24%,3%,2%,0%,21%,251,43%,-10,4,289,51%,13,2,79,30%,8,3,36%,0%,16%,SUPP,SUPP,0%,20%
1,890,8600,130744,The Blackpool Sixth Form College,Sixth Form College,0,0,,2,7,1088,68%,SP,65%,18%,11%,SP,3%,875,71%,4,2,195,61%,18,2,18,44%,23,2,56%,0%,51%,12%,6%,SUPP,5%
LA,890,,,,,,,,NA,6,,61%,1%,51%,13%,8%,SP,9%,1188,65%,1,NA,484,55%,15,NA,97,33%,11,NA,65%,1%,56%,15%,10%,SP,8%
1,891,4000,137112,South Nottinghamshire Academy,AC,0,0,,3,11,36,75%,0%,75%,19%,14%,0%,0%,36,75%,11,3,0,NA,NA,NA,0,NA,NA,NA,57%,0%,57%,0%,0%,0%,0%
1,891,4001,137117,Retford Oaks Academy,AC,0,0,,5,-19,38,47%,0%,47%,0%,0%,0%,0%,38,47%,-19,4,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,0%,0%,0%,0%
1,891,4002,137141,Serlby Park Academy,AC,1,0,,3,-1,23,65%,4%,57%,4%,0%,0%,4%,23,65%,-1,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,0%,0%,SUPP
1,891,4005,137085,Carlton Academy,AC,0,0,,3,-8,34,59%,0%,59%,12%,6%,3%,0%,34,59%,-8,3,0,NA,NA,NA,0,NA,NA,NA,63%,0%,63%,SUPP,SUPP,SUPP,0%
1,891,4008,138481,Kirkby College,ACC,0,0,,3,-17,26,35%,0%,31%,4%,4%,0%,4%,26,35%,-17,3,0,NA,NA,NA,0,NA,NA,NA,33%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,891,4009,137981,Ashfield Comprehensive School,ACC,0,0,,4,-9,188,56%,1%,54%,12%,11%,1%,1%,175,58%,-9,4,9,44%,5,3,4,SUPP,SUPP,SUPP,67%,SUPP,58%,SUPP,SUPP,SUPP,SUPP
1,891,4010,138411,Meden School,AC,0,0,,3,-7,46,59%,0%,59%,13%,13%,2%,0%,46,59%,-7,3,0,NA,NA,NA,0,NA,NA,NA,50%,0%,50%,0%,0%,SUPP,0%
1,891,4011,138247,Outwood Academy Valley,AC,0,0,,3,8,94,78%,0%,77%,20%,16%,0%,1%,94,78%,8,3,0,NA,NA,NA,0,NA,NA,NA,45%,0%,SUPP,0%,0%,0%,SUPP
1,891,4012,138248,Outwood Academy Portland,AC,0,0,,3,6,71,80%,1%,77%,25%,21%,0%,1%,71,80%,6,3,0,NA,NA,NA,0,NA,NA,NA,90%,SUPP,80%,SUPP,SUPP,0%,SUPP
1,891,4014,139062,The Dukeries Academy,AC,0,0,,5,-23,49,35%,0%,35%,8%,6%,0%,0%,49,35%,-23,5,0,NA,NA,NA,0,NA,NA,NA,36%,0%,36%,SUPP,0%,0%,0%
1,891,4015,139063,Sutton Community Academy,AC,0,0,,3,-14,30,47%,0%,43%,10%,7%,0%,3%,30,47%,-14,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP
1,891,4016,139956,Holgate Academy,AC,0,0,,3,-11,25,56%,0%,52%,8%,4%,0%,4%,25,56%,-11,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP
1,891,4017,140549,Magnus Church of England Academy,AC,0,0,,5,-19,29,41%,0%,41%,10%,3%,0%,0%,28,43%,-19,4,0,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,0%,0%
1,891,4019,140992,Hall Park Academy,AC,0,0,,3,0,52,62%,0%,60%,12%,10%,0%,2%,51,63%,0,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,67%,0%,SUPP,0%,0%,0%,SUPP
1,891,4032,137158,The Manor Academy,ACC,0,0,,3,-1,24,63%,0%,63%,17%,17%,0%,0%,21,71%,4,3,3,SUPP,SUPP,SUPP,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,0%
1,891,4041,144687,The Garibaldi School,ACC,0,0,,3,-5,53,64%,2%,57%,13%,11%,0%,6%,53,64%,-5,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,891,4068,137857,Quarrydale Academy,ACC,0,0,,3,-2,44,66%,5%,61%,18%,9%,0%,0%,44,66%,-2,3,0,NA,NA,NA,0,NA,NA,NA,56%,SUPP,SUPP,SUPP,SUPP,0%,0%
1,891,4084,136361,Redhill Academy,ACC,0,0,,3,-8,79,63%,0%,61%,25%,23%,0%,3%,79,63%,-8,3,0,NA,NA,NA,0,NA,NA,NA,67%,0%,SUPP,24%,19%,0%,SUPP
1,891,4091,137536,Arnold Hill Academy,ACC,0,1,,3,0,136,65%,1%,60%,25%,23%,0%,4%,136,65%,0,3,0,NA,NA,NA,0,NA,NA,NA,62%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,891,4107,136627,Carlton le Willows Academy,ACC,0,0,,3,-2,106,67%,1%,62%,27%,20%,0%,4%,106,67%,-2,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,891,4117,138832,Alderman White School,ACC,0,0,,3,-1,117,57%,0%,57%,13%,9%,0%,0%,112,59%,-1,3,5,SUPP,SUPP,SUPP,0,NA,NA,NA,41%,0%,41%,14%,SUPP,0%,0%
1,891,4121,122854,Chilwell School,FD,0,0,,3,10,54,80%,2%,78%,22%,22%,0%,0%,52,81%,10,3,0,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%
1,891,4226,138641,The Kimberley School,ACC,0,0,,3,-10,71,58%,1%,54%,14%,11%,1%,3%,71,58%,-10,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4328,136628,The West Bridgford School,ACC,0,0,,3,6,142,88%,1%,86%,56%,46%,1%,1%,142,88%,6,3,0,NA,NA,NA,0,NA,NA,NA,71%,SUPP,SUPP,SUPP,0%,SUPP,SUPP
1,891,4329,138482,Rushcliffe School,ACC,0,0,,3,3,132,86%,0%,85%,48%,41%,4%,1%,132,86%,3,3,0,NA,NA,NA,0,NA,NA,NA,100%,0%,SUPP,46%,31%,0%,SUPP
1,891,4404,136878,Toot Hill School,ACC,0,0,,3,2,151,77%,1%,73%,37%,27%,1%,3%,141,79%,1,3,8,63%,19,3,2,SUPP,SUPP,SUPP,83%,SUPP,67%,SUPP,SUPP,SUPP,SUPP
1,891,4408,137628,The Joseph Whitaker School,ACC,0,0,,3,1,82,68%,0%,67%,23%,20%,0%,1%,81,69%,1,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,56%,0%,SUPP,SUPP,0%,0%,SUPP
1,891,4413,138964,East Leake Academy,ACC,0,0,,3,5,65,72%,2%,68%,23%,20%,3%,3%,65,72%,5,3,0,NA,NA,NA,0,NA,NA,NA,80%,SUPP,SUPP,30%,SUPP,SUPP,SUPP
1,891,4452,137319,Tuxford Academy,ACC,0,0,,3,-6,114,65%,3%,61%,19%,15%,0%,2%,114,65%,-6,3,0,NA,NA,NA,0,NA,NA,NA,50%,SUPP,SUPP,0%,0%,0%,SUPP
1,891,4454,138191,The South Wolds Academy & Sixth Form,ACC,0,0,,3,9,71,82%,1%,76%,27%,23%,0%,4%,71,82%,9,3,0,NA,NA,NA,0,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,891,4456,138076,The Elizabethan Academy,ACC,0,0,,3,1,72,67%,1%,65%,14%,10%,0%,0%,68,69%,2,3,4,SUPP,SUPP,SUPP,0,NA,NA,NA,86%,SUPP,SUPP,43%,SUPP,0%,0%
1,891,4463,137763,The Brunts Academy,ACC,0,0,,3,5,91,75%,1%,73%,31%,24%,1%,1%,87,76%,5,3,4,SUPP,SUPP,SUPP,0,NA,NA,NA,60%,SUPP,SUPP,30%,30%,SUPP,SUPP
1,891,4617,137409,The Becket School,ACC,0,0,,3,-5,106,79%,0%,79%,47%,42%,1%,0%,106,79%,-5,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%
1,891,4635,137159,The National CofE Academy,ACC,0,0,,2,15,76,87%,1%,83%,22%,16%,0%,3%,75,88%,15,2,1,SUPP,SUPP,SUPP,0,NA,NA,NA,91%,SUPP,82%,27%,SUPP,0%,SUPP
1,891,4669,122898,Minster School,VA,0,0,,3,0,153,76%,2%,73%,35%,31%,1%,1%,153,76%,0,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4700,138810,Christ The King Voluntary Academy,ACC,0,0,,3,9,37,78%,0%,78%,22%,19%,0%,0%,37,78%,9,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,0%
1,891,4756,140698,All Saints Catholic Voluntary Academy,ACC,0,0,,3,-1,70,74%,1%,73%,19%,19%,3%,0%,70,74%,-1,3,0,NA,NA,NA,0,NA,NA,NA,50%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,891,5401,136291,George Spencer Academy and Technology College,ACC,0,0,,3,-2,143,72%,1%,71%,31%,23%,1%,0%,139,73%,-2,3,4,SUPP,SUPP,SUPP,0,NA,NA,NA,86%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,891,6905,135583,Samworth Church Academy,AC,0,0,,3,0,35,69%,3%,63%,11%,9%,0%,3%,34,71%,2,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,50%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,891,8003,130777,West Nottinghamshire College,General Further Education College,0,0,,4,-13,649,35%,1%,29%,5%,4%,0%,5%,321,43%,-16,4,281,30%,-9,4,47,13%,-11,3,28%,SUPP,22%,4%,4%,0%,SUPP
LA,891,,,,,,,,NA,-2,,60%,1%,55%,18%,15%,1%,5%,3473,66%,-3,NA,763,42%,3,NA,104,14%,-9,NA,62%,SUPP,57%,20%,16%,1%,SUPP
1,892,4000,137184,Nottingham Girls' Academy,AC,0,0,,3,9,47,70%,0%,68%,19%,17%,0%,2%,46,72%,10,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,62%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,892,4004,140984,Nottingham University Academy of Science and Technology,F,0,0,,3,16,19,63%,0%,58%,32%,21%,0%,5%,5,SUPP,SUPP,SUPP,14,57%,16,3,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP
1,892,4462,139765,The Nottingham Emmanuel School,ACC,0,0,,3,10,72,74%,0%,68%,14%,10%,0%,6%,71,75%,10,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,86%,0%,86%,14%,SUPP,0%,0%
1,892,4615,137798,Bluecoat Aspley Academy,ACC,0,0,,2,14,184,77%,1%,73%,21%,16%,2%,3%,158,80%,13,2,19,53%,9,3,7,57%,32,3,68%,SUPP,SUPP,13%,10%,0%,SUPP
1,892,5404,138341,The Trinity Catholic School A Voluntary Academy,ACC,0,0,,3,7,119,82%,0%,79%,39%,28%,1%,3%,119,82%,7,3,0,NA,NA,NA,0,NA,NA,NA,74%,0%,SUPP,26%,21%,SUPP,SUPP
1,892,6905,134253,Djanogly City Academy,AC,0,0,,3,-32,6,0%,0%,0%,0%,0%,0%,0%,3,SUPP,SUPP,SUPP,0,NA,NA,NA,3,SUPP,SUPP,SUPP,0%,0%,0%,0%,0%,0%,0%
1,892,6906,135761,Nottingham University Samworth Academy,AC,0,0,,3,-3,21,38%,0%,38%,5%,5%,0%,0%,15,40%,-6,3,6,33%,3,3,0,NA,NA,NA,27%,0%,27%,SUPP,SUPP,0%,0%
1,892,6907,135881,Nottingham Academy,AC,0,0,,3,2,132,66%,0%,62%,11%,6%,0%,4%,130,67%,3,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,54%,0%,SUPP,9%,SUPP,0%,SUPP
1,892,8001,130776,Nottingham College,General Further Education College,0,0,,3,-3,893,47%,1%,39%,6%,4%,0%,7%,569,52%,-7,4,244,44%,4,3,80,26%,0,3,46%,SUPP,37%,4%,4%,0%,SUPP
1,892,8601,130787,Bilborough College,Sixth Form College,0,0,,3,3,931,74%,1%,70%,29%,23%,1%,2%,924,74%,2,3,0,NA,NA,NA,7,57%,34,1,77%,SUPP,71%,24%,15%,0%,SUPP
LA,892,,,,,,,,NA,2,,63%,1%,58%,18%,14%,1%,4%,2056,68%,1,NA,287,44%,5,NA,97,30%,4,NA,65%,SUPP,60%,20%,16%,1%,SUPP
1,893,4001,141176,Sir John Talbot's School,AC,0,0,,3,9,18,67%,0%,67%,17%,6%,0%,0%,18,67%,9,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,0%
1,893,4391,139769,William Brookes School,ACC,0,0,,3,-7,62,63%,2%,58%,19%,16%,2%,3%,62,63%,-7,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,893,4394,140922,Idsall School,ACC,0,0,,3,4,101,77%,6%,69%,24%,21%,1%,2%,101,77%,4,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,893,4423,123580,The Grove School,FD,0,0,,3,5,44,70%,2%,68%,14%,11%,0%,0%,44,70%,5,3,0,NA,NA,NA,0,NA,NA,NA,56%,SUPP,SUPP,SUPP,SUPP,0%,0%
1,893,4427,142153,Oldbury Wells School,ACC,0,0,,3,4,62,68%,0%,65%,11%,8%,0%,3%,62,68%,4,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP
1,893,4437,136979,The Marches School,ACC,0,0,,1,20,48,92%,2%,90%,19%,19%,2%,0%,48,92%,20,1,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,893,4500,139143,Bridgnorth Endowed School,ACC,0,0,,3,1,47,68%,0%,66%,9%,6%,0%,2%,43,74%,6,3,4,SUPP,SUPP,SUPP,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP
1,893,4503,123589,"The Thomas Adams School, Wem",VC,0,0,,3,3,143,69%,1%,68%,21%,16%,0%,1%,143,69%,3,3,0,NA,NA,NA,0,NA,NA,NA,79%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,893,8600,130800,Shrewsbury Colleges Group,Sixth Form College,0,0,,3,1,754,72%,1%,70%,26%,21%,1%,2%,754,72%,1,3,0,NA,NA,NA,0,NA,NA,NA,57%,0%,57%,31%,29%,0%,0%
LA,893,,,,,,,,NA,0,,66%,1%,63%,20%,16%,SP,2%,1352,70%,1,NA,108,31%,-7,NA,23,13%,-9,NA,67%,1%,64%,20%,16%,1%,2%
1,894,4000,142067,Holy Trinity Academy,VA,0,0,,3,-3,24,63%,0%,63%,4%,4%,0%,0%,24,63%,-3,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,0%
1,894,4364,136516,Newport Girls' High School Academy,ACC,0,0,,3,4,64,92%,0%,92%,55%,38%,6%,0%,64,92%,4,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%
1,894,5400,137446,Haberdashers' Adams,ACC,0,0,,2,8,153,95%,1%,94%,72%,57%,7%,0%,153,95%,8,2,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,894,6900,123627,Thomas Telford School,CTC,0,0,,3,0,200,79%,5%,73%,35%,28%,2%,2%,200,79%,0,3,0,NA,NA,NA,0,NA,NA,NA,64%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,894,6905,135149,Madeley Academy,AC,0,0,,2,11,128,72%,1%,69%,20%,15%,0%,2%,117,74%,11,2,11,55%,11,3,0,NA,NA,NA,54%,SUPP,SUPP,13%,SUPP,0%,SUPP
1,894,6906,135582,Haberdashers Abraham Darby,AC,0,0,,3,6,61,67%,0%,67%,11%,8%,0%,0%,60,68%,7,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,58%,0%,58%,SUPP,SUPP,0%,0%
1,894,8000,130796,Telford College,General Further Education College,0,0,,4,-16,251,22%,SP,14%,0%,0%,0%,7%,93,24%,-22,5,120,22%,-14,4,38,16%,-7,3,17%,SUPP,11%,0%,0%,0%,SUPP
LA,894,,,,,,,,NA,-3,,59%,1%,56%,21%,16%,2%,2%,1085,66%,-2,NA,151,25%,-12,NA,49,18%,-5,NA,64%,SUPP,61%,25%,19%,SUPP,SUPP
1,895,4002,140813,Cheshire Studio School,SS,0,0,,3,0,28,54%,7%,39%,7%,7%,0%,7%,25,60%,5,3,3,SUPP,SUPP,SUPP,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,895,4116,140791,Tytherington School,ACC,0,0,,3,9,92,83%,1%,82%,39%,32%,1%,0%,92,83%,9,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,895,4121,140108,Alsager School,ACC,0,0,,3,-2,95,73%,3%,69%,33%,27%,0%,0%,95,73%,-2,3,0,NA,NA,NA,0,NA,NA,NA,50%,0%,50%,0%,0%,0%,0%
