RECTYPE,LEA,ESTAB,URN,SCHNAME,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8PUP,TP8ADJ,P8MEA,P8CILOW,P8CIUPP,P8MEA_ORIG,P8CILOW_ORIG,P8CIUPP_ORIG,PTL2BASICS_94,PTL2BASICS_95,EBACCAPS,PTEBACC_E_PTQ_EE,PTEBACC_94,PTEBACC_95,PT5EM_94,P8_BANDING
1,357,4604,139735,All Saints Catholic College,0,ACC,118,43,115,2,-0.24,-0.48,-0.01,-0.24,-0.48,-0.01,58.5%,31.4%,3.4,14.4%,7.6%,5.9%,51.7%,4
1,357,6003,135975,Ashlea House School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,357,5400,136273,Audenshaw School,0,ACC,182,53.8,180,0,0.4,0.21,0.59,0.4,0.21,0.59,87.9%,62.1%,4.51,22.5%,18.1%,10.4%,84.6%,2
1,357,4011,139294,Copley Academy,0,ACC,122,34.6,122,9,-1.01,-1.24,-0.79,-1.07,-1.3,-0.84,43.4%,23.0%,2.81,12.3%,7.4%,3.3%,41.0%,5
2,357,7005,106279,Cromwell High School,0,CYS,15,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,357,4028,135122,Denton Community College,0,CY,228,39.4,220,8,-0.43,-0.6,-0.26,-0.45,-0.63,-0.28,53.9%,32.9%,3.19,17.5%,9.2%,7.0%,47.8%,4
1,357,6906,135864,Droylsden Academy,0,AC,145,47.1,133,1,0.3,0.08,0.52,0.3,0.08,0.52,70.3%,40.7%,3.95,20.0%,13.1%,9.0%,66.9%,2
1,357,5402,136593,Fairfield High School for Girls,0,ACC,186,53.1,183,0,0.42,0.23,0.6,0.42,0.23,0.6,78.0%,57.5%,4.69,43.0%,39.8%,29.6%,75.3%,2
1,357,6905,135508,Great Academy Ashton,0,AC,237,38.5,224,1,-0.55,-0.72,-0.38,-0.55,-0.72,-0.38,47.3%,25.7%,3.3,8.4%,4.2%,3.0%,43.9%,5
2,357,6005,145290,Greater Manchester Alternative Provision,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,357,4025,106268,Hyde Community College,0,CY,194,39.6,185,2,-0.14,-0.32,0.05,-0.14,-0.33,0.05,51.0%,25.3%,3.17,12.9%,7.2%,3.1%,46.9%,3
1,357,4002,145894,Laurus Ryecroft,0,F
2,357,6056,130913,Lime Meadows,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,357,4023,144579,Longdendale High School,0,ACC,145,43.7,141,3,-0.46,-0.67,-0.25,-0.51,-0.72,-0.29,55.2%,40.7%,3.62,63.4%,13.8%,9.0%,51.7%,4
1,357,4018,106266,Mossley Hollins High School,0,CY,153,49.9,152,1,-0.04,-0.24,0.17,-0.04,-0.25,0.17,76.5%,50.3%,4.53,53.6%,36.6%,20.9%,69.3%,3
1,357,4001,144622,Rayner Stephens High School,0,AC,120,32.2,119,5,-1.16,-1.39,-0.93,-1.17,-1.4,-0.93,43.3%,20.8%,2.64,35.8%,13.3%,4.2%,30.8%,5
1,357,4602,106270,St Damian's RC Science College,0,VA,153,54.6,153,0,0.23,0.03,0.44,0.23,0.03,0.44,80.4%,57.5%,5.1,79.1%,54.2%,37.9%,77.1%,2
1,357,4603,106271,St Thomas More RC College,0,VA,150,49.1,148,0,-0.01,-0.22,0.2,-0.01,-0.22,0.2,74.7%,54.7%,4.37,58.7%,40.7%,21.3%,68.7%,3
2,357,7006,106280,Samuel Laycock School,0,CYS,23,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,357,6000,106276,Trinity School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,357,5401,137020,West Hill School,0,ACC,168,43.1,164,3,-0.61,-0.81,-0.42,-0.62,-0.82,-0.42,63.1%,37.5%,3.55,7.7%,7.1%,5.4%,57.1%,5
4,357,,,,,,2486,44,2420,35,-0.22,-0.28,-0.17,-0.23,-0.29,-0.18,62.9%,39.7%,3.74,29.7%,18.4%,11.5%,58.0%,4
1,358,6018,134469,Afifah School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,358,4024,138614,Altrincham College,0,ACC,161,45.7,155,1,-0.22,-0.43,-0.02,-0.23,-0.43,-0.02,72.7%,45.3%,3.65,13.7%,9.3%,3.1%,68.3%,4
1,358,5404,136458,Altrincham Grammar School for Boys,0,ACC,170,77.8,130,1,0.84,0.62,1.06,0.82,0.59,1.04,97.6%,96.5%,7.22,61.8%,58.8%,55.3%,97.6%,1
1,358,5407,137289,Altrincham Grammar School for Girls,0,ACC,206,78.4,171,1,0.91,0.72,1.1,0.9,0.7,1.1,100.0%,99.0%,7.75,99.0%,93.7%,88.8%,99.5%,1
1,358,5401,138123,Ashton-on-Mersey School,0,ACC,253,46.1,239,8,-0.49,-0.66,-0.33,-0.53,-0.69,-0.36,73.9%,47.8%,3.99,37.2%,21.7%,12.3%,66.4%,4
1,358,5403,106376,Blessed Thomas Holford Catholic College,0,VA,193,47.7,190,0,0.18,0,0.37,0.18,0,0.37,78.8%,47.2%,3.95,33.2%,15.5%,9.3%,71.5%,3
2,358,7001,106391,Brentwood School,0,CYS,11,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,358,4012,138124,Broadoak School,0,ACC,79,40.6,77,0,-0.15,-0.43,0.14,-0.15,-0.44,0.15,53.2%,27.8%,3.22,30.4%,6.3%,2.5%,49.4%,3
2,358,7009,131885,Egerton High School,0,CYS,20,3.5,20,0,-3.02,-3.58,-2.45,-3.02,-3.59,-2.44,0.0%,0.0%,0.15,0.0%,0.0%,0.0%,0.0%,5
2,358,6019,136239,Fairfield House School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,358,4014,136965,Flixton Girls School,0,ACC,170,45.8,165,0,-0.13,-0.33,0.07,-0.13,-0.33,0.07,62.9%,32.9%,3.87,47.6%,18.8%,7.6%,60.0%,3
1,358,5901,138464,Loreto Grammar School,0,ACC,157,73.2,134,0,0.81,0.59,1.03,0.81,0.59,1.03,100.0%,99.4%,6.9,86.6%,84.1%,72.6%,100.0%,1
1,358,4015,106365,Lostock High School,0,CY,66,37,56,1,-0.82,-1.15,-0.48,-0.82,-1.16,-0.47,51.5%,30.3%,3.29,16.7%,10.6%,6.1%,37.9%,5
2,358,7008,142288,Manor Academy Sale,0,ACCS,24,0.3,24,0,-1.95,-2.46,-1.43,-1.95,-2.47,-1.42,0.0%,0.0%,0.03,0.0%,0.0%,0.0%,0.0%,5
1,358,6003,143104,North Cestrian School,0,F,69,49.4,52,1,0.02,-0.33,0.37,-0.01,-0.36,0.35,79.7%,46.4%,4.24,17.4%,17.4%,13.0%,75.4%,3
1,358,5900,138134,Saint Ambrose College,0,ACC,138,68.8,117,0,0.42,0.19,0.66,0.42,0.19,0.66,99.3%,95.7%,6.06,43.5%,40.6%,32.6%,99.3%,2
1,358,4602,106372,St Antony's Catholic College,0,VA,101,41,99,1,-0.3,-0.56,-0.05,-0.31,-0.56,-0.05,58.4%,28.7%,3.13,6.9%,2.0%,1.0%,56.4%,4
2,358,7503,106167,St John Vianney School,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,358,4029,136498,Sale Grammar School,0,ACC,180,71.9,172,1,0.46,0.27,0.65,0.44,0.25,0.64,99.4%,97.2%,6.82,85.6%,75.0%,60.6%,99.4%,2
1,358,5402,106375,Sale High School,0,FD,118,47.4,108,1,-0.06,-0.3,0.18,-0.06,-0.31,0.19,70.3%,36.4%,4.1,23.7%,20.3%,14.4%,64.4%,3
1,358,4025,106368,Stretford Grammar School,0,FD,127,67.7,125,0,0.53,0.3,0.75,0.53,0.3,0.76,97.6%,92.9%,6.21,62.2%,58.3%,46.5%,97.6%,1
1,358,4028,106370,Stretford High School,0,FD,156,47.9,147,0,0.24,0.03,0.45,0.24,0.03,0.45,66.7%,43.6%,3.84,17.3%,12.8%,5.8%,62.8%,2
1,358,5405,136297,Urmston Grammar Academy,0,ACC,150,70,143,2,0.17,-0.04,0.38,0.16,-0.05,0.38,99.3%,91.3%,6.64,76.0%,72.0%,60.7%,98.0%,3
1,358,4016,136378,Wellacre Technology Academy,0,ACC,133,43.9,130,0,-0.21,-0.43,0.01,-0.21,-0.44,0.01,62.4%,32.3%,3.34,9.0%,3.8%,3.0%,57.1%,3
1,358,5400,136377,Wellington School,0,ACC,237,54.5,237,5,0.3,0.14,0.46,0.28,0.11,0.44,84.8%,55.3%,5.08,69.6%,42.6%,27.4%,81.0%,2
4,358,,,,,,2925,56,2708,22,0.11,0.06,0.16,0.1,0.05,0.15,80.0%,62.0%,4.99,47.8%,37.8%,29.8%,76.9%,2
1,359,4005,138233,Atherton Community School,0,F,70,36.6,67,2,-0.92,-1.23,-0.62,-0.99,-1.31,-0.68,48.6%,17.1%,3.21,54.3%,11.4%,2.9%,32.9%,5
1,359,4019,106523,Bedford High School,0,CY,180,39.1,175,3,-0.43,-0.62,-0.24,-0.45,-0.64,-0.25,52.8%,25.0%,3.22,7.2%,5.6%,3.3%,42.8%,4
1,359,4501,138699,The Byrchall High School,0,ACC,151,48.7,147,0,-0.02,-0.22,0.19,-0.02,-0.23,0.19,74.8%,53.0%,4.25,60.3%,24.5%,15.9%,64.2%,3
2,359,6009,135557,Cambian Tyldesley School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,359,4015,106521,Cansfield High School,0,CY,170,44.6,168,0,-0.38,-0.57,-0.18,-0.38,-0.57,-0.18,63.5%,36.5%,3.78,12.4%,8.8%,6.5%,53.5%,4
1,359,4012,146797,Dean Trust Rose Bridge,0,AC
1,359,4010,144519,Dean Trust Wigan,0,AC,129,40.3,126,2,-0.71,-0.93,-0.49,-0.71,-0.94,-0.48,47.3%,31.0%,3.32,14.0%,13.2%,10.1%,46.5%,5
1,359,4608,106534,The Deanery Church of England High School and Sixth Form College,0,VA,225,40.5,218,4,-0.38,-0.55,-0.2,-0.39,-0.57,-0.22,48.0%,28.4%,3.28,7.6%,6.2%,4.0%,44.4%,4
1,359,4025,137448,Fred Longworth High School,0,ACC,242,47.6,240,1,-0.22,-0.38,-0.06,-0.22,-0.39,-0.06,67.8%,44.2%,4.12,30.2%,24.4%,17.4%,64.0%,4
1,359,4022,106525,Golborne High School,0,FD,159,54,156,0,0.58,0.37,0.78,0.58,0.37,0.78,76.7%,57.2%,4.91,60.4%,49.1%,35.8%,72.3%,1
1,359,4035,138110,Hawkley Hall High School,0,ACC,191,47.7,191,2,-0.29,-0.47,-0.11,-0.3,-0.49,-0.11,67.0%,42.4%,3.77,8.4%,5.8%,4.7%,61.3%,4
1,359,4026,106528,Hindley High School,0,FD,177,42,174,4,-0.52,-0.71,-0.33,-0.53,-0.72,-0.34,53.1%,29.9%,3.65,42.9%,14.7%,6.8%,46.3%,5
2,359,7002,106543,Hope School,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,359,7001,134297,"Landgate School, Bryn",0,CYS,8,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,359,4002,137783,Lowton Church of England High School,0,FD,91,46.7,91,0,-0.16,-0.43,0.1,-0.16,-0.43,0.11,73.6%,31.9%,3.79,13.2%,11.0%,7.7%,69.2%,3
2,359,7023,135199,Newbridge Learning Community,0,CYS,22,8.5,22,0,-2.53,-3.07,-2,-2.53,-3.08,-1.99,0.0%,0.0%,0.73,0.0%,0.0%,0.0%,0.0%,5
2,359,7022,131530,Oakfield High School and College,0,CYS,18,5.5,17,0,-1.45,-2.06,-0.84,-1.45,-2.07,-0.83,0.0%,0.0%,0.47,0.0%,0.0%,0.0%,0.0%,5
2,359,6000,137821,The Parks,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,359,6002,145187,Progress Schools - Wigan,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,359,4007,141746,Rose Bridge Academy,1,AC,119,37.2,113,5,-0.79,-1.03,-0.55,-0.8,-1.04,-0.55,44.5%,23.5%,2.68,0.8%,0.8%,0.8%,38.7%,5
1,359,4805,106540,"St Edmund Arrowsmith Catholic High School, Ashton-in-Makerfield",0,VA,237,52.2,233,0,-0.05,-0.22,0.11,-0.05,-0.22,0.12,78.1%,46.8%,4.48,34.6%,30.8%,19.8%,76.4%,3
1,359,4609,106535,St John Fisher Catholic High School,0,VA,187,41.2,185,3,-0.7,-0.89,-0.52,-0.72,-0.91,-0.53,58.3%,32.1%,3.56,39.6%,17.6%,7.5%,54.5%,5
1,359,4615,106538,St Mary's Catholic High School,0,VA,238,48.5,235,0,-0.26,-0.43,-0.1,-0.26,-0.43,-0.1,69.3%,43.7%,4.19,31.5%,27.7%,18.5%,63.4%,4
1,359,4614,106537,St Peter's Catholic High School,0,VA,182,50.1,182,1,-0.35,-0.53,-0.16,-0.35,-0.54,-0.16,76.4%,48.9%,4.35,36.3%,30.2%,19.8%,70.3%,4
1,359,4027,106529,Shevington High School,0,CY,127,49.8,122,1,-0.24,-0.46,-0.01,-0.25,-0.48,-0.01,74.8%,52.0%,4.3,37.8%,28.3%,18.1%,69.3%,4
1,359,4034,143812,Standish Community High School,0,ACC,246,54.5,245,0,0.21,0.05,0.37,0.21,0.04,0.37,84.6%,60.2%,4.26,6.5%,6.5%,5.3%,80.5%,2
1,359,4011,146087,The Westleigh School,0,AC,140,38.1,138,0,-0.44,-0.66,-0.23,-0.44,-0.66,-0.22,50.0%,25.7%,3.09,10.0%,2.1%,0.7%,45.0%,4
1,359,4006,138229,Wigan UTC,0,UTC,39,32.8,39,5,-1.14,-1.54,-0.74,-1.21,-1.62,-0.8,43.6%,25.6%,2.62,0.0%,0.0%,0.0%,30.8%,SUPP
4,359,,,,,,3353,45.2,3297,31,-0.32,-0.36,-0.27,-0.32,-0.37,-0.28,63.7%,39.2%,3.8,25.3%,16.9%,11.1%,58.1%,4
1,370,6905,131749,Barnsley Academy,0,AC,165,44.7,160,1,0,-0.2,0.2,0,-0.21,0.2,53.9%,36.4%,3.72,46.1%,25.5%,12.7%,52.7%,3
1,370,4012,146320,Darton Academy,0,AC
1,370,4025,106651,Darton College,1,CY,223,49.8,222,0,0.39,0.22,0.56,0.39,0.22,0.56,72.2%,54.3%,4.17,17.5%,11.2%,8.5%,65.9%,2
1,370,4037,106656,The Dearne Advanced Learning Centre,0,CY,180,43.4,179,1,-0.22,-0.41,-0.03,-0.23,-0.42,-0.03,65.0%,41.1%,3.64,28.3%,15.0%,7.2%,53.9%,4
2,370,6005,135376,Dove School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,370,7009,141704,Greenacre School,0,ACCS,28,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,370,4011,144606,Holy Trinity Catholic and Church of England School,0,AC,126,42.9,125,1,0.02,-0.2,0.25,0.02,-0.21,0.25,63.5%,31.7%,3.67,16.7%,11.1%,6.3%,57.1%,3
1,370,4805,136404,Horizon Community College,0,VC,342,45,327,0,0.1,-0.04,0.23,0.1,-0.05,0.24,56.4%,33.9%,3.86,57.3%,25.4%,14.3%,54.4%,3
1,370,4008,140979,Kirk Balk Academy,0,AC,197,46.1,197,0,-0.01,-0.18,0.17,-0.01,-0.19,0.18,75.1%,55.8%,3.79,40.1%,13.7%,8.1%,65.5%,3
1,370,4009,143907,Netherwood Academy,0,AC,209,36.9,205,6,-0.81,-0.98,-0.63,-0.83,-1.01,-0.65,50.7%,26.8%,3.07,18.7%,10.5%,5.3%,43.5%,5
1,370,4002,139210,Outwood Academy Carlton,0,AC,155,41.1,149,2,-0.08,-0.29,0.12,-0.09,-0.3,0.12,61.9%,40.0%,3.39,4.5%,1.9%,1.3%,55.5%,3
1,370,4003,139211,Outwood Academy Shafton,0,AC,185,41.7,185,2,-0.13,-0.31,0.06,-0.13,-0.32,0.06,60.0%,37.3%,3.21,8.6%,5.4%,2.7%,53.5%,3
2,370,6000,142320,Park House School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,370,4027,106653,Penistone Grammar School,0,CY,272,52.3,271,1,0.17,0.01,0.32,0.16,0.01,0.32,76.5%,55.1%,4.59,36.4%,25.7%,19.9%,71.7%,2
2,370,6004,106965,The Robert Ogden School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,370,7010,141563,Springwell Special Academy,0,ACCS,13,10.9,13,0,-2.07,-2.76,-1.37,-2.07,-2.78,-1.35,7.7%,0.0%,0.49,0.0%,0.0%,0.0%,0.0%,5
4,370,,,,,,2097,44,2061,14,-0.07,-0.13,-0.02,-0.08,-0.13,-0.02,62.5%,40.9%,3.69,29.7%,15.6%,9.4%,56.7%,4
1,371,4021,138314,Armthorpe Academy,0,ACC,84,45.3,82,1,0.11,-0.16,0.39,0.1,-0.18,0.39,69.0%,33.3%,3.53,9.5%,3.6%,2.4%,60.7%,3
1,371,4000,137066,Ash Hill Academy,0,AC,108,43.2,104,1,-0.1,-0.34,0.15,-0.1,-0.35,0.15,58.3%,33.3%,3.61,9.3%,7.4%,3.7%,56.5%,3
1,371,4010,146370,Astrea Academy Woodfields,0,AC,163,32.3,150,4,-0.79,-1,-0.59,-0.81,-1.01,-0.6,38.0%,23.3%,2.63,9.8%,1.8%,0.6%,33.7%,5
1,371,4036,138116,Campsmount Academy,0,ACC,120,44.5,120,6,-0.48,-0.71,-0.25,-0.51,-0.75,-0.28,55.8%,37.5%,3.71,19.2%,12.5%,8.3%,52.5%,4
2,371,7014,135546,Coppice School,0,CYS,6,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,371,6906,135942,De Warenne Academy,0,AC,121,43.1,121,1,0.28,0.05,0.5,0.27,0.04,0.51,61.2%,35.5%,3.39,6.6%,4.1%,3.3%,56.2%,2
1,371,4029,137472,Don Valley Academy,0,ACC,146,43.9,143,1,-0.09,-0.3,0.13,-0.09,-0.3,0.13,63.7%,41.1%,3.43,11.0%,7.5%,4.8%,55.5%,3
2,371,7002,106818,Doncaster School for the Deaf,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,371,6011,106817,Fullerton House School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,371,4062,137842,Hall Cross Academy,0,ACC,260,46.1,242,2,0.16,0,0.32,0.16,0,0.33,58.5%,40.4%,3.53,8.8%,6.2%,5.0%,58.1%,3
1,371,5400,136672,The Hayfield School,0,ACC,176,53,175,0,0.2,0.01,0.39,0.2,0.01,0.39,81.8%,59.1%,4.81,48.9%,39.2%,29.0%,75.0%,2
2,371,7012,135544,Heatherwood School,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,371,6000,106812,Hill House School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,371,4040,137899,Hungerhill School,0,ACC,221,47.8,220,2,0.11,-0.06,0.28,0.11,-0.06,0.28,71.5%,36.2%,4.2,51.6%,25.8%,14.0%,66.5%,3
1,371,4012,146639,The Laurel Academy,0,AC
1,371,4606,140865,The McAuley Catholic High School,0,ACC,266,45.7,258,4,-0.18,-0.33,-0.02,-0.19,-0.35,-0.03,66.5%,40.2%,4.05,68.8%,26.7%,15.0%,61.3%,4
1,371,4004,141354,Mexborough Academy,1,AC,149,37.6,148,4,-0.31,-0.52,-0.1,-0.33,-0.54,-0.12,48.3%,28.9%,3.21,21.5%,15.4%,8.7%,42.3%,4
2,371,6001,140816,North Bridge Enterprise College,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,371,7016,135548,North Ridge Community School,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,371,6907,135963,Outwood Academy Adwick,0,AC,193,41.6,191,2,-0.02,-0.2,0.16,-0.03,-0.21,0.16,62.7%,31.1%,3.4,10.9%,7.3%,2.6%,52.3%,3
1,371,4007,143938,Outwood Academy Danum,0,AC,185,46.4,173,2,0.41,0.22,0.6,0.41,0.21,0.6,69.7%,48.6%,3.83,14.1%,10.3%,8.1%,61.1%,2
2,371,7000,144346,Pennine View School,0,ACS,18,0.6,17,0,-1.74,-2.35,-1.13,-1.74,-2.36,-1.12,0.0%,0.0%,0.05,0.0%,0.0%,0.0%,0.0%,5
1,371,4033,137603,Ridgewood School,0,ACC,226,48,220,3,-0.08,-0.25,0.09,-0.09,-0.26,0.08,69.9%,47.8%,3.91,15.9%,11.9%,8.4%,67.3%,3
1,371,4608,136675,Rossington All Saints Academy,0,AC,113,48.9,110,2,0.58,0.34,0.82,0.58,0.33,0.82,70.8%,52.2%,4.25,36.3%,29.2%,23.9%,65.5%,1
1,371,4008,144364,Sir Thomas Wharton Academy,0,ACC,164,44.5,160,1,-0.52,-0.72,-0.33,-0.53,-0.73,-0.32,67.1%,40.2%,3.58,14.6%,7.3%,3.7%,62.2%,5
2,371,7015,135547,Stone Hill School,0,CYS,15,1.2,15,0,-1.69,-2.34,-1.05,-1.69,-2.36,-1.03,0.0%,0.0%,0.1,0.0%,0.0%,0.0%,0.0%,5
1,371,6905,135007,Trinity Academy,0,AC,205,40.4,200,4,-0.39,-0.57,-0.22,-0.41,-0.59,-0.23,53.2%,23.9%,3.53,42.4%,22.9%,10.2%,46.3%,4
2,371,6005,106814,Wilsic Hall School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,371,4006,143916,XP East,0,F
1,371,4003,140964,XP School,0,F,50,52,50,0,0.22,-0.14,0.57,0.22,-0.15,0.58,64.0%,34.0%,5,86.0%,28.0%,16.0%,62.0%,3
4,371,,,,,,3003,43.8,2919,39,-0.1,-0.14,-0.05,-0.1,-0.15,-0.06,61.9%,37.9%,3.67,26.5%,14.9%,9.2%,56.7%,4
2,372,7002,142768,Abbey School,0,ACS,16,6.1,16,0,-1.31,-1.93,-0.68,-1.31,-1.95,-0.66,0.0%,0.0%,0.48,0.0%,0.0%,0.0%,0.0%,5
1,372,4021,136718,Aston Academy,0,ACC,291,48.3,290,1,-0.23,-0.38,-0.08,-0.23,-0.38,-0.08,72.2%,53.3%,4.28,67.4%,29.9%,16.8%,67.0%,4
1,372,4024,136301,Brinsworth Academy,0,ACC,227,42.8,221,3,-0.44,-0.61,-0.27,-0.46,-0.63,-0.28,52.4%,29.5%,3.8,48.5%,26.4%,17.6%,47.1%,4
1,372,4005,143545,Clifton Community School,0,AC,151,36.7,139,1,0.23,0.02,0.44,0.23,0.01,0.45,40.4%,21.2%,2.65,4.0%,2.6%,2.0%,38.4%,2
1,372,4022,141730,Dinnington High School,0,ACC,173,40.3,172,2,-0.37,-0.57,-0.18,-0.38,-0.58,-0.18,53.2%,27.7%,3.21,17.9%,12.1%,8.1%,50.9%,4
2,372,7011,142795,Hilltop School,0,ACCS,6,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,372,7003,142797,Kelford School,0,ACCS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,372,6905,136042,Maltby Academy,0,AC,181,43.2,178,3,-0.26,-0.45,-0.07,-0.27,-0.46,-0.08,58.0%,37.6%,3.65,39.8%,23.8%,16.6%,55.8%,4
2,372,7006,144196,Milton School,0,ACCS,13,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,372,7000,106966,Newman School,0,CYS,16,0.9,15,0,-2.7,-3.35,-2.06,-2.7,-3.37,-2.04,0.0%,0.0%,0.1,0.0%,0.0%,0.0%,0.0%,5
1,372,4003,140459,Oakwood High School,0,ACC,203,48.7,198,2,-0.27,-0.45,-0.09,-0.27,-0.46,-0.09,69.5%,41.9%,4.06,29.6%,20.7%,13.8%,65.0%,4
1,372,4002,140553,Rawmarsh Community School,0,AC,163,44.8,162,2,0.02,-0.17,0.22,0.02,-0.18,0.22,49.7%,28.2%,3.42,5.5%,4.3%,3.1%,47.2%,3
1,372,4800,138329,St Bernard's Catholic High School,0,ACC,129,46.3,126,1,0,-0.23,0.22,-0.01,-0.24,0.22,61.2%,39.5%,3.82,27.9%,15.5%,9.3%,58.9%,3
1,372,4601,106962,Saint Pius X Catholic High School A Specialist School in Humanities,0,VA,128,44.9,126,0,-0.07,-0.29,0.16,-0.07,-0.3,0.16,59.4%,34.4%,3.89,30.5%,17.2%,8.6%,55.5%,3
1,372,4004,143141,Swinton Academy,0,AC,136,48,132,1,0.18,-0.04,0.4,0.17,-0.05,0.4,68.4%,47.1%,4.11,25.0%,19.1%,14.7%,64.7%,3
1,372,4020,140254,Thrybergh Academy and Sports College,0,ACC,82,34.8,79,1,-0.67,-0.95,-0.38,-0.72,-1.01,-0.43,35.4%,18.3%,2.5,13.4%,6.1%,2.4%,30.5%,5
1,372,4025,136331,Wales High School,0,ACC,248,46.4,242,1,-0.28,-0.44,-0.12,-0.28,-0.45,-0.12,63.3%,40.7%,4.23,60.1%,31.5%,17.3%,59.3%,4
1,372,4007,145848,Wath Academy,0,AC
1,372,4017,106954,Wath Comprehensive School : A Language College,1,FD,277,44.6,272,6,-0.13,-0.28,0.02,-0.14,-0.3,0.01,54.5%,39.7%,3.87,46.2%,33.9%,24.5%,52.7%,3
1,372,4018,140646,Wickersley School and Sports College,0,ACC,336,51,330,1,0.24,0.1,0.37,0.24,0.1,0.38,74.1%,51.5%,4.17,12.8%,11.0%,8.6%,71.1%,2
2,372,7009,106970,The Willows School,0,CYS,15,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,372,4011,139992,Wingfield Academy,0,ACC,143,48.5,139,1,0.2,-0.01,0.42,0.2,-0.02,0.42,65.0%,40.6%,3.86,18.9%,11.9%,7.7%,63.6%,3
1,372,4010,141853,Winterhill School,0,ACC,201,42.5,193,0,0,-0.18,0.19,0,-0.18,0.19,54.7%,33.8%,3.23,14.9%,5.5%,3.5%,51.7%,3
4,372,,,,,,3140,44.3,3062,26,-0.14,-0.19,-0.1,-0.15,-0.2,-0.1,58.8%,37.7%,3.69,31.2%,18.3%,11.8%,55.6%,4
1,373,6030,134574,Al Huda Academy (Jamia Al-Hudaa),0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
