2018 KS5 excel and csv download data files: field names and descriptions,,,,,,
 '.' indicates that a field is intentionally null/blank,,,,,,
"Note: This publication now includes the retention, and continuation and attainment data.",,,,,,
,,,,,,
Column,Field Name,Field description,Null/blank field for Rectype 1,Null/blank field for Rectype 3,Null/blank field for Rectype 4,Null/blank field for Rectype 5 or 7
YL,VA_INS_AGEN_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YM,UCI_INS_AGEN_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
YN,UCI_INS_AGEN_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YO,UCI_INS_AGEN_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YP,LCI_INS_AGEN_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
YQ,LCI_INS_AGEN_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YR,LCI_INS_AGEN_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YS,T_INSCOPE_ALEV_RET_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
YT,T_INSCOPE_ALEV_RET_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YU,T_INSCOPE_ALEV_RET_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YV,PT_RETAINED_ALEV_RET_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
YW,PT_RETAINED_ALEV_RET_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YX,PT_RETAINED_ALEV_RET_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YY,T_INSCOPE_ACAD_RET_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
YZ,T_INSCOPE_ACAD_RET_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZA,T_INSCOPE_ACAD_RET_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZB,PT_RETAINED_ACAD_RET_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
ZC,PT_RETAINED_ACAD_RET_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZD,PT_RETAINED_ACAD_RET_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZE,T_INSCOPE_AGEN_RET_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
ZF,T_INSCOPE_AGEN_RET_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZG,T_INSCOPE_AGEN_RET_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZH,PT_RETAINED_AGEN_RET_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
ZI,PT_RETAINED_AGEN_RET_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZJ,PT_RETAINED_AGEN_RET_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZK,T_INSCOPE_TLEV_RET_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
ZL,T_INSCOPE_TLEV_RET_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZM,T_INSCOPE_TLEV_RET_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZN,PT_RETAINED_TLEV_RET_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
ZO,PT_RETAINED_TLEV_RET_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZP,PT_RETAINED_TLEV_RET_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZQ,T_INSCOPE_TECHCERT_RET_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
ZR,T_INSCOPE_TECHCERT_RET_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZS,T_INSCOPE_TECHCERT_RET_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZT,PT_RETAINED_TECHCERT_RET_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
ZU,PT_RETAINED_TECHCERT_RET_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZV,PT_RETAINED_TECHCERT_RET_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZW,T_INSCOPE_L2VOC_RET_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
ZX,T_INSCOPE_L2VOC_RET_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZY,T_INSCOPE_L2VOC_RET_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ZZ,PT_RETAINED_L2VOC_RET_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
AAA,PT_RETAINED_L2VOC_RET_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
AAB,PT_RETAINED_L2VOC_RET_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
