RECTYPE,LEA,ESTAB,URN,SCHNAME,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8PUP,TP8ADJ,P8MEA,P8CILOW,P8CIUPP,P8MEA_ORIG,P8CILOW_ORIG,P8CIUPP_ORIG,PTL2BASICS_94,PTL2BASICS_95,EBACCAPS,PTEBACC_E_PTQ_EE,PTEBACC_94,PTEBACC_95,PT5EM_94,P8_BANDING
1,919,5401,136276,Watford Grammar School for Boys,0,ACC,185,69.6,160,0.00,0.74,0.55,0.94,0.74,0.54,0.94,95%,87%,6.85,99%,81%,67%,94%,1
1,891,4091,137536,Arnold Hill Academy,0,ACC,245,51.1,243,3.00,0.14,-0.02,0.30,0.14,-0.03,0.30,73%,52%,4.57,39%,26%,19%,71%,3
1,933,5400,137313,Sexey's School,0,ACC,64,51.4,50,0.00,0.29,-0.06,0.64,0.29,-0.07,0.65,70%,48%,4.55,41%,33%,23%,67%,3
1,908,4158,136524,Camborne Science and International Academy,0,ACC,211,45.1,208,2.00,-0.17,-0.35,0.00,-0.18,-0.35,0.00,60%,35%,3.64,16%,8%,5%,57%,3
1,823,4079,137948,Samuel Whitbread Academy,0,ACC,419,47.0,409,4.00,-0.20,-0.33,-0.08,-0.22,-0.34,-0.09,69%,42%,3.82,11%,5%,3%,62%,NA
1,382,5401,136283,Heckmondwike Grammar School,0,ACC,162,72.6,154,0.00,0.50,0.30,0.70,0.50,0.30,0.70,99%,96%,6.77,86%,69%,50%,99%,1
1,303,4603,136538,"Trinity Church of England School, Belvedere",0,ACC,167,41.8,156,1.00,-0.32,-0.52,-0.13,-0.33,-0.53,-0.13,53%,30%,3.67,57%,25%,12%,50%,4
1,896,4623,136543,The Bishops' Blue Coat Church of England High School,0,ACC,167,42.9,158,5.00,-0.48,-0.68,-0.29,-0.53,-0.73,-0.33,51%,36%,3.73,16%,10%,8%,47%,4
1,894,4364,136516,Newport Girls' High School Academy,0,ACC,82,75.2,69,0.00,0.58,0.28,0.88,0.58,0.28,0.88,100%,100%,7.33,88%,87%,80%,100%,1
1,881,4020,137937,The Thomas Lord Audley School,0,ACC,148,38.0,140,1.00,-0.36,-0.57,-0.15,-0.37,-0.58,-0.15,50%,26%,3.23,11%,10%,7%,45%,4
1,850,5411,137345,Oaklands Catholic School,0,ACC,221,50.1,217,1.00,0.09,-0.08,0.26,0.09,-0.08,0.26,70%,48%,4.56,65%,32%,20%,67%,3
1,825,4000,137280,Chiltern Hills Academy,0,AC,125,45.4,119,0.00,0.03,-0.20,0.25,0.03,-0.20,0.26,62%,37%,3.84,39%,22%,16%,53%,3
1,380,4004,137277,Dixons Kings Academy,0,F,173,57.4,171,1.00,1.04,0.85,1.23,1.03,0.83,1.22,84%,61%,5.30,89%,68%,46%,83%,1
2,860,6029,131004,Options Trent Acres School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,6099,131171,Darwin School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,886,7069,131748,The Wyvern School (Buxford),0,FDS,14,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,331,7021,131574,Woodfield,0,CYS,20,10.1,18,0.00,-2.03,-2.62,-1.45,-2.03,-2.63,-1.44,10%,0%,0.38,0%,0%,0%,10%,5
1,353,4008,145723,Oasis Academy Leesbrook,0,F
2,850,7001,133581,Prospect School,0,CYS,7,1.7,6,0.00,-2.20,-3.22,-1.19,-2.20,-3.24,-1.17,0%,0%,0.14,0%,0%,0%,0%,5
2,886,6063,119013,Learning Opportunities Centre Secondary,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,886,6070,119021,Brewood Secondary School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,6096,130902,The Birches,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,213,6905,130912,Paddington Academy,0,AC,173,54.1,168,1.00,0.79,0.60,0.98,0.78,0.58,0.97,80%,56%,5.12,60%,51%,35%,77%,1
1,873,8005,130610,Cambridge Regional College,0,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,380,4112,132217,Parkside School,0,FD,164,43.5,161,0.00,-0.08,-0.28,0.11,-0.08,-0.28,0.12,57%,38%,3.40,11%,6%,4%,50%,3
2,353,6019,131751,Elland House School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,926,6153,134455,Focus School - Swaffham Campus,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,356,6030,134493,Focus School - Stockport Campus,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,384,6120,131136,Denby Grange School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,830,6033,131327,The Linnet Independent Learning Centre,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,353,4010,146316,Royton and Crompton School,0,AC
1,311,4014,145944,St Edward's Church of England Academy,0,AC
1,882,5447,137310,St Thomas More High School,0,ACC,149,52.1,146,1.00,0.43,0.23,0.64,0.43,0.22,0.64,80%,56%,4.34,20%,11%,7%,79%,2
1,931,4141,137993,Faringdon Community College,0,ACC,186,52.8,177,2.00,0.17,-0.02,0.35,0.16,-0.03,0.35,74%,52%,4.78,54%,32%,24%,72%,3
2,855,6040,144619,Clovelly House School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,830,4005,142042,St Philip Howard Catholic Voluntary Academy,0,AC,78,45.1,77,0.00,-0.21,-0.49,0.07,-0.21,-0.50,0.08,62%,40%,3.64,40%,23%,17%,54%,3
1,909,5407,137251,Appleby Grammar School,0,ACC,79,41.5,79,1.00,-0.06,-0.34,0.22,-0.11,-0.39,0.18,53%,37%,3.74,41%,29%,18%,51%,3
1,303,5401,138650,St Columba's Catholic Boys' School,0,ACC,100,45.2,93,1.00,0.09,-0.17,0.34,0.08,-0.18,0.35,61%,38%,3.94,19%,15%,13%,59%,3
1,931,4145,139528,St Gregory the Great Catholic School,0,ACC,185,35.9,165,4.00,-0.52,-0.71,-0.33,-0.54,-0.73,-0.34,42%,26%,2.92,12%,9%,8%,37%,5
1,372,4003,140459,Oakwood High School,0,ACC,206,46.5,201,1.00,-0.16,-0.33,0.02,-0.16,-0.34,0.02,65%,34%,3.84,16%,14%,8%,62%,3
1,925,4004,138638,Kesteven and Grantham Girls' School,0,ACC,176,66.6,172,0.00,0.59,0.41,0.78,0.59,0.40,0.79,98%,88%,5.93,54%,53%,46%,98%,1
1,334,4012,137007,Langley School,0,ACC,198,49.6,190,3.00,-0.02,-0.20,0.16,-0.05,-0.24,0.13,70%,52%,4.54,57%,42%,28%,64%,3
1,891,4700,138810,Christ The King Voluntary Academy,0,ACC,147,42.8,126,3.00,-0.38,-0.60,-0.16,-0.40,-0.63,-0.18,60%,33%,3.67,48%,14%,7%,50%,4
1,354,5401,140091,Hollingworth Academy,0,ACC,229,52.6,228,1.00,0.38,0.22,0.54,0.38,0.21,0.54,81%,62%,4.43,16%,14%,11%,79%,2
1,931,4580,138667,Lord Williams's School,0,ACC,316,47.6,302,5.00,-0.06,-0.21,0.08,-0.07,-0.22,0.07,75%,51%,4.19,35%,24%,17%,69%,3
2,887,7042,140701,Bradfields Academy,0,ACCS,36,0.8,35,0.00,-1.44,-1.86,-1.02,-1.44,-1.87,-1.01,0%,0%,0.00,0%,0%,0%,0%,5
1,865,5400,137375,St Augustine's Catholic College,0,ACC,152,56.4,142,2.00,0.63,0.42,0.83,0.63,0.41,0.84,80%,56%,4.98,47%,34%,24%,79%,1
2,851,7471,140325,Mary Rose School,0,ACCS,11,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,888,4024,146282,Burscough Priory Academy,0,AC
1,813,8603,130588,John Leggott Sixth Form College,0,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,7097,119892,The Loyne Specialist School,0,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,6015,122933,Orchard School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,6003,123602,Adcote School for Girls,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,926,6123,121241,Norwich High School for Girls GDST,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,926,7014,121262,"The Parkside School, Norwich",0,FDS,23,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,850,4604,116478,Bishop Challoner Catholic Secondary School,0,VA,152,54.3,147,1.00,0.17,-0.04,0.37,0.17,-0.04,0.38,82%,64%,5.19,78%,55%,40%,79%,3
1,928,6010,122131,Wellingborough School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,928,6057,122144,Northampton High School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,6009,123608,Shrewsbury School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,894,6001,123610,Wrekin College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,860,6003,124473,Denstone College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,860,6009,124489,Stafford Grammar School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,394,4002,144990,Thornhill Academy,0,AC,114,43.4,111,0.00,-0.36,-0.59,-0.12,-0.36,-0.60,-0.12,47%,27%,3.66,33%,17%,11%,46%,4
1,332,4003,144952,The Hillcrest School and Community College,0,AC,194,37.0,190,1.00,-0.66,-0.84,-0.48,-0.66,-0.84,-0.47,42%,23%,2.94,11%,5%,3%,37%,5
1,840,4007,144496,Teesdale School,0,AC,103,55.6,101,0.00,0.43,0.18,0.67,0.43,0.18,0.68,77%,59%,4.90,39%,31%,19%,73%,2
1,826,5410,136468,Denbigh School,0,ACC,194,49.2,186,1.00,-0.12,-0.30,0.06,-0.12,-0.31,0.06,76%,59%,4.56,73%,35%,24%,69%,3
1,314,6000,143425,London Tutorial College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,311,4007,143428,Harris Academy Rainham,0,AC,175,49.4,170,0.00,0.34,0.15,0.54,0.34,0.15,0.54,71%,43%,4.20,44%,28%,17%,69%,2
2,373,6006,142912,Phoenix School of Therapeutic Education,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,392,6005,143049,TLG Newcastle,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,926,4028,144359,Sprowston Community Academy,0,AC
1,801,6130,130391,Andalusia Academy Bristol,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,860,6023,131695,Chase Grammar School International Study Centre,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,320,7011,131697,Belmont Park School,0,CYS,10,5.1,10,0.00,-2.32,-3.10,-1.53,-2.32,-3.12,-1.52,0%,0%,0.27,0%,0%,0%,0%,5
1,810,8001,130579,Hull College,0,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,938,4601,126094,St Andrew's CofE High School for Boys,0,VA,178,42.1,171,2.00,-0.43,-0.62,-0.24,-0.44,-0.63,-0.24,56%,31%,3.55,28%,10%,5%,53%,4
1,936,6070,125353,"St John's School, Leatherhead",0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,936,6078,125356,Dunottar School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,6085,131531,Tadley Court School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,206,4325,131690,Arts and Media School Islington,0,FD,95,36.0,78,3.00,-0.30,-0.58,-0.02,-0.32,-0.60,-0.03,46%,24%,3.12,34%,13%,6%,39%,4
1,393,4606,131756,South Shields School,0,CY,102,39.9,101,1.00,-0.38,-0.63,-0.14,-0.39,-0.65,-0.14,52%,37%,3.10,0%,0%,0%,46%,4
2,810,7007,118140,Oakfield,0,CYS,10,14.6,9,0.00,-1.49,-2.31,-0.66,-1.49,-2.33,-0.64,10%,0%,1.38,10%,0%,0%,10%,5
1,937,4236,125747,Kenilworth School and Sixth Form,0,FD,247,57.5,228,0.00,0.63,0.47,0.80,0.63,0.46,0.80,85%,64%,5.06,51%,41%,29%,84%,1
1,383,4026,137577,The Farnley Academy,0,AC,222,47.8,218,0.00,0.23,0.06,0.40,0.23,0.06,0.40,74%,45%,4.13,33%,29%,21%,67%,2
2,850,6089,137279,New Forest School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,308,7001,145232,Fern House School,0,ACS
2,936,7011,125456,St Joseph's Specialist School and College,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,933,4300,123878,Robert Blake Science College,0,FD,136,38.9,128,1.00,-0.45,-0.67,-0.23,-0.45,-0.68,-0.23,48%,27%,3.11,15%,9%,4%,43%,4
1,936,6061,125349,City of London Freemen's School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,886,8018,130728,East Kent College,0,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,938,6208,126137,Worth School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,938,7003,126154,Muntham House School,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,893,6097,131033,Oakwood School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,355,4620,131512,All Hallows RC High School,0,VA,110,44.4,94,0.00,0.13,-0.13,0.38,0.13,-0.13,0.39,56%,31%,3.77,25%,18%,10%,54%,3
2,866,7004,126547,St Luke's School,1,CYS,14,6.1,14,0.00,-2.84,-3.50,-2.18,-2.84,-3.52,-2.16,0%,0%,0.50,0%,0%,0%,0%,5
1,307,4036,131310,Elthorne Park High School,0,CY,169,53.6,160,1.00,0.46,0.26,0.66,0.46,0.26,0.66,77%,60%,4.98,56%,49%,42%,73%,2
1,846,6020,131127,Drive Preparatory School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,880,4001,138863,Paignton Community and Sports Academy,0,ACC,210,36.7,205,2.00,-0.51,-0.69,-0.34,-0.52,-0.69,-0.34,39%,20%,2.81,9%,2%,1%,34%,5
2,319,7005,137507,Wandle Valley School,0,ACCS,10,5.6,10,0.00,-3.40,-4.18,-2.61,-3.40,-4.20,-2.60,0%,0%,0.18,0%,0%,0%,0%,5
1,895,5401,136278,The Fallibroome Academy,0,ACC,228,52.4,210,0.00,0.34,0.17,0.52,0.34,0.17,0.52,75%,53%,4.51,34%,29%,24%,72%,2
1,883,4394,137549,Harris Academy Chafford Hundred,0,ACC,183,53.7,180,0.00,0.59,0.40,0.77,0.59,0.40,0.78,76%,58%,4.69,66%,38%,23%,75%,1
1,384,4031,138006,De Lacy Academy,0,ACC,90,47.9,88,0.00,0.53,0.26,0.79,0.53,0.26,0.80,64%,37%,3.91,29%,21%,10%,63%,1
1,811,4051,118073,Longcroft School and Sixth Form College,0,CY,197,45.0,195,3.00,-0.36,-0.54,-0.18,-0.37,-0.55,-0.19,65%,36%,3.78,16%,10%,8%,59%,4
2,908,6095,129252,Three Bridges School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,888,6013,119835,Kirkham Grammar School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,6020,119845,Rossendale School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,886,4534,118840,Simon Langton Girls' Grammar School,0,VC,168,67.6,153,3.00,0.39,0.19,0.59,0.34,0.13,0.54,98%,90%,6.28,67%,63%,57%,95%,2
1,888,4026,119721,Rhyddings Business and Enterprise School,0,CY,104,36.9,101,0.00,-0.50,-0.75,-0.25,-0.50,-0.75,-0.25,45%,19%,2.81,9%,4%,3%,40%,4
2,846,6043,131356,The Lioncare School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,886,6110,130979,Lighthouse School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,6053,131015,Etz Chaim Boys School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,865,7007,126550,Downland School,0,CYS,16,7.3,13,0.00,-2.10,-2.78,-1.41,-2.10,-2.80,-1.39,6%,0%,0.28,0%,0%,0%,0%,5
1,889,6004,119856,Al Islah Girls' High School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,888,7034,119876,Morecambe Road School,0,CYS,14,1.7,13,0.00,-1.64,-2.33,-0.95,-1.64,-2.34,-0.94,0%,0%,0.04,0%,0%,0%,0%,5
2,938,6249,126149,The Education Centre,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,938,7009,126160,"Queen Elizabeth II Silver Jubilee School, Horsham",0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,359,7022,131530,Oakfield High School and College,0,CYS,20,6.0,19,0.00,-1.53,-2.10,-0.96,-1.53,-2.11,-0.95,0%,0%,0.41,0%,0%,0%,0%,5
2,306,6104,133438,Cressey College,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,933,6210,133522,Wessex Lodge School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,373,7041,126712,Holgate Meadows School,0,FDS,19,6.4,18,0.00,-2.17,-2.75,-1.58,-2.17,-2.76,-1.57,5%,0%,0.18,0%,0%,0%,0%,5
1,888,5404,119813,Baines School,0,VA,161,47.9,158,3.00,-0.39,-0.59,-0.20,-0.42,-0.62,-0.21,71%,50%,4.24,39%,24%,19%,65%,4
1,207,6007,140225,Epic Learning Independent School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,203,6002,140226,Full Circle Education,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,851,4003,140605,Miltoncross Academy,0,AC,180,38.8,170,8.00,-0.68,-0.87,-0.49,-0.72,-0.91,-0.52,51%,29%,3.53,73%,16%,8%,44%,5
1,877,4002,139196,Beamont Collegiate Academy,0,AC,159,41.6,153,3.00,-0.01,-0.21,0.19,-0.03,-0.24,0.17,52%,33%,3.21,26%,13%,7%,50%,3
2,210,6005,141031,Treasure House London CIC,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,926,4014,141086,University Technical College Norfolk,0,UTC,53,45.5,50,0.00,-0.42,-0.77,-0.07,-0.42,-0.78,-0.07,62%,47%,3.63,4%,2%,2%,62%,NA
1,871,4001,140156,Lynch Hill Enterprise Academy,0,F
1,371,4002,140177,Balby Carr Community Academy,1,AC,169,27.5,154,10.00,-1.29,-1.49,-1.09,-1.35,-1.55,-1.14,27%,11%,2.14,6%,1%,1%,25%,5
1,206,6001,141250,North Bridge House Senior Canonbury,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,881,4015,141328,Forest Hall School,0,AC,74,39.8,67,0.00,0.16,-0.14,0.47,0.16,-0.15,0.47,58%,35%,3.20,1%,1%,1%,49%,3
1,909,4000,140406,The Whitehaven Academy,0,AC,73,37.4,72,0.00,-0.95,-1.24,-0.65,-0.95,-1.24,-0.65,51%,23%,3.38,42%,16%,10%,42%,5
1,877,4004,142899,UTC Warrington,0,UTC,109,30.0,107,8.00,-1.37,-1.61,-1.13,-1.44,-1.68,-1.19,31%,17%,2.19,0%,0%,0%,27%,NA
1,928,6905,134814,Northampton Academy,0,AC,217,42.2,202,1.00,0.07,-0.10,0.25,0.07,-0.11,0.25,64%,42%,3.51,12%,6%,5%,55%,3
1,203,4003,142608,International Academy of Greenwich,0,F
2,935,6004,143911,The Ryes College and Community,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,341,6008,143912,Progress Schools - Toxteth,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,888,5405,119814,"Archbishop Temple School, A Church of England Specialist College",0,VA,150,62.2,148,0.00,0.75,0.55,0.96,0.75,0.55,0.96,87%,78%,5.62,45%,43%,38%,87%,1
1,888,4150,119743,Walton Le Dale High School,0,CY,107,39.9,105,0.00,-0.29,-0.54,-0.05,-0.29,-0.54,-0.05,59%,23%,3.19,24%,10%,4%,50%,4
1,850,4204,116447,Fernhill School,0,CY,113,37.9,106,1.00,-0.44,-0.68,-0.20,-0.44,-0.69,-0.20,45%,23%,3.27,21%,12%,4%,42%,4
1,893,6005,123604,Moreton Hall School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,893,6020,123623,Concord College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,931,6050,123285,Shiplake College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,931,6094,123311,Magdalen College School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,855,4056,120274,Iveshead School,0,CY,166,43.3,164,1.00,0.04,-0.16,0.23,0.04,-0.16,0.24,64%,39%,3.98,50%,23%,11%,55%,3
2,931,7031,123346,Northfield School,0,CYS,14,2.5,12,0.00,-1.98,-2.70,-1.27,-1.98,-2.71,-1.25,0%,0%,0.11,0%,0%,0%,0%,5
1,929,4434,122360,Bedlingtonshire Community High School,1,CY,107,43.6,106,1.00,0.26,0.02,0.50,0.24,0.00,0.49,50%,29%,3.40,4%,2%,2%,45%,2
1,929,4439,122363,James Calvert Spence College,0,CY,97,42.7,95,0.00,0.07,-0.19,0.32,0.07,-0.19,0.33,55%,28%,3.52,20%,11%,8%,49%,3
1,936,4465,125273,Oakwood School,0,CY,149,43.7,147,0.00,-0.01,-0.22,0.19,-0.01,-0.22,0.20,60%,34%,3.91,34%,26%,20%,56%,3
1,931,6096,123313,St Helen and St Katharine,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,931,6109,123322,The Unicorn School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,936,7005,125453,St Piers School (Young Epilepsy),0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,925,6017,120729,Kirkstone House School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,925,7015,120754,The Lincoln St Christopher's School,0,CYS,22,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,929,7022,122389,Collingwood School & Media Arts College,0,CYS,19,1.5,17,0.00,-1.78,-2.39,-1.18,-1.78,-2.40,-1.17,0%,0%,0.12,0%,0%,0%,0%,5
1,330,6015,139962,TLG - South East Birmingham,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,929,4002,140002,The Blyth Academy,0,AC,104,36.9,101,3.00,-0.88,-1.12,-0.63,-0.89,-1.14,-0.64,49%,31%,2.77,3%,1%,0%,44%,5
1,936,6046,125342,Guildford High School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,936,6092,125361,St George's College Weybridge,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,865,6013,126516,Marlborough College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,865,6008,126535,Appleford School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,933,6195,131016,Newbury Manor School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,317,4002,142896,Atam Academy,0,F
1,306,5900,131280,Virgo Fidelis Convent Senior School,0,VA,106,43.7,86,1.00,-0.15,-0.42,0.12,-0.17,-0.44,0.11,58%,33%,3.89,44%,30%,18%,51%,3
1,937,6004,125774,Arnold Lodge School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,938,4030,126071,Ifield Community College,0,CY,151,38.1,144,2.00,-0.15,-0.35,0.06,-0.15,-0.37,0.06,52%,27%,3.03,9%,4%,3%,44%,3
1,919,4499,117552,The Astley Cooper School,0,CY,70,35.8,65,2.00,-0.71,-1.02,-0.41,-0.72,-1.04,-0.41,44%,30%,2.87,13%,4%,1%,37%,5
