"TIME_PERIOD","TIME_IDENTIFIER","TRUST_GROUP_TYPE","TRUST_NAME","TRUST_UID","TRUST_ID","TRUST_COMPANIES_HOUSE_NUMBER","TRUST_UKPRN","TRUST_LEADREGION","INSTITUTIONS_MATPTINC","NUMINST_MATPTINC","NUMINST_FSM6CLA1A_MATPTINC","NUMINST_CONVERTER_MATPTINC","NUMINST_SPONSOR_MATPTINC","NUMINST_FREE_MATPTINC","NUMINST_3_MATPTINC","NUMINST_4PLUS_MATPTINC","TELIG_MATPTINC","PFSM6CLA1A_MATPTINC","PNOTFSM6CLA1A_MATPTINC","PEALGRP2_MATPTINC","PSEN_MATPTINC","PRWM_EXP_WGTAVG","PRWM_EXP_WGTAVG_FSM6CLA1A","PRWM_EXP_WGTAVG_NOTFSM6CLA1A","INSTITUTIONS_INMAT","NUMINST_INMAT","NUMINST_CONVERTER_INMAT","NUMINST_SPONSOR_INMAT","NUMINST_FREE_INMAT","TELIG_INMAT","PFSM6CLA1A_INMAT","PNOTFSM6CLA1A_INMAT"
202324,"AcademicYear","Multi-academy trust","HCAT",16375,"TR01122",8654591,10060571,"Yorkshire and the Humber","140242;143431;147618;147718;148442",5,5,5,0,0,1,4,250,"38%","62%","9%","16%","72%","59%","79%","140242;143431;147618;147718;148442;149455;150020",7,6,1,0,287,"35%","65%"
202324,"AcademicYear","Multi-academy trust","THE SOCIETAS TRUST",16378,"TR03339",9987031,10064302,"West Midlands","142984;142988;142990;142991;142992;148720",6,6,6,0,0,1,5,278,"28%","72%","18%","15%","64%","53%","69%","139846;142984;142988;142990;142991;142992;148720",7,7,0,0,308,"31%","69%"
202324,"AcademicYear","Multi-academy trust","BERLESDUNA ACADEMY TRUST",16384,"TR03476",10267656,10064184,"East of England","143126;143205;143206;143452;145772;146142;146944;147878",8,8,5,3,0,0,8,438,"44%","56%","14%","18%","54%","48%","59%","143126;143205;143206;143452;145772;146142;146944;147878",8,5,3,0,438,"44%","56%"
202324,"AcademicYear","Multi-academy trust","AD MELIORA ACADEMY TRUST",16387,"TR03498",10270029,10064153,"East of England","142968;144021;144884",3,3,1,2,0,0,3,100,"SUPPMAT","SUPPMAT","20%","15%","71%","SUPPMAT","SUPPMAT","142968;144021;144884",3,1,2,0,100,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","FIORETTI TRUST",16394,"TR03622",10347700,10064212,"West Midlands","139041;143434;147478",3,3,3,0,0,1,2,145,"SUPPMAT","SUPPMAT","32%","16%","57%","SUPPMAT","SUPPMAT","139041;143434;147478",3,3,0,0,145,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","LEADING LEARNERS MULTI ACADEMY TRUST",16396,"TR03553",7943227,10059573,"Yorkshire and the Humber","138036;143510;143511;144492",4,4,2,2,0,0,4,178,"SUPPMAT","SUPPMAT","10%","20%","60%","SUPPMAT","SUPPMAT","138036;143510;143511;144492;149732",5,3,2,0,218,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE PRIORY LEARNING TRUST",16417,"TR01687",7698707,10059096,"South West","145630;145631;147015;148023;148531",5,5,3,2,0,2,3,156,"26%","74%","4%","21%","57%","48%","60%","145630;145631;147015;148023;148531;149851",6,3,3,0,177,"25%","75%"
202324,"AcademicYear","Multi-academy trust","THE 1590 TRUST",16427,"TR00564",8366005,10060295,"North East","143623;145976;146017;146394;147435",5,5,5,0,0,0,5,179,"33%","67%","3%","24%","64%","39%","76%","143623;145976;146017;146394;147435",5,5,0,0,179,"33%","67%"
202324,"AcademicYear","Multi-academy trust","WESSEX LEARNING TRUST",16431,"TR01234",7348580,10058347,"South West","143329;146942;147825",3,3,3,0,0,0,3,264,"SUPPMAT","SUPPMAT","3%","9%","57%","SUPPMAT","SUPPMAT","143329;146942;147825;148784;148785",5,5,0,0,320,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THRIVE CO-OPERATIVE LEARNING TRUST",16432,"TR03510",10375776,10064191,"Yorkshire and the Humber","140290;143223;143224;143225;143226;145431;147628",7,7,7,0,0,0,7,307,"51%","49%","28%","26%","57%","49%","66%","140290;143223;143224;143225;143226;145431;147628",7,7,0,0,307,"51%","49%"
202324,"AcademicYear","Multi-academy trust","SMART MULTI ACADEMY TRUST",16433,"TR03413",10257723,10064267,"North East","143266;143267;143268;143269;143270;143271;143272;143273",8,8,8,0,0,0,8,304,"SUPPMAT","SUPPMAT","26%","25%","59%","SUPPMAT","SUPPMAT","143266;143267;143268;143269;143270;143271;143272;143273",8,8,0,0,304,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","EKO TRUST",16434,"TR03464",10279605,10064158,"London","142112;143276;143277;145088;148414",5,5,4,0,1,1,4,269,"41%","59%","49%","22%","80%","77%","82%","142112;143276;143277;145088;148414",5,4,0,1,269,"41%","59%"
202324,"AcademicYear","Multi-academy trust","CO-OPERATIVE EDUCATION EAST",16436,"TR03506",10365323,10064172,"East of England","143459;143463;144147",3,3,3,0,0,0,3,45,"18%","82%","0%","16%","42%","38%","43%","143459;143463;144147",3,3,0,0,45,"18%","82%"
202324,"AcademicYear","Multi-academy trust","LEARNING ACADEMIES TRUST",16439,"TR03491",10285015,10064228,"South West","139710;143475;143476;143615;145653;145656;145658;146097",8,8,6,2,0,0,8,355,"47%","53%","18%","20%","66%","58%","74%","138310;139289;139299;139710;143475;143476;143615;143893;145652;145653;145654;145656;145658;146097;146710;149010",16,14,2,0,723,"38%","62%"
202324,"AcademicYear","Multi-academy trust","THE ISLAND LEARNING TRUST",16441,"TR03617",10296549,10064297,"South East","143605;143606;147729",3,3,2,1,0,0,3,199,"36%","64%","8%","18%","80%","71%","86%","143605;143606;147729",3,2,1,0,199,"36%","64%"
202324,"AcademicYear","Multi-academy trust","EDUCATION LEARNING TRUST",16442,"TR02846",9142319,10060849,"North West","141275;145054;145688",3,3,2,1,0,0,3,149,"23%","77%","13%","16%","81%","59%","88%","141275;145054;145688",3,2,1,0,149,"23%","77%"
202324,"AcademicYear","Multi-academy trust","ATTAIN ACADEMY PARTNERSHIP",16467,"TR01498",8132067,10059888,"East of England","138533;145407;146695;146725;148139;148305;148306",7,7,5,2,0,2,5,221,"22%","78%","2%","23%","67%","51%","71%","138533;145407;146695;146725;148139;148305;148306",7,5,2,0,221,"22%","78%"
202324,"AcademicYear","Multi-academy trust","INCLUSIVE MULTI ACADEMY TRUST",16469,"TR03656",10411381,10064198,"East of England","143603;145350;145353",3,3,3,0,0,0,3,170,"21%","79%","62%","19%","66%","61%","68%","143603;145350;145353",3,3,0,0,170,"21%","79%"
202324,"AcademicYear","Multi-academy trust","OUR LADY OF WALSINGHAM CATHOLIC MULTI ACADEMY TRUST",16473,"TR02094",8444133,10060380,"East of England","139448;143624;145382;146977;147384",5,5,5,0,0,0,5,181,"SUPPMAT","SUPPMAT","31%","15%","59%","SUPPMAT","SUPPMAT","139448;143624;145382;146977;147384",5,5,0,0,181,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","NORTHERN LIGHTS LEARNING TRUST",16474,"TR00182",7909140,10059523,"North East","137831;145813;145814",3,3,3,0,0,0,3,59,"17%","83%","0%","3%","86%","70%","90%","137831;138534;145813;145814;148986",5,5,0,0,126,"27%","73%"
202324,"AcademicYear","Multi-academy trust","SHINE MULTI ACADEMY TRUST",16481,"TR02474",8163448,10059986,"East Midlands","138663;143796;143797;144607;146963;148284",6,6,4,2,0,1,5,238,"42%","58%","27%","21%","57%","44%","66%","138663;143796;143797;144607;146963;148284",6,4,2,0,238,"42%","58%"
202324,"AcademicYear","Multi-academy trust","JAMES MONTGOMERY ACADEMY TRUST",16488,"TR03486",10482806,10064194,"Yorkshire and the Humber","140170;143480;143544;143581;144197;144536;146411;146467;146492;146582;147374;147938",12,12,11,1,0,2,10,513,"33%","67%","10%","22%","53%","37%","61%","140170;143480;143544;143581;144197;144536;146411;146467;146492;146582;147374;147920;147938;148013;149118",15,13,2,0,584,"36%","64%"
202324,"AcademicYear","Multi-academy trust","SHEFFIELD SOUTH EAST TRUST",16490,"TR03603",10460387,10064247,"Yorkshire and the Humber","143546;143620;143798;143799;145413;147921",6,6,4,2,0,0,6,304,"59%","41%","35%","22%","40%","30%","55%","143546;143620;143798;143799;145413;147921",6,4,2,0,304,"59%","41%"
202324,"AcademicYear","Multi-academy trust","EXCEED ACADEMIES TRUST",16492,"TR03555",10050238,10064216,"Yorkshire and the Humber","140076;143093;143095;143096;145173;145303;148159",7,7,5,2,0,1,6,383,"SUPPMAT","SUPPMAT","51%","26%","76%","SUPPMAT","SUPPMAT","140076;143093;143095;143096;145173;145303;148159;149093;149232;149583;149586",11,8,3,0,612,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE ROSE LEARNING TRUST",16493,"TR03602",8820308,10060700,"Yorkshire and the Humber","139035;140585;143451;143962;145080;146583;147553",7,7,7,0,0,0,7,380,"36%","64%","23%","21%","55%","45%","60%","139035;140585;143451;143962;145080;146583;147553;149581;149582",9,9,0,0,527,"33%","67%"
202324,"AcademicYear","Multi-academy trust","THE PRIESTLEY ACADEMY TRUST",16494,"TR03508",10410830,10064304,"Yorkshire and the Humber","143565;143566;143568;143572;143573",5,5,5,0,0,0,5,292,"37%","63%","81%","27%","56%","50%","60%","143565;143566;143568;143572;143573;149233",6,6,0,0,339,"38%","62%"
202324,"AcademicYear","Multi-academy trust","THE PILGRIM MULTI ACADEMY TRUST",16500,"TR03502",10382748,10064303,"South East","143832;144914;145081",3,3,3,0,0,0,3,78,"24%","76%","12%","27%","79%","63%","85%","143832;144914;145081",3,3,0,0,78,"24%","76%"
202324,"AcademicYear","Multi-academy trust","TENTERDEN SCHOOLS TRUST",16502,"TR03667",7736448,10059261,"South East","143788;143789;147563",3,3,3,0,0,0,3,65,"SUPPMAT","SUPPMAT","5%","18%","57%","SUPPMAT","SUPPMAT","143788;143789;147563;149623",4,4,0,0,75,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","REACH SOUTH ACADEMY TRUST",16503,"TR03589",10151730,10064245,"South West","142352;142354;143826;143827;143891;143892;144188;144385;144843;144844;146386;147905",12,12,8,2,2,0,12,500,"30%","70%","22%","18%","63%","52%","68%","142352;142354;143826;143827;143891;143892;144188;144385;144843;144844;146386;147650;147905",13,8,2,3,528,"30%","70%"
202324,"AcademicYear","Multi-academy trust","THOMAS DEACON EDUCATION TRUST",16519,"TR02279",5090788,10058180,"East of England","135263;143859;146050;146929;147096",5,5,3,2,0,0,5,248,"41%","59%","35%","19%","45%","31%","54%","135263;143859;146050;146929;147096",5,3,2,0,248,"41%","59%"
202324,"AcademicYear","Multi-academy trust","TURNER SCHOOLS",16520,"TR03610",10084743,10064312,"South East","140433;145012;148068",3,3,0,3,0,0,3,123,"39%","61%","13%","23%","66%","58%","71%","140433;145012;148068",3,0,3,0,123,"39%","61%"
202324,"AcademicYear","Multi-academy trust","WONDER LEARNING PARTNERSHIP",16528,"TR03550",10518602,10064324,"Yorkshire and the Humber","143586;143587;146161",3,3,3,0,0,0,3,127,"21%","79%","5%","13%","60%","26%","69%","143586;143587;146161",3,3,0,0,127,"21%","79%"
202324,"AcademicYear","Multi-academy trust","NURTURE ACADEMIES TRUST",16530,"TR03606",10035639,10064281,"Yorkshire and the Humber","143564;143567;143569;143571;144050;146435",6,6,5,1,0,0,6,324,"43%","57%","68%","20%","50%","37%","59%","143564;143567;143569;143571;144050;146435",6,5,1,0,324,"43%","57%"
202324,"AcademicYear","Multi-academy trust","STANLEY LEARNING PARTNERSHIP",16533,"TR03601",10380011,10064273,"North East","143585;145040;145983;148465;148467",5,5,5,0,0,2,3,180,"56%","44%","2%","22%","66%","55%","80%","143585;145040;145983;148465;148467;148874;149122;149616",8,8,0,0,247,"53%","47%"
202324,"AcademicYear","Multi-academy trust","THE BOLEYN TRUST",16534,"TR03500",10488603,10064183,"London","143881;143882;144140;145087;145235;145367;145627",7,7,6,1,0,0,7,525,"46%","54%","75%","14%","85%","83%","88%","143881;143882;144140;144699;145087;145235;145367;145627",8,7,1,0,584,"47%","53%"
202324,"AcademicYear","Multi-academy trust","EXETER LEARNING ACADEMY TRUST",16541,"TR03525",10428979,10064214,"South West","143188;143189;143191;143193",4,4,4,0,0,0,4,162,"SUPPMAT","SUPPMAT","16%","25%","58%","SUPPMAT","SUPPMAT","143188;143189;143191;143193",4,4,0,0,162,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE DIOCESE OF WORCESTER MULTI ACADEMY TRUST",16557,"TR03658",10390487,10064288,"West Midlands","144257;144258;144259;144334;144418;144456;145837;145838;147497;147498;147499",11,10,11,0,0,1,10,331,"27%","73%","4%","22%","49%","31%","56%","144257;144258;144259;144334;144418;144456;145837;145838;147497;147498;147499;149476",12,11,1,0,352,"27%","73%"
202324,"AcademicYear","Multi-academy trust","HALES VALLEY TRUST",16562,"TR03560",10476114,10064202,"West Midlands","143537;143782;143783;143821;145305",5,5,2,3,0,0,5,324,"SUPPMAT","SUPPMAT","13%","20%","58%","SUPPMAT","SUPPMAT","143537;143782;143783;143821;145305",5,2,3,0,324,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","STOUR VALE ACADEMY TRUST",16572,"TR00704",7865663,10059465,"West Midlands","144301;146434;147155",3,3,1,2,0,0,3,151,"49%","51%","25%","21%","55%","46%","64%","144301;146434;147155;149407;149544",5,3,2,0,359,"42%","58%"
202324,"AcademicYear","Multi-academy trust","UNITY EDUCATION TRUST",16587,"TR03462",10591822,10064315,"East of England","144315;144317;145531;145532;145533;145535;148668",7,7,7,0,0,5,2,103,"39%","61%","9%","27%","42%","26%","51%","144315;144317;145531;145532;145533;145535;148668",7,7,0,0,103,"39%","61%"
202324,"AcademicYear","Multi-academy trust","DIOCESE OF ST ALBANS MULTI-ACADEMY TRUST",16591,"TR03616",10449374,10064166,"East of England","143850;143856;144458;145426;146269;148334",6,6,1,5,0,1,5,109,"SUPPMAT","SUPPMAT","22%","20%","SUPPMAT","SUPPMAT","SUPPMAT","139990;143850;143856;144458;145426;146269;148334;148982;149542",9,3,6,0,282,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE WINGS' CE TRUST",16608,"TR03668",10606569,10064309,"North West","144340;144371;144609",3,3,1,2,0,0,3,110,"56%","44%","22%","39%","53%","39%","71%","144340;144371;144609",3,1,2,0,110,"56%","44%"
202324,"AcademicYear","Multi-academy trust","EXCEED LEARNING PARTNERSHIP",16610,"TR03611",10660150,10064215,"Yorkshire and the Humber","140353;144077;144347;146463;147620",5,5,3,2,0,0,5,254,"40%","60%","11%","19%","67%","54%","75%","140353;144076;144077;144347;144348;145935;146463;147620",8,4,4,0,397,"35%","65%"
202324,"AcademicYear","Multi-academy trust","STOWE VALLEY MULTI ACADEMY TRUST",16616,"TR03608",10445759,10064277,"West Midlands","143468;143497;143906;144242;145393;146691",6,6,6,0,0,0,6,163,"29%","71%","14%","18%","65%","48%","72%","143468;143497;143906;144242;145393;146691",6,6,0,0,163,"29%","71%"
202324,"AcademicYear","Multi-academy trust","UTTOXETER LEARNING TRUST",16617,"TR03591",10547353,10064318,"West Midlands","144007;145375;145376",3,3,3,0,0,0,3,265,"12%","88%","4%","15%","64%","55%","65%","144007;145375;145376",3,3,0,0,265,"12%","88%"
202324,"AcademicYear","Multi-academy trust","SEVERN BRIDGES MULTI ACADEMY TRUST",16619,"TR03666",10651131,10064246,"West Midlands","144202;144203;144434",3,3,3,0,0,0,3,140,"SUPPMAT","SUPPMAT","8%","17%","58%","SUPPMAT","SUPPMAT","144202;144203;144434",3,3,0,0,140,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","WEAVER TRUST LIMITED",16620,"TR03654",10605768,10064322,"North West","144058;146538;147809;148459",4,3,3,1,0,1,3,124,"SUPPMAT","SUPPMAT","6%","27%","73%","SUPPMAT","SUPPMAT","144058;146538;147809;148459;148984",5,4,1,0,143,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","NEAT ACADEMY TRUST",16623,"TR03641",10561094,10064236,"North East","144269;144270;144272;144273",4,4,4,0,0,0,4,199,"SUPPMAT","SUPPMAT","12%","24%","62%","SUPPMAT","SUPPMAT","144269;144270;144272;144273",4,4,0,0,199,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","RURAL CHURCH SCHOOLS ACADEMY TRUST",16625,"TR03554",10646689,10064250,"North West","143155;143158;143872",3,3,3,0,0,0,3,57,"16%","84%","0%","33%","46%","33%","48%","143155;143158;143872",3,3,0,0,57,"16%","84%"
202324,"AcademicYear","Multi-academy trust","GENESIS EDUCATION TRUST",16630,"TR03188",10653595,10064209,"London","144035;144238;144239",3,3,3,0,0,0,3,153,"22%","78%","25%","13%","92%","79%","96%","144035;144238;144239",3,3,0,0,153,"22%","78%"
202324,"AcademicYear","Multi-academy trust","BOSCO CATHOLIC EDUCATION TRUST",16631,"TR03680",10573272,10064181,"South East","144401;146786;147937",3,3,2,1,0,0,3,128,"SUPPMAT","SUPPMAT","31%","24%","57%","SUPPMAT","SUPPMAT","144401;146786;147937;149292;149293;149294",6,5,1,0,237,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","INMAT",16636,"TR03660",10427291,10064196,"East Midlands","144170;144173;144177;144318;144393;144683;145446;146528",8,8,7,1,0,0,8,426,"23%","77%","26%","16%","65%","46%","70%","144170;144173;144177;144318;144393;144683;145446;146528",8,7,1,0,426,"23%","77%"
202324,"AcademicYear","Multi-academy trust","ORWELL MULTI ACADEMY TRUST",16641,"TR03699",10650092,10064238,"East of England","144212;144216;144217;145835;146532",5,5,4,1,0,0,5,221,"SUPPMAT","SUPPMAT","27%","20%","63%","SUPPMAT","SUPPMAT","144212;144216;144217;145835;146532",5,4,1,0,221,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","EXCELSIOR MULTI ACADEMY TRUST",16643,"TR01606",8314293,10060213,"West Midlands","139162;141610;144390;146696",4,4,3,1,0,0,4,264,"53%","47%","34%","19%","54%","44%","65%","139162;141610;144390;146696;149366;149483",6,4,2,0,340,"55%","45%"
202324,"AcademicYear","Multi-academy trust","THE HAWKSMOOR LEARNING TRUST",16647,"TR01508",7489127,10058469,"East Midlands","136480;144394;145903",3,3,1,1,1,0,3,146,"9%","91%","3%","18%","62%","23%","66%","136480;144394;145903",3,1,1,1,146,"9%","91%"
202324,"AcademicYear","Multi-academy trust","MAGNA LEARNING PARTNERSHIP",16649,"TR02045",7865850,10059466,"South West","139386;146808;148024;148173",4,4,3,1,0,1,3,155,"SUPPMAT","SUPPMAT","7%","32%","53%","SUPPMAT","SUPPMAT","139386;146808;148024;148173;149207;149473",6,4,2,0,239,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","QEGSMAT",16650,"TR01710",7698914,10059103,"East Midlands","143622;143953;143968;147572",4,3,3,1,0,1,3,93,"SUPPMAT","SUPPMAT","4%","38%","SUPPMAT","SUPPMAT","SUPPMAT","143622;143953;143968;147572",4,3,1,0,93,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","HANLEY AND UPTON EDUCATIONAL TRUST",16652,"TR00958",7690414,10058984,"West Midlands","144256;144262;146678",3,3,3,0,0,0,3,84,"18%","82%","2%","17%","65%","33%","72%","144256;144262;146678",3,3,0,0,84,"18%","82%"
202324,"AcademicYear","Multi-academy trust","WAVENEY VALLEY ACADEMIES TRUST",16656,"TR01927",7682294,10058936,"East of England","145559;147567;148119",3,3,2,1,0,0,3,159,"62%","38%","14%","22%","42%","33%","57%","145559;147567;148119;148824",4,3,1,0,169,"59%","41%"
202324,"AcademicYear","Multi-academy trust","TANDRIDGE LEARNING TRUST",16675,"TR02394",8248059,10060113,"South East","144229;144230;144231;144232",4,4,4,0,0,0,4,110,"20%","80%","3%","30%","55%","18%","65%","144229;144230;144231;144232",4,4,0,0,110,"20%","80%"
202324,"AcademicYear","Multi-academy trust","ASCEND LEARNING TRUST",16676,"TR01828",7569743,10058663,"South West","140224;146421;147091",3,3,1,1,1,0,3,131,"SUPPMAT","SUPPMAT","6%","18%","53%","SUPPMAT","SUPPMAT","140224;146421;147091",3,1,1,1,131,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","HORIZON ACADEMY TRUST",16679,"TR00195",8411590,10060330,"Yorkshire and the Humber","139508;140437;140587;144674;147259;147270",6,6,5,1,0,0,6,361,"SUPPMAT","SUPPMAT","4%","16%","68%","SUPPMAT","SUPPMAT","139508;140437;140587;144674;147259;147270;149259",7,6,1,0,393,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","IMPACT EDUCATION MULTI ACADEMY TRUST",16681,"TR00943",8529006,10060453,"Yorkshire and the Humber","140326;146677;147884;148134",4,4,2,2,0,0,4,167,"SUPPMAT","SUPPMAT","56%","14%","61%","SUPPMAT","SUPPMAT","140326;146677;147884;148134;149545",5,3,2,0,216,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE CHALLENGE ACADEMY TRUST",16682,"TR03727",10689247,10064284,"North West","144798;145710;147636;147637",4,4,4,0,0,0,4,193,"29%","71%","9%","18%","66%","38%","77%","144798;145710;147636;147637;149676",5,5,0,0,219,"27%","73%"
202324,"AcademicYear","Multi-academy trust","HEART ACADEMIES TRUST",16683,"TR00165",6969741,10058270,"East of England","144528;144545;144546",3,3,3,0,0,0,3,203,"33%","67%","55%","22%","46%","39%","50%","144528;144545;144546",3,3,0,0,203,"33%","67%"
202324,"AcademicYear","Multi-academy trust","OAK TREES MULTI ACADEMY TRUST",16687,"TR03540",10641561,10064639,"North West","143501;143502;143503;143504;143505;148292",6,6,6,0,0,1,5,328,"SUPPMAT","SUPPMAT","5%","27%","66%","SUPPMAT","SUPPMAT","143501;143502;143503;143504;143505;148292;149538",7,7,0,0,391,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","INSPIRE PARTNERSHIP ACADEMY TRUST",16696,"TR03522",10421212,10064647,"London","140113;143178;143592;143593;143594;145112;145926;147769;147971",9,9,6,3,0,0,9,617,"46%","54%","36%","20%","66%","57%","74%","140113;143178;143592;143593;143594;145112;145926;147769;147971",9,6,3,0,617,"46%","54%"
202324,"AcademicYear","Multi-academy trust","THE SYCAMORE CHURCH OF ENGLAND TRUST LIMITED",16697,"TR03715",10762038,10064618,"North West","144408;145560;147159",3,3,1,2,0,0,3,101,"42%","58%","29%","21%","58%","45%","68%","144408;145560;147159",3,1,2,0,101,"42%","58%"
202324,"AcademicYear","Multi-academy trust","EMPOWERING MINDS ACADEMY TRUST",16699,"TR03679",10668193,10064621,"Yorkshire and the Humber","144410;144411;144412;144539;147797",5,5,5,0,0,0,5,209,"29%","71%","16%","21%","65%","48%","72%","144410;144411;144412;144539;147797",5,5,0,0,209,"29%","71%"
202324,"AcademicYear","Multi-academy trust","HAMWIC EDUCATION TRUST",16700,"TR03659",10749662,10064620,"South East","138910;139632;139747;140263;141494;141728;142602;143314;143477;144602;144873;144874;145068;145222;145456;146475;146490",17,17,14,3,0,0,17,1198,"SUPPMAT","SUPPMAT","17%","18%","56%","SUPPMAT","SUPPMAT","138910;139632;139747;140263;141494;141728;142602;143314;143477;144602;144873;144874;145068;145222;145456;146475;146490;148926",18,15,3,0,1225,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","SDBE MULTI-ACADEMY TRUST",16702,"TR03761",10385920,10066115,"London","144889;144939;144941;144994;145614;145615;145616;145621;146669",9,9,7,2,0,0,9,332,"SUPPMAT","SUPPMAT","31%","23%","65%","SUPPMAT","SUPPMAT","144889;144939;144941;144994;145614;145615;145616;145621;146669;149113",10,8,2,0,444,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","INSPIRING PRIMARIES ACADEMY TRUST",16705,"TR00853",8540699,10060459,"East Midlands","139854;144108;144110;144111;144112;144113;144114;144115;144116",9,7,9,0,0,0,9,199,"SUPPMAT","SUPPMAT","4%","32%","SUPPMAT","SUPPMAT","SUPPMAT","139854;144108;144110;144111;144112;144113;144114;144115;144116",9,9,0,0,199,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","SHERBORNE AREA SCHOOLS' TRUST",16706,"TR02267",8130468,10059883,"South West","141798;141810;144299;144413;144414;144415;144416;144417;144951;146896;147141;147145",12,12,11,1,0,0,12,326,"29%","71%","5%","27%","49%","24%","59%","141798;141810;144299;144413;144414;144415;144416;144417;144951;146896;147141;147145;149656",13,12,1,0,340,"28%","72%"
202324,"AcademicYear","Multi-academy trust","ELEVATE MULTI ACADEMY TRUST",16722,"TR03690",10814201,10064617,"Yorkshire and the Humber","144163;144168;144429;144840;145369;145370;146003;147095;147097;147762;147763",11,10,9,2,0,0,11,345,"18%","82%","3%","24%","62%","50%","64%","144163;144168;144429;144840;145369;145370;146003;147095;147097;147762;147763;148233;149416",13,10,3,0,369,"18%","82%"
202324,"AcademicYear","Multi-academy trust","ST GREGORY THE GREAT CATHOLIC ACADEMY TRUST",16724,"TR03734",10785982,10064636,"Yorkshire and the Humber","144824;147482;147483;147484;147485;147486;147487",7,7,6,1,0,1,6,301,"SUPPMAT","SUPPMAT","29%","18%","73%","SUPPMAT","SUPPMAT","144824;147482;147483;147484;147485;147486;147487;148739",8,7,1,0,331,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE COMPASS PARTNERSHIP OF SCHOOLS",16726,"TR03593",10360957,10064633,"London","143596;143597;143598;143599;143601;148615",6,6,6,0,0,1,5,336,"32%","68%","32%","23%","70%","52%","80%","138901;138911;142935;143538;143596;143597;143598;143599;143601;148615",10,7,3,0,548,"30%","70%"
202324,"AcademicYear","Multi-academy trust","VISION MULTI ACADEMY TRUST",16728,"TR03713",10782002,10065211,"North West","144572;144575;144593",3,3,3,0,0,0,3,156,"SUPPMAT","SUPPMAT","28%","15%","69%","SUPPMAT","SUPPMAT","144572;144575;144593;148867",4,4,0,0,180,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE KEYS ACADEMY TRUST",16732,"TR03729",10818575,10064629,"South East","144571;144637;145285;147377;147378;147379;147580",7,7,6,1,0,0,7,288,"12%","88%","25%","15%","62%","29%","66%","144571;144637;145285;147377;147378;147379;147580;149555",8,6,1,1,308,"11%","89%"
202324,"AcademicYear","Multi-academy trust","OUR COMMUNITY MULTI ACADEMY TRUST",16746,"TR03750",10842747,10065212,"South East","137467;137481;137483;139810;141660;142347;144867;144868;144869",9,9,7,2,0,6,3,249,"33%","67%","5%","22%","61%","41%","70%","137467;137481;137483;139810;141660;142347;144867;144868;144869",9,7,2,0,249,"33%","67%"
202324,"AcademicYear","Multi-academy trust","PICKWICK ACADEMY TRUST",16750,"TR00582",7557894,10058613,"South West","136630;141272;144704;144705;147595;148677;148678;148680",8,8,7,1,0,3,5,389,"20%","80%","5%","23%","58%","29%","65%","136630;141272;144704;144705;147595;148677;148678;148680;149413",9,8,1,0,450,"21%","79%"
202324,"AcademicYear","Multi-academy trust","AVONREACH ACADEMY TRUST",16753,"TR01639",7665364,10058875,"West Midlands","144457;144586;144859",3,2,3,0,0,0,3,72,"NELIG","90%","1%","14%","69%","NELIG","74%","144457;144586;144859",3,3,0,0,72,"10%","90%"
202324,"AcademicYear","Multi-academy trust","QUALITY FIRST EDUCATION TRUST",16754,"TR00177",7768645,10059304,"London","137563;144621;145030;145204",4,4,3,1,0,0,4,227,"23%","77%","38%","20%","74%","58%","79%","137563;144621;145030;145204",4,3,1,0,227,"23%","77%"
