TIME_PERIOD,TIME_IDENTIFIER,TRUST_GROUP_TYPE,TRUST_NAME,TRUST_UID,TRUST_ID,TRUST_COMPANIES_HOUSE_NUMBER,TRUST_UKPRN,TRUST_LEADREGION,INSTITUTIONS_MATPTINC,NUMINST_ACAD_MATPTINC,NUMINST_ACAD_CONVERTER_MATPTINC,NUMINST_ACAD_SPONSOR_MATPTINC,NUMINST_ACAD_FREE_MATPTINC,NUMINST_ACAD_UTC_MATPTINC,NUMINST_ACAD_STUDIO_MATPTINC,NUMINST_ACAD_3_MATPTINC,NUMINST_ACAD_4_MATPTINC,NUMINST_ACAD_5PLUS_MATPTINC,NUMINST_AGEN_MATPTINC,NUMINST_AGEN_CONVERTER_MATPTINC,NUMINST_AGEN_SPONSOR_MATPTINC,NUMINST_AGEN_FREE_MATPTINC,NUMINST_AGEN_UTC_MATPTINC,NUMINST_AGEN_STUDIO_MATPTINC,NUMINST_AGEN_3_MATPTINC,NUMINST_AGEN_4_MATPTINC,NUMINST_AGEN_5PLUS_MATPTINC,TALLPUP_ACAD_MATPTINC,TALLSCR_ACAD_1618,TALLENT_ACAD_1618,TALLPPE_ACAD_1618,TALLPPE_GRD_ACAD_1618,VA_ACAD_1618,LCI_ACAD_1618,UCI_ACAD_1618,PB_ACAD_1618,TALLPUP_ACAD_DIS_MATPTINC,TALLSCR_ACAD_1618_DIS,TALLENT_ACAD_1618_DIS,TALLPPE_ACAD_1618_DIS,TALLPPE_GRD_ACAD_1618_DIS,perc_DIS_ACAD,VA_ACAD_1618_DIS,LCI_ACAD_1618_DIS,UCI_ACAD_1618_DIS,TALLPUP_ACAD_NOTDIS_MATPTINC,TALLSCR_ACAD_1618_NOTDIS,TALLENT_ACAD_1618_NOTDIS,TALLPPE_ACAD_1618_NOTDIS,TALLPPE_GRD_ACAD_1618_NOTDIS,VA_ACAD_1618_NOTDIS,LCI_ACAD_1618_NOTDIS,UCI_ACAD_1618_NOTDIS,TALLPUP_AGEN_MATPTINC,TALLSCR_AGEN,TALLENT_AGEN,TALLPPE_AGEN,TALLPPE_GRD_AGEN,VA_AGEN,LCI_AGEN,UCI_AGEN,PB_AGEN,TALLPUP_AGEN_DIS_MATPTINC,TALLSCR_AGEN_DIS,TALLENT_AGEN_DIS,TALLPPE_AGEN_DIS,TALLPPE_GRD_AGEN_DIS,perc_DIS_AGEN,VA_AGEN_DIS,LCI_AGEN_DIS,UCI_AGEN_DIS,TALLPUP_AGEN_NOTDIS_MATPTINC,TALLSCR_AGEN_NOTDIS,TALLENT_AGEN_NOTDIS,TALLPPE_AGEN_NOTDIS,TALLPPE_GRD_AGEN_NOTDIS,VA_AGEN_NOTDIS,LCI_AGEN_NOTDIS,UCI_AGEN_NOTDIS,INSTITUTIONS_INMAT,NUMINST_1618_INMAT,NUMINST_1618_CONVERTER_INMAT,NUMINST_1618_SPONSOR_INMAT,NUMINST_1618_FREE_INMAT,NUMINST_1618_UTC_INMAT,NUMINST_1618_STUDIO_INMAT,NUMINST_ACAD_INMAT,NUMINST_ACAD_CONVERTER_INMAT,NUMINST_ACAD_SPONSOR_INMAT,NUMINST_ACAD_FREE_INMAT,NUMINST_ACAD_UTC_INMAT,NUMINST_ACAD_STUDIO_INMAT,NUMINST_AGEN_INMAT,NUMINST_AGEN_CONVERTER_INMAT,NUMINST_AGEN_SPONSOR_INMAT,NUMINST_AGEN_FREE_INMAT,NUMINST_AGEN_UTC_INMAT,NUMINST_AGEN_STUDIO_INMAT,TALLPUP_1618_INMAT,TALLPUP_ACAD_INMAT,TALLPUP_ACAD_DIS_INMAT,TALLPUP_ACAD_NOTDIS_INMAT,TALLPUP_AGEN_INMAT,TALLPUP_AGEN_DIS_INMAT,TALLPUP_AGEN_NOTDIS_INMAT
202324,AcademicYear,Multi-academy trust,EASTERN LEARNING ALLIANCE,16402,TR01146,7899393,10059505,East of England,"137826, 136887, 145196",3,2,1,0,0,0,0,2,1,3,2,1,0,0,0,0,2,1,141,17562.5,504.1,34.84,C+,-0.09,-0.23,0.06,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,48,2933,91,32.23,Dist-,0.09,-0.16,0.34,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"137826, 136887, 145196",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,177,141,10,101,48,5,42
202324,AcademicYear,Multi-academy trust,EDUCATION FOR THE 21ST CENTURY,3015,TR00727,7559170,10058616,London,"136464, 144465, 136540",3,2,0,1,0,0,0,0,3,3,2,0,1,0,0,0,0,3,216,15110,511.6,29.53,C,-0.01,-0.1,0.08,3,40,2586,92.6,27.93,C-,19%,-0.13,-0.36,0.09,173,12344,410,30.11,C,0.02,-0.08,0.12,210,14991,449,33.39,Dist,0.26,0.14,0.38,2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,"136464, 144465, 136540",3,2,0,1,0,0,3,2,0,1,0,0,3,2,0,1,0,0,377,216,40,173,210,47,163
202324,AcademicYear,Multi-academy trust,EDUCATION SOUTH WEST,3643,TR01237,7451553,10058417,South West,"141749, 136367, 137176, 136494",4,3,0,0,1,0,1,0,3,4,3,0,0,1,0,1,0,3,179,13412,416.7,32.19,C+,-0.13,-0.23,-0.03,4,9,600,20.5,29.27,C,5%,-0.16,-0.61,0.29,163,12415,385.8,32.18,C+,-0.12,-0.22,-0.01,94,4036.5,160.5,25.15,Merit,-0.35,-0.52,-0.18,4,7,230.5,10.5,21.95,Merit-,7%,-0.46,-1.14,0.22,87,3806,150,25.37,Merit,-0.34,-0.52,-0.17,"141749, 149247, 136367, 137176, 136494",5,4,0,0,1,0,5,4,0,0,1,0,5,4,0,0,1,0,356,244,15,224,106,8,96
202324,AcademicYear,Multi-academy trust,EMMANUEL SCHOOLS FOUNDATION,16552,TR03704,4464331,10064192,North East,"135007, 135619, 147178, 134223",4,1,3,0,0,0,0,0,4,4,1,3,0,0,0,0,0,4,225,15599,523.2,29.81,C,-0.25,-0.34,-0.15,4,48,2732,102.8,26.58,C-,21%,-0.31,-0.53,-0.08,175,12807,415.4,30.83,C,-0.23,-0.33,-0.13,130,7597.5,237,32.06,Dist-,0.2,0.08,0.32,2,36,1960,66,29.7,Merit+,28%,0.17,-0.07,0.42,93,5622.5,170,33.07,Dist-,0.21,0.07,0.35,"135007, 135619, 147178, 134223",4,1,3,0,0,0,4,1,3,0,0,0,4,1,3,0,0,0,330,225,48,175,130,36,93
202324,AcademicYear,Multi-academy trust,ENDEAVOUR MAT,16655,TR02497,7682332,10058938,South East,"137227, 137250, 147059",0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,49,3441,87.5,39.33,Dist+,0.26,-0.02,0.55,3,6,389,11,35.36,Dist,12%,-0.45,-1.3,0.39,43,3052,76.5,39.9,Dist+,0.36,0.06,0.66,"137227, 137250, 147059",3,2,0,1,0,0,2,2,0,0,0,0,3,2,0,1,0,0,268,245,17,226,49,6,43
202324,AcademicYear,Multi-academy trust,FINHAM PARK MULTI-ACADEMY TRUST,15766,TR00790,7700317,10059110,West Midlands,"136963, 141939, 142960",3,2,0,1,0,0,0,0,3,3,2,0,1,0,0,0,0,3,273,23976,756.4,31.7,C+,-0.19,-0.27,-0.11,4,39,2577,97.9,26.32,C-,14%,-0.39,-0.62,-0.15,230,20924,645.2,32.43,C+,-0.16,-0.24,-0.07,58,2800,100,28,Merit+,0.12,-0.08,0.32,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"136963, 141939, 148429, 142960",4,3,0,1,0,0,3,2,0,1,0,0,3,2,0,1,0,0,320,273,39,230,58,19,39
202324,AcademicYear,Multi-academy trust,FUTURA LEARNING PARTNERSHIP,5253,TR02421,7746787,10059285,South West,"142127, 137523, 141665",3,1,1,0,0,1,0,0,3,3,1,1,0,0,1,0,0,3,152,12231,381.3,32.08,C+,-0.1,-0.21,0.01,3,22,1520,55.1,27.59,C-,14%,-0.21,-0.52,0.11,128,10601,319.2,33.21,C+,-0.09,-0.2,0.03,76,2840.5,104,27.31,Merit+,-0.16,-0.34,0.01,3,11,269,13.5,19.93,Pass+,14%,-0.74,-1.24,-0.25,65,2571.5,90.5,28.41,Merit+,-0.09,-0.28,0.1,"142127, 137523, 137884, 141665",4,2,1,0,0,1,4,2,1,0,0,1,4,2,1,0,0,1,326,244,24,215,111,14,97
202324,AcademicYear,Multi-academy trust,FUTURE ACADEMIES,3152,TR00834,6543442,10043978,London,"143129, 144623, 140966, 135676, 135876, 146440, 147785",7,0,6,1,0,0,1,2,4,4,0,4,0,0,0,0,2,2,268,24116,754.2,31.98,C+,0.09,0.01,0.17,2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,48,1745,64.5,27.05,Merit+,-0.05,-0.25,0.15,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"143129, 144623, 140966, 135676, 135876, 146440, 147785",7,0,6,1,0,0,7,0,6,1,0,0,4,0,4,0,0,0,312,268,73,190,48,8,40
202324,AcademicYear,Multi-academy trust,GIRLS' LEARNING TRUST,15882,TR01513,7627961,10058720,London,"136795, 136797, 136789",3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,558,73036,1715.7,42.57,B+,-0.04,-0.09,0.01,3,52,6546,154.8,42.29,B+,9%,0.06,-0.12,0.25,502,65920,1546.9,42.61,B+,-0.05,-0.11,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"136795, 136797, 136789",3,3,0,0,0,0,3,3,0,0,0,0,2,2,0,0,0,0,578,558,52,502,45,7,37
202324,AcademicYear,Multi-academy trust,GLF SCHOOLS,3190,TR00860,7551959,10053217,South East,"136534, 137735, 137736",3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,368,37625.7,1059.7,35.51,B-,0.05,-0.02,0.11,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,46,1315,50,26.3,Merit,-0.36,-0.6,-0.12,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"136534, 137735, 137736",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,404,368,19,346,46,4,42
202324,AcademicYear,Multi-academy trust,GREENSHAW LEARNING TRUST,5452,TR00911,7633694,10058734,South West,"136800, 142577, 144760, 136626, 145135, 147300",6,3,2,0,0,1,2,0,4,5,2,2,0,0,1,2,0,3,345,31030,937.2,33.11,C+,-0.22,-0.29,-0.15,4,56,4773,147.9,32.27,C+,16%,-0.09,-0.28,0.1,281,25587,764.3,33.48,C+,-0.25,-0.32,-0.17,107,6019.5,197.5,30.48,Dist-,0.04,-0.13,0.21,3,30,1623.5,58.5,27.75,Merit+,28%,0.07,-0.28,0.42,76,4346,138,31.49,Dist-,0.03,-0.17,0.22,"136800, 142577, 149435, 144760, 136626, 147219, 145135, 147300",8,4,3,0,0,1,7,4,2,0,0,1,6,3,2,0,0,1,528,389,58,323,116,31,84
202324,AcademicYear,Multi-academy trust,GREENWOOD ACADEMIES TRUST,3252,TR00914,6864339,10058259,East Midlands,"136948, 137184, 135881, 137880, 136217, 139957",6,0,6,0,0,0,0,0,6,6,0,6,0,0,0,0,0,6,214,11421,423.3,26.98,C-,-0.28,-0.38,-0.17,4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,251,11882,432.5,27.47,Merit+,-0.05,-0.13,0.04,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,"136948, 137763, 137184, 135881, 137880, 136217, 139957",7,1,6,0,0,0,7,1,6,0,0,0,7,1,6,0,0,0,420,257,50,202,265,75,189
202324,AcademicYear,Multi-academy trust,HABERDASHERS' ASKE'S FEDERATION TRUST,3279,TR00933,2535091,10058159,London,"135073, 135070, 135951",3,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,251,20080,656,30.61,C,-0.07,-0.15,0.01,3,70,4990,173,28.84,C,28%,-0.06,-0.22,0.11,180,14950,480,31.15,C,-0.07,-0.17,0.02,120,7597.5,238,31.92,Dist-,0.28,0.14,0.43,2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,"135073, 135070, 135951",3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,354,251,70,180,120,40,80
202324,AcademicYear,Multi-academy trust,HARRIS FEDERATION,3320,TR00968,6228587,10055126,London,"138449, 131747, 132711, 135816, 140939, 140985, 145126, 148555, 145140, 135677, 140952, 145197, 137121, 137379, 143427, 135249, 135311, 135955, 140935, 131897, 139703, 144750, 147537, 137549",24,3,15,6,0,0,1,0,23,22,3,15,4,0,0,1,0,21,2234,205005,6187.8,33.13,C+,-0.19,-0.22,-0.16,4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,913,50425.5,1665,30.29,Dist-,0.04,-0.01,0.1,3,313,16386,564.5,29.03,Merit+,34%,-0.05,-0.14,0.04,586,32989.5,1068.5,30.87,Dist-,0.09,0.02,0.16,"138449, 131747, 132711, 135816, 140939, 140985, 145126, 148555, 145140, 135677, 140952, 145197, 134226, 137121, 137379, 143427, 135249, 135311, 135955, 140935, 131897, 139703, 149431, 144750, 147537, 137549",26,3,16,7,0,0,26,3,16,7,0,0,23,3,16,4,0,0,3183,2303,679,1589,956,325,617
202324,AcademicYear,Multi-academy trust,HEART OF MERCIA,17217,TR03695,10499174,10064200,West Midlands,"148142, 143929, 144888",3,3,0,0,0,0,1,0,2,3,3,0,0,0,0,1,0,2,2775,256936.9,7424.8,34.61,C+,-0.03,-0.06,-0.01,4,287,24409,736.1,33.16,C+,10%,-0.04,-0.12,0.05,2289,216350.5,6187.2,34.97,C+,-0.03,-0.06,-0.01,1135,48237.25,1589.5,30.35,Dist-,0.1,0.05,0.16,2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,"148142, 136399, 143929, 144888",4,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,3448,2875,294,2382,1150,140,933
202324,AcademicYear,Multi-academy trust,INSPIRATION TRUST,3531,TR01149,8179349,10060032,East of England,"136204, 142883, 139896, 140815, 148826",5,0,2,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,464,45559,1295.4,35.17,B-,0.04,-0.02,0.1,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"136204, 142883, 139896, 140815, 148826",5,0,2,3,0,0,5,0,2,3,0,0,2,0,2,0,0,0,537,464,58,401,79,13,63
202324,AcademicYear,Multi-academy trust,JOHN TAYLOR MAT,5690,TR01177,7421140,10057362,West Midlands,"147574, 136323, 142313",3,3,0,0,0,0,0,1,2,3,3,0,0,0,0,0,1,2,272,25923,709.7,36.53,B-,0.09,0.02,0.17,2,21,1773,51.4,34.49,C+,8%,-0.11,-0.4,0.19,250,24140,655.3,36.84,B-,0.11,0.03,0.19,156,8799,270.5,32.53,Dist-,0,-0.12,0.11,3,13,836.5,23,36.37,Dist,8%,0.41,0.01,0.8,143,7962.5,247.5,32.17,Dist-,-0.04,-0.16,0.08,"147574, 136323, 149376, 142313, 143899",5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,488,383,27,355,224,17,207
202324,AcademicYear,Multi-academy trust,KENT CATHOLIC SCHOOLS' PARTNERSHIP,3594,TR01197,8176019,10060024,South East,"140874, 140537, 141628, 140640",4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,295,19021,671.8,28.31,C-,-0.11,-0.19,-0.03,4,32,1621,68.4,23.7,D+,11%,-0.09,-0.35,0.17,260,17170,595.4,28.84,C,-0.11,-0.2,-0.03,215,10319,360,28.66,Merit+,0.12,0.02,0.22,2,31,1462,58.5,24.99,Merit,14%,-0.02,-0.25,0.22,180,8777,294,29.85,Merit+,0.15,0.04,0.26,"140874, 140537, 141628, 140640",4,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,386,295,32,260,215,31,180
202324,AcademicYear,Multi-academy trust,KING EDWARD VI ACADEMY TRUST BIRMINGHAM,16826,TR03804,10654935,10065300,West Midlands,"136152, 138937, 143562, 137047, 137046, 137044, 137045, 137043",8,7,1,0,0,0,0,0,8,3,2,1,0,0,0,0,0,3,1167,153016.2,3653.47,41.88,B+,-0.11,-0.14,-0.07,4,273,31515,828.2,38.05,B-,23%,-0.27,-0.35,-0.19,889,121021.2,2810.67,43.06,B+,-0.06,-0.1,-0.02,78,5545,165,33.61,Dist,0.08,-0.11,0.27,3,33,2210,68,32.5,Dist-,42%,0.02,-0.29,0.32,44,3275,95,34.47,Dist,0.12,-0.12,0.37,"136152, 136592, 138937, 143562, 137047, 137046, 137044, 137045, 137043",9,8,1,0,0,0,9,8,1,0,0,0,4,3,1,0,0,0,1348,1251,304,942,111,44,66
202324,AcademicYear,Multi-academy trust,LEARNING PARTNERS ACADEMY TRUST,17054,TR00926,8303773,10060193,South East,"136906, 139193, 137003",3,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,451,44810,1308.5,34.25,C+,0.15,0.09,0.21,2,22,1805,64.3,28.07,C-,5%,-0.14,-0.42,0.13,414,41503,1197.4,34.66,C+,0.16,0.1,0.22,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"136906, 139193, 137003",3,3,0,0,0,0,3,3,0,0,0,0,2,2,0,0,0,0,477,451,22,414,58,3,55
202324,AcademicYear,Multi-academy trust,LEIGH ACADEMIES TRUST,3725,TR01302,2336587,10058151,South East,"145315, 141309, 136349, 137119, 136662, 137581, 140987, 136847, 135297, 135630, 136205, 135964",12,4,7,0,1,0,2,0,10,11,3,7,0,1,0,2,0,9,844,66332,2017.2,32.88,C+,0.02,-0.02,0.07,3,111,6396,243.9,26.22,C-,13%,-0.18,-0.32,-0.04,713,58758,1728.2,34,C+,0.05,0,0.1,437,19042,671,28.38,Merit+,-0.04,-0.11,0.03,3,91,3791.5,141,26.89,Merit+,21%,0.06,-0.1,0.23,335,14858.5,515.5,28.82,Merit+,-0.07,-0.14,0.01,"145315, 141309, 136349, 149898, 137119, 136662, 137581, 140987, 136847, 135297, 135630, 136205, 135964",13,4,8,0,1,0,13,4,8,0,1,0,12,3,8,0,1,0,1071,876,119,736,465,100,353
202324,AcademicYear,Multi-academy trust,LIFE MULTI-ACADEMY TRUST,16430,TR00255,7992438,10059702,East Midlands,"147902, 148549, 137969",3,3,0,0,0,0,1,1,1,3,3,0,0,0,0,1,1,1,546,51973,1592.2,32.64,C+,-0.05,-0.11,0,3,46,3636,128.9,28.21,C-,8%,-0.13,-0.32,0.07,498,48050,1456.5,32.99,C+,-0.05,-0.1,0.01,79,2710,89.5,30.28,Dist-,-0.01,-0.19,0.18,3,7,167.5,6.5,25.77,Merit,9%,-0.27,-0.98,0.44,72,2542.5,83,30.63,Dist-,0.01,-0.18,0.2,"147902, 148549, 137969",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,572,546,46,498,79,7,72
202324,AcademicYear,Multi-academy trust,LIGHTHOUSE SCHOOLS PARTNERSHIP,16340,TR00876,7662102,10058855,South West,"145482, 136722, 136856",3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,396,38137.7,1126.9,33.84,C+,-0.01,-0.08,0.05,3,16,1100,37.9,29.02,C,4%,0.08,-0.27,0.42,378,36777.7,1083,33.96,C+,-0.02,-0.08,0.04,114,4762.5,142.5,33.42,Dist,0.05,-0.1,0.2,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"145482, 136722, 136856, 137000",4,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,559,515,23,489,134,10,123
202324,AcademicYear,Multi-academy trust,LIONHEART EDUCATIONAL TRUST,3760,TR00158,8473899,10055191,East Midlands,"140787, 147837, 139624",3,2,0,1,0,0,0,1,2,3,2,0,1,0,0,0,1,2,830,99620,2597.5,38.35,B,0.16,0.12,0.2,2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,478,8583.5,264.5,32.45,Dist-,-0.05,-0.13,0.04,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,"140787, 138478, 147837, 139624",4,3,0,1,0,0,4,3,0,1,0,0,4,3,0,1,0,0,953,879,108,763,529,64,462
