TIME_PERIOD,TIME_IDENTIFIER,TRUST_GROUP_TYPE,TRUST_NAME,TRUST_UID,TRUST_ID,TRUST_COMPANIES_HOUSE_NUMBER,TRUST_UKPRN,TRUST_LEADREGION,INSTITUTIONS_MATPTINC,NUMINST_ACAD_MATPTINC,NUMINST_ACAD_CONVERTER_MATPTINC,NUMINST_ACAD_SPONSOR_MATPTINC,NUMINST_ACAD_FREE_MATPTINC,NUMINST_ACAD_UTC_MATPTINC,NUMINST_ACAD_STUDIO_MATPTINC,NUMINST_ACAD_3_MATPTINC,NUMINST_ACAD_4_MATPTINC,NUMINST_ACAD_5PLUS_MATPTINC,NUMINST_AGEN_MATPTINC,NUMINST_AGEN_CONVERTER_MATPTINC,NUMINST_AGEN_SPONSOR_MATPTINC,NUMINST_AGEN_FREE_MATPTINC,NUMINST_AGEN_UTC_MATPTINC,NUMINST_AGEN_STUDIO_MATPTINC,NUMINST_AGEN_3_MATPTINC,NUMINST_AGEN_4_MATPTINC,NUMINST_AGEN_5PLUS_MATPTINC,TALLPUP_ACAD_MATPTINC,TALLSCR_ACAD_1618,TALLENT_ACAD_1618,TALLPPE_ACAD_1618,TALLPPE_GRD_ACAD_1618,VA_ACAD_1618,LCI_ACAD_1618,UCI_ACAD_1618,PB_ACAD_1618,TALLPUP_ACAD_DIS_MATPTINC,TALLSCR_ACAD_1618_DIS,TALLENT_ACAD_1618_DIS,TALLPPE_ACAD_1618_DIS,TALLPPE_GRD_ACAD_1618_DIS,perc_DIS_ACAD,VA_ACAD_1618_DIS,LCI_ACAD_1618_DIS,UCI_ACAD_1618_DIS,TALLPUP_ACAD_NOTDIS_MATPTINC,TALLSCR_ACAD_1618_NOTDIS,TALLENT_ACAD_1618_NOTDIS,TALLPPE_ACAD_1618_NOTDIS,TALLPPE_GRD_ACAD_1618_NOTDIS,VA_ACAD_1618_NOTDIS,LCI_ACAD_1618_NOTDIS,UCI_ACAD_1618_NOTDIS,TALLPUP_AGEN_MATPTINC,TALLSCR_AGEN,TALLENT_AGEN,TALLPPE_AGEN,TALLPPE_GRD_AGEN,VA_AGEN,LCI_AGEN,UCI_AGEN,PB_AGEN,TALLPUP_AGEN_DIS_MATPTINC,TALLSCR_AGEN_DIS,TALLENT_AGEN_DIS,TALLPPE_AGEN_DIS,TALLPPE_GRD_AGEN_DIS,perc_DIS_AGEN,VA_AGEN_DIS,LCI_AGEN_DIS,UCI_AGEN_DIS,TALLPUP_AGEN_NOTDIS_MATPTINC,TALLSCR_AGEN_NOTDIS,TALLENT_AGEN_NOTDIS,TALLPPE_AGEN_NOTDIS,TALLPPE_GRD_AGEN_NOTDIS,VA_AGEN_NOTDIS,LCI_AGEN_NOTDIS,UCI_AGEN_NOTDIS,INSTITUTIONS_INMAT,NUMINST_1618_INMAT,NUMINST_1618_CONVERTER_INMAT,NUMINST_1618_SPONSOR_INMAT,NUMINST_1618_FREE_INMAT,NUMINST_1618_UTC_INMAT,NUMINST_1618_STUDIO_INMAT,NUMINST_ACAD_INMAT,NUMINST_ACAD_CONVERTER_INMAT,NUMINST_ACAD_SPONSOR_INMAT,NUMINST_ACAD_FREE_INMAT,NUMINST_ACAD_UTC_INMAT,NUMINST_ACAD_STUDIO_INMAT,NUMINST_AGEN_INMAT,NUMINST_AGEN_CONVERTER_INMAT,NUMINST_AGEN_SPONSOR_INMAT,NUMINST_AGEN_FREE_INMAT,NUMINST_AGEN_UTC_INMAT,NUMINST_AGEN_STUDIO_INMAT,TALLPUP_1618_INMAT,TALLPUP_ACAD_INMAT,TALLPUP_ACAD_DIS_INMAT,TALLPUP_ACAD_NOTDIS_INMAT,TALLPUP_AGEN_INMAT,TALLPUP_AGEN_DIS_INMAT,TALLPUP_AGEN_NOTDIS_INMAT
202324,AcademicYear,Multi-academy trust,THE THINKING SCHOOLS ACADEMY TRUST,5049,TR02276,7359755,10058356,South East,"148369, 136313, 136594, 146624, 136108",5,3,2,0,0,0,1,0,4,4,2,2,0,0,0,1,0,3,448,49379.7,1452.9,33.99,C+,-0.14,-0.2,-0.08,4,59,4395.5,167.5,26.24,C-,13%,-0.55,-0.72,-0.38,385,44735.2,1275.8,35.06,B-,-0.09,-0.15,-0.02,112,4833.5,182,26.56,Merit,-0.04,-0.17,0.09,3,28,1000,44.5,22.47,Merit-,25%,-0.05,-0.34,0.24,81,3783.5,134.5,28.13,Merit+,-0.03,-0.18,0.12,"148369, 136556, 149899, 136313, 137755, 136594, 146624, 136108",8,6,2,0,0,0,8,6,2,0,0,0,6,4,2,0,0,0,806,722,78,633,175,38,135
202324,AcademicYear,Multi-academy trust,THE TWO COUNTIES TRUST,16093,TR00097,7972029,10059639,East Midlands,"142741, 146451, 145966, 137158, 137981",5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,416,31733,985.7,32.19,C+,-0.11,-0.18,-0.04,4,48,3314,109.7,30.21,C,12%,-0.24,-0.45,-0.02,367,28359,874,32.45,C+,-0.09,-0.16,-0.02,222,9387.5,307,30.58,Dist-,-0.04,-0.15,0.06,3,27,1046,33.5,31.22,Dist-,12%,0.31,-0.01,0.62,186,8019,261,30.72,Dist-,-0.07,-0.19,0.04,"142741, 146451, 145966, 137158, 137981",5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,588,416,48,367,222,27,194
202324,AcademicYear,Multi-academy trust,THE WHITE HORSE FEDERATION,5315,TR02468,8075785,10048061,South West,"146344, 138630, 137160, 130247",4,3,1,0,0,0,0,0,4,4,3,1,0,0,0,0,0,4,346,28905,897.2,32.22,C+,-0.05,-0.12,0.02,3,44,3472,110.6,31.39,C,13%,-0.01,-0.22,0.2,297,25313,777.6,32.55,C+,-0.05,-0.13,0.02,154,8119.25,262,30.99,Dist-,0.12,-0.01,0.26,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,"146344, 138630, 137160, 130247",4,3,1,0,0,0,4,3,1,0,0,0,4,3,1,0,0,0,443,346,44,297,154,24,125
202324,AcademicYear,Multi-academy trust,THOMAS TELFORD MULTI ACADEMY TRUST,16830,TR01870,4798185,10058173,West Midlands,"134993, 133697, 140160, 135149",4,0,3,0,1,0,0,1,3,4,0,3,0,1,0,0,1,3,310,23575,691.9,34.07,C+,0.2,0.12,0.28,2,72,5495,157,35,B-,23%,0.29,0.11,0.46,232,17635,518.4,34.02,C+,0.18,0.09,0.27,307,23307.5,691,33.73,Dist,0.26,0.18,0.33,2,86,6127.5,186.5,32.86,Dist-,28%,0.31,0.16,0.46,218,16990,498.5,34.08,Dist,0.24,0.15,0.32,"134993, 133697, 140160, 135149",4,0,3,0,1,0,4,0,3,0,1,0,4,0,3,0,1,0,531,310,72,232,307,86,218
202324,AcademicYear,Multi-academy trust,TOVE LEARNING TRUST,16243,TR01990,7525820,10058513,East Midlands,"136488, 135335, 129342, 135956, 145736, 148835, 146209, 143421",8,2,6,0,0,0,1,0,7,8,2,6,0,0,0,1,0,7,336,21206,741.5,28.6,C,-0.33,-0.4,-0.25,4,59,2504,103.4,24.22,D+,18%,-0.42,-0.64,-0.19,273,18532,631.1,29.36,C,-0.31,-0.4,-0.23,228,11902,372,31.99,Dist-,0.13,0.03,0.23,2,50,2826,90,31.4,Dist-,22%,0.18,-0.01,0.38,175,8896,276,32.23,Dist-,0.12,0,0.23,"136488, 135335, 129342, 135956, 145736, 148835, 149433, 146209, 143421",9,3,6,0,0,0,9,3,6,0,0,0,9,3,6,0,0,0,482,374,63,307,252,53,196
202324,AcademicYear,Multi-academy trust,TUDOR GRANGE ACADEMIES TRUST,5128,TR02332,7365748,10058359,West Midlands,"137161, 146379, 136310, 140731, 135913",5,3,2,0,0,0,0,0,5,3,1,2,0,0,0,0,0,3,386,40077,1164.3,34.42,C+,0.01,-0.05,0.07,3,40,3523,111.1,31.71,C+,10%,-0.2,-0.41,0,341,35840,1034.4,34.65,C+,0.03,-0.03,0.09,62,2867.5,111,25.83,Merit,-0.35,-0.58,-0.12,4,18,879,36,24.42,Merit,29%,-0.45,-0.89,-0.01,44,1988.5,75,26.51,Merit,-0.31,-0.58,-0.03,"137161, 146379, 136310, 140731, 135913",5,3,2,0,0,0,5,3,2,0,0,0,3,1,2,0,0,0,453,386,40,341,62,18,44
202324,AcademicYear,Multi-academy trust,TWYFORD CHURCH OF ENGLAND ACADEMIES TRUST,5132,TR02337,7648968,10058781,London,"137546, 139725, 145724",3,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,512,66177,1586.1,41.72,B+,0.1,0.05,0.15,2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"137546, 139725, 145724",3,1,0,2,0,0,3,1,0,2,0,0,0,0,0,0,0,0,523,512,63,442,0,0,0
202324,AcademicYear,Multi-academy trust,UNITED LEARNING TRUST,5143,TR02343,4439859,10037395,North West,"147439, 135296, 135966, 145313, 144502, 134815, 148003, 130912, 140962, 136551, 132727, 138193, 131895, 135364, 140265, 136636, 139664, 135649, 135365, 137782, 135760, 135962, 134814, 135621",24,3,18,2,1,0,0,1,23,18,1,16,0,1,0,0,1,17,1606,157738.4,4448.6,35.46,B-,-0.08,-0.11,-0.04,4,326,29706.5,871.2,34.1,C+,20%,-0.11,-0.18,-0.03,1235,123873.4,3433.7,36.08,B-,-0.07,-0.1,-0.03,526,31336.5,951.5,32.93,Dist-,0.14,0.07,0.22,2,140,8937,274,32.62,Dist-,27%,0.22,0.07,0.37,379,22106,668,33.09,Dist-,0.11,0.02,0.2,"147439, 135296, 135620, 135966, 145313, 149543, 144502, 149632, 134815, 148003, 130912, 140962, 136551, 132727, 138193, 131895, 150038, 135364, 140265, 136636, 139664, 135649, 135365, 137782, 135760, 135962, 137087, 134814, 135621",29,7,19,2,1,0,28,7,18,2,1,0,21,4,16,0,1,0,2349,1852,361,1442,594,154,433
202324,AcademicYear,Multi-academy trust,UNITY SCHOOLS PARTNERSHIP,4454,TR01862,7400386,10058379,East of England,"145944, 136322, 136990, 137321, 141639",5,3,2,0,0,0,0,1,4,4,2,2,0,0,0,0,0,4,245,16862,599.1,28.15,C-,-0.3,-0.39,-0.22,4,31,1563,74.5,20.98,D,13%,-0.62,-0.87,-0.38,189,12419,446.1,27.84,C-,-0.35,-0.44,-0.25,94,3747,126,29.74,Merit+,0.02,-0.14,0.18,3,12,499.5,16.5,30.27,Dist-,13%,0.42,-0.05,0.88,58,2677.5,84,31.88,Dist-,0.12,-0.07,0.31,"145944, 136322, 136990, 137321, 141639",5,3,2,0,0,0,5,3,2,0,0,0,4,2,2,0,0,0,300,245,31,206,94,12,80
202324,AcademicYear,Multi-academy trust,VALLEY INVICTA ACADEMIES TRUST,5178,TR02362,7559256,10058619,South East,"136581, 136582, 143954",3,2,1,0,0,0,0,0,3,3,2,1,0,0,0,0,0,3,337,29016,822,35.3,B-,-0.05,-0.13,0.02,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,171,7608.75,289.5,26.28,Merit,-0.24,-0.34,-0.14,4,14,645.5,22.5,28.69,Merit+,8%,0.01,-0.35,0.37,156,6929.25,266,26.05,Merit,-0.26,-0.37,-0.16,"136581, 136582, 143954",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,395,337,24,312,171,14,156
202324,AcademicYear,Multi-academy trust,WESTCOUNTRY SCHOOLS TRUST,3547,TR01159,7398467,10057945,South West,"136557, 136568, 136558, 140104, 136569, 136336, 143649",7,7,0,0,0,0,1,1,5,7,7,0,0,0,0,1,1,5,549,43456,1329.2,32.69,C+,-0.02,-0.08,0.03,3,53,3440,116.6,29.5,C,10%,-0.05,-0.26,0.17,492,39755,1201.3,33.09,C+,-0.02,-0.08,0.04,287,12118,409,29.63,Merit+,0.07,-0.02,0.16,3,34,1309,49,26.71,Merit+,12%,-0.12,-0.42,0.18,253,10809,360,30.03,Dist-,0.1,0,0.19,"136557, 136568, 136558, 140104, 136569, 136336, 143649",7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,698,549,53,492,287,34,253
202324,AcademicYear,Multi-academy trust,WINDSOR ACADEMY TRUST,5361,TR02503,7523436,10058502,West Midlands,"136618, 144988, 146443",3,2,1,0,0,0,0,0,3,3,2,1,0,0,0,0,0,3,216,16235,539.6,30.09,C,-0.1,-0.19,-0.01,4,40,2785,94.8,29.38,C,19%,-0.09,-0.33,0.14,175,13350,441.8,30.22,C,-0.1,-0.19,0,115,5902.5,186.5,31.65,Dist-,0.1,-0.03,0.23,3,20,957,33,29,Merit+,17%,0.11,-0.18,0.4,95,4945.5,153.5,32.22,Dist-,0.1,-0.04,0.24,"136618, 144988, 146443",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,274,216,40,175,115,20,95
202324,AcademicYear,Multi-academy trust,WOODARD ACADEMIES TRUST,5385,TR02518,6415729,10027236,South East,"135744, 135745, 139658",3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,174,16134,491.1,32.85,C+,0.03,-0.06,0.13,3,22,1296,48.8,26.56,C-,13%,-0.12,-0.44,0.2,149,14448,433.3,33.34,C+,0.05,-0.05,0.15,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"135744, 135745, 139658",3,0,3,0,0,0,3,0,3,0,0,0,2,0,2,0,0,0,226,174,22,149,39,10,29
202324,AcademicYear,Multi-academy trust,XAVIER CATHOLIC EDUCATION TRUST,16307,TR03468,10236797,10057399,South East,"147430, 143369, 143367",3,3,0,0,0,0,0,1,2,3,3,0,0,0,0,0,1,2,513,60298,1488,40.52,B,0.06,0.01,0.11,2,23,2049,58.5,35.03,B-,4%,-0.01,-0.3,0.27,486,57779,1419.5,40.7,B,0.06,0.01,0.12,82,3940,113,34.87,Dist,0.24,0.07,0.4,2,9,340,11,30.91,Dist-,11%,0.24,-0.3,0.78,72,3522.5,99.5,35.4,Dist,0.24,0.07,0.41,"147430, 143369, 143367",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,531,513,23,486,82,9,72
